"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2007,458,"Mountain","ahec",706233,6.49,0.9934,0.0044,0.0066
2008,462,"Mountain","ahec",732921,6.3,0.9913,0,0.0087
2009,470,"Mountain","ahec",739965,6.35,0.9915,0.0021,0.0085
2010,479,"Mountain","ahec",761986,6.29,0.9937,0.0063,0.0063
2011,480,"Mountain","ahec",770362,6.23,0.9938,0.0021,0.0125
2012,482,"Mountain","ahec",769642,6.26,0.9938,0.0021,0.0124
2013,504,"Mountain","ahec",776064,6.49,0.9921,0.0159,0.0139
2014,505,"Mountain","ahec",781867,6.46,0.9921,0.0218,0.0198
2015,520,"Mountain","ahec",789383,6.59,0.9923,0.0231,0.0192
2016,516,"Mountain","ahec",799550,6.45,0.9903,0.0233,0.0194
2017,525,"Mountain","ahec",807857,6.5,0.9924,0.0381,0.019
2000,578,"Northwest","ahec",1395832,4.14,0.9879,0.0017,0.019
2001,602,"Northwest","ahec",1416307,4.25,0.9884,0.0017,0.015
2002,634,"Northwest","ahec",1437391,4.41,0.989,0.0016,0.0126
2003,655,"Northwest","ahec",1458480,4.49,0.9893,0.0015,0.0153
2004,687,"Northwest","ahec",1459487,4.71,0.9898,0.0044,0.0146
2005,699,"Northwest","ahec",1464768,4.77,0.9914,0.0043,0.0129
2006,746,"Northwest","ahec",1484611,5.02,0.9906,0.0067,0.0161
2007,774,"Northwest","ahec",1504826,5.14,0.9935,0.0065,0.0155
2008,765,"Northwest","ahec",1524295,5.02,0.9961,0.0052,0.0183
2009,808,"Northwest","ahec",1546737,5.22,0.9938,0.005,0.0198
2010,837,"Northwest","ahec",1558340,5.37,0.9916,0.0084,0.0167
2011,849,"Northwest","ahec",1563589,5.43,0.9918,0.0106,0.0188
2012,853,"Northwest","ahec",1566740,5.44,0.9906,0.0141,0.0199
2013,859,"Northwest","ahec",1571258,5.47,0.9919,0.0163,0.0175
2014,878,"Northwest","ahec",1579059,5.56,0.9897,0.0251,0.0182
2015,900,"Northwest","ahec",1586703,5.67,0.9911,0.0244,0.0233
2016,914,"Northwest","ahec",1598199,5.72,0.9902,0.0274,0.0252
2017,943,"Northwest","ahec",1610400,5.86,0.9905,0.0297,0.0286
2000,164,"South East","ahec",378344,4.33,0.9939,0,0.0122
2001,191,"South East","ahec",387182,4.93,0.9948,0,0.0052
2002,205,"South East","ahec",395768,5.18,0.9951,0.0049,0.0049
2003,210,"South East","ahec",404351,5.19,0.9952,0,0.0048
2004,214,"South East","ahec",408125,5.24,0.9953,0,0.0093
2005,223,"South East","ahec",418333,5.33,0.9955,0.0045,0.0045
2006,233,"South East","ahec",435180,5.35,0.9914,0.0043,0.0043
2007,239,"South East","ahec",447385,5.34,0.9916,0.0084,0.0042
2008,237,"South East","ahec",455190,5.21,0.9916,0.0042,0.0042
2009,254,"South East","ahec",464312,5.47,0.9921,0,0.0039
2010,269,"South East","ahec",481052,5.59,0.9926,0.0074,0.0074
2011,280,"South East","ahec",487484,5.74,0.9893,0.0036,0.0143
2012,290,"South East","ahec",494872,5.86,0.9931,0.0207,0.0138
2013,306,"South East","ahec",502936,6.08,0.9935,0.0294,0.0163
2014,302,"South East","ahec",509080,5.93,0.9967,0.0298,0.0132
2015,313,"South East","ahec",518781,6.03,0.9968,0.0319,0.0128
2016,321,"South East","ahec",527596,6.08,0.9907,0.0218,0.0187
2017,331,"South East","ahec",536440,6.17,0.9879,0.0302,0.0211
2000,291,"Southern Regional","ahec",800743,3.63,0.9794,0,0.055
2001,281,"Southern Regional","ahec",805745,3.49,0.9751,0,0.0676
2002,298,"Southern Regional","ahec",819180,3.64,0.9799,0.0067,0.0638
2003,319,"Southern Regional","ahec",832613,3.83,0.9843,0.0125,0.0533
2004,335,"Southern Regional","ahec",836143,4.01,0.9821,0.009,0.0567
2005,331,"Southern Regional","ahec",842634,3.93,0.9789,0.006,0.0665
2006,367,"Southern Regional","ahec",844402,4.35,0.9809,0.0054,0.079
2007,366,"Southern Regional","ahec",856935,4.27,0.9809,0.0027,0.0738
2008,379,"Southern Regional","ahec",868197,4.37,0.9842,0.0026,0.0844
2009,395,"Southern Regional","ahec",879444,4.49,0.9848,0.0025,0.0911
2010,407,"Southern Regional","ahec",888443,4.58,0.9853,0.0049,0.0983
2011,419,"Southern Regional","ahec",900751,4.65,0.9857,0.0024,0.0835
2012,450,"Southern Regional","ahec",909169,4.95,0.9889,0.0022,0.1022
2013,472,"Southern Regional","ahec",914274,5.16,0.9809,0.0021,0.0996
2014,457,"Southern Regional","ahec",913874,5,0.9825,0.0066,0.0963
2015,465,"Southern Regional","ahec",915808,5.08,0.9849,0.0151,0.1011
2016,478,"Southern Regional","ahec",918447,5.2,0.9833,0.0188,0.0962
2017,502,"Southern Regional","ahec",921525,5.45,0.9781,0.0219,0.0956
2000,622,"Wake AHEC","ahec",1216472,5.11,0.9968,0,0.0531
2001,697,"Wake AHEC","ahec",1261899,5.52,0.9957,0,0.056
2002,715,"Wake AHEC","ahec",1296091,5.52,0.993,0.0014,0.0545
2003,681,"Wake AHEC","ahec",1330283,5.12,0.9897,0.0015,0.0675
2004,724,"Wake AHEC","ahec",1360676,5.32,0.9876,0.0041,0.0732
2005,765,"Wake AHEC","ahec",1395041,5.48,0.9843,0.0052,0.0719
2006,825,"Wake AHEC","ahec",1454152,5.67,0.9855,0.0061,0.0812
2007,845,"Wake AHEC","ahec",1514267,5.58,0.9893,0.0059,0.0817
2008,890,"Wake AHEC","ahec",1560428,5.7,0.9854,0.0056,0.0876
2009,936,"Wake AHEC","ahec",1604088,5.84,0.9829,0.0075,0.0876
2010,960,"Wake AHEC","ahec",1631633,5.88,0.9833,0.0104,0.0792
2011,972,"Wake AHEC","ahec",1657781,5.86,0.9784,0.0082,0.0864
2012,994,"Wake AHEC","ahec",1686053,5.9,0.9809,0.0151,0.0845
2013,1021,"Wake AHEC","ahec",1712629,5.96,0.9814,0.0206,0.0862
2014,1090,"Wake AHEC","ahec",1742928,6.25,0.9826,0.0239,0.0908
2015,1108,"Wake AHEC","ahec",1776174,6.24,0.9801,0.0226,0.0939
2016,1126,"Wake AHEC","ahec",1806644,6.23,0.9751,0.0222,0.095
2017,1152,"Wake AHEC","ahec",1840349,6.26,0.9757,0.0304,0.0972
2000,67,"Alamance","county",130800,5.12,0.9851,0,0.0597
2001,65,"Alamance","county",133598,4.87,1,0,0.0462
2002,66,"Alamance","county",136034,4.85,1,0,0.0455
2003,66,"Alamance","county",138471,4.77,1,0,0.0606
2004,66,"Alamance","county",138754,4.76,1,0,0.0606
2005,65,"Alamance","county",138788,4.68,1,0,0.0308
2006,67,"Alamance","county",139786,4.79,1,0,0.0299
2007,84,"Alamance","county",143154,5.87,1,0,0.0476
2008,85,"Alamance","county",146025,5.82,1,0,0.0353
2009,85,"Alamance","county",148361,5.73,1,0,0.0353
2010,82,"Alamance","county",151745,5.4,1,0,0.061
2011,89,"Alamance","county",152531,5.83,1,0.0112,0.0337
2012,96,"Alamance","county",153029,6.27,1,0,0.0625
2013,96,"Alamance","county",153595,6.25,1,0.0104,0.0521
2014,108,"Alamance","county",155789,6.93,1,0.0185,0.037
2015,117,"Alamance","county",157522,7.43,0.9915,0.0171,0.0513
2016,112,"Alamance","county",159054,7.04,1,0.0268,0.0446
2017,115,"Alamance","county",161076,7.14,1,0.0174,0.0522
2000,9,"Alexander","county",33603,2.68,1,0,0
2001,8,"Alexander","county",33961,2.36,1,0,0
2002,13,"Alexander","county",34626,3.75,1,0,0
2003,14,"Alexander","county",35292,3.97,1,0,0
2004,12,"Alexander","county",35165,3.41,1,0,0
2005,14,"Alexander","county",35545,3.94,1,0,0
2006,14,"Alexander","county",36296,3.86,1,0,0
2007,17,"Alexander","county",36656,4.64,1,0,0
2008,15,"Alexander","county",36957,4.06,1,0,0
2009,14,"Alexander","county",37318,3.75,1,0,0
2010,16,"Alexander","county",37254,4.29,1,0,0
2011,19,"Alexander","county",37528,5.06,1,0,0
2012,10,"Alexander","county",37389,2.67,1,0,0
2013,13,"Alexander","county",37436,3.47,1,0,0
2014,11,"Alexander","county",37832,2.91,1,0,0
2015,13,"Alexander","county",37952,3.43,1,0,0
2016,13,"Alexander","county",38284,3.4,1,0,0
2017,12,"Alexander","county",38452,3.12,1,0,0
2000,2,"Alleghany","county",10677,1.87,-9,-9,-9
2001,1,"Alleghany","county",10754,0.93,-9,-9,-9
2002,2,"Alleghany","county",10866,1.84,-9,-9,-9
2003,6,"Alleghany","county",10978,5.47,1,0,0
2004,4,"Alleghany","county",10912,3.67,-9,-9,-9
2005,2,"Alleghany","county",10913,1.83,-9,-9,-9
2006,2,"Alleghany","county",11000,1.82,-9,-9,-9
2007,3,"Alleghany","county",11088,2.71,-9,-9,-9
2008,3,"Alleghany","county",11075,2.71,-9,-9,-9
2009,3,"Alleghany","county",11227,2.67,-9,-9,-9
2010,2,"Alleghany","county",11171,1.79,-9,-9,-9
2011,0,"Alleghany","county",11069,0,-9,-9,-9
2012,0,"Alleghany","county",10971,0,-9,-9,-9
2013,3,"Alleghany","county",11052,2.71,-9,-9,-9
2014,3,"Alleghany","county",11099,2.7,-9,-9,-9
2015,5,"Alleghany","county",11190,4.47,1,0,0
2016,3,"Alleghany","county",11202,2.68,-9,-9,-9
2017,4,"Alleghany","county",11233,3.56,-9,-9,-9
2000,3,"Anson","county",25275,1.19,-9,-9,-9
2001,3,"Anson","county",25323,1.18,-9,-9,-9
2002,4,"Anson","county",25496,1.57,-9,-9,-9
2003,3,"Anson","county",25671,1.17,-9,-9,-9
2004,3,"Anson","county",25384,1.18,-9,-9,-9
2005,2,"Anson","county",25848,0.77,-9,-9,-9
2006,2,"Anson","county",25372,0.79,-9,-9,-9
2007,2,"Anson","county",25332,0.79,-9,-9,-9
2008,1,"Anson","county",25368,0.39,-9,-9,-9
2009,2,"Anson","county",25193,0.79,-9,-9,-9
2010,3,"Anson","county",26973,1.11,-9,-9,-9
2011,3,"Anson","county",25822,1.16,-9,-9,-9
2012,3,"Anson","county",26626,1.13,-9,-9,-9
2013,2,"Anson","county",26318,0.76,-9,-9,-9
2014,1,"Anson","county",26468,0.38,-9,-9,-9
2015,1,"Anson","county",26155,0.38,-9,-9,-9
2016,1,"Anson","county",25628,0.39,-9,-9,-9
2017,2,"Anson","county",25626,0.78,-9,-9,-9
2000,5,"Ashe","county",24384,2.05,1,0,0
2001,6,"Ashe","county",24799,2.42,1,0,0
2002,6,"Ashe","county",24970,2.4,1,0,0
2003,4,"Ashe","county",25142,1.59,-9,-9,-9
2004,5,"Ashe","county",25320,1.97,1,0,0
2005,4,"Ashe","county",25279,1.58,-9,-9,-9
2006,4,"Ashe","county",25778,1.55,-9,-9,-9
2007,5,"Ashe","county",26003,1.92,1,0,0
2008,5,"Ashe","county",26325,1.9,1,0,0
2009,5,"Ashe","county",26498,1.89,1,0,0
2010,5,"Ashe","county",27378,1.83,1,0,0
2011,7,"Ashe","county",27423,2.55,1,0,0
2012,6,"Ashe","county",27361,2.19,1,0,0
2013,9,"Ashe","county",27434,3.28,0.8889,0,0
2014,9,"Ashe","county",27448,3.28,0.8889,0,0
2015,12,"Ashe","county",27332,4.39,0.9167,0,0
2016,12,"Ashe","county",27344,4.39,0.9167,0,0
2017,11,"Ashe","county",27218,4.04,0.9091,0,0
2000,5,"Avery","county",17167,2.91,1,0,0
2001,4,"Avery","county",17706,2.26,-9,-9,-9
2002,4,"Avery","county",17844,2.24,-9,-9,-9
2003,5,"Avery","county",17980,2.78,1,0,0
2004,4,"Avery","county",18221,2.2,-9,-9,-9
2005,4,"Avery","county",18195,2.2,-9,-9,-9
2006,5,"Avery","county",18174,2.75,1,0,0
2007,5,"Avery","county",18292,2.73,1,0,0
2008,5,"Avery","county",18429,2.71,1,0,0
2009,6,"Avery","county",18301,3.28,1,0,0
2010,8,"Avery","county",17812,4.49,1,0,0
2011,7,"Avery","county",17834,3.93,1,0,0
2012,8,"Avery","county",17764,4.5,1,0,0
2013,10,"Avery","county",17872,5.6,1,0,0
2014,7,"Avery","county",17895,3.91,1,0,0
2015,13,"Avery","county",17816,7.3,1,0.0769,0
2016,11,"Avery","county",18098,6.08,1,0,0
2017,11,"Avery","county",18072,6.09,1,0.0909,0
2000,17,"Beaufort","county",44958,3.78,1,0,0.0588
2001,16,"Beaufort","county",45340,3.53,1,0,0.0625
2002,17,"Beaufort","county",45566,3.73,1,0,0.0588
2003,15,"Beaufort","county",45792,3.28,1,0,0.1333
2004,14,"Beaufort","county",45816,3.06,1,0,0.0714
2005,15,"Beaufort","county",46077,3.26,1,0,0.0667
2006,22,"Beaufort","county",46344,4.75,1,0,0.0455
2007,22,"Beaufort","county",46070,4.78,1,0,0
2008,22,"Beaufort","county",46600,4.72,1,0,0
2009,21,"Beaufort","county",47401,4.43,1,0,0
2010,24,"Beaufort","county",47929,5.01,1,0,0
2011,21,"Beaufort","county",47854,4.39,1,0,0
2012,25,"Beaufort","county",47901,5.22,1,0,0
2013,27,"Beaufort","county",47777,5.65,1,0,0
2014,25,"Beaufort","county",47717,5.24,1,0,0
2015,30,"Beaufort","county",47829,6.27,1,0.0333,0
2016,30,"Beaufort","county",47610,6.3,1,0.0333,0
2017,29,"Beaufort","county",47547,6.1,1,0.069,0
2000,0,"Bertie","county",19773,0,-9,-9,-9
2001,0,"Bertie","county",19857,0,-9,-9,-9
2002,0,"Bertie","county",19753,0,-9,-9,-9
2003,0,"Bertie","county",19649,0,-9,-9,-9
2004,0,"Bertie","county",19748,0,-9,-9,-9
2005,0,"Bertie","county",19700,0,-9,-9,-9
2006,0,"Bertie","county",19352,0,-9,-9,-9
2007,1,"Bertie","county",19971,0.5,-9,-9,-9
2008,1,"Bertie","county",20072,0.5,-9,-9,-9
2009,1,"Bertie","county",20104,0.5,-9,-9,-9
2010,1,"Bertie","county",21313,0.47,-9,-9,-9
2011,1,"Bertie","county",20890,0.48,-9,-9,-9
2012,1,"Bertie","county",20665,0.48,-9,-9,-9
2013,1,"Bertie","county",20595,0.49,-9,-9,-9
2014,1,"Bertie","county",20617,0.49,-9,-9,-9
2015,1,"Bertie","county",20533,0.49,-9,-9,-9
2016,2,"Bertie","county",19847,1.01,-9,-9,-9
2017,3,"Bertie","county",19881,1.51,-9,-9,-9
2000,6,"Bladen","county",32278,1.86,1,0,0
2001,5,"Bladen","county",32416,1.54,1,0,0
2002,5,"Bladen","county",32819,1.52,1,0,0
2003,6,"Bladen","county",33222,1.81,1,0,0
2004,5,"Bladen","county",33119,1.51,1,0,0
2005,7,"Bladen","county",33204,2.11,1,0,0
2006,7,"Bladen","county",32872,2.13,1,0,0
2007,5,"Bladen","county",32500,1.54,1,0,0
2008,7,"Bladen","county",32184,2.17,1,0,0
2009,7,"Bladen","county",32046,2.18,1,0,0
2010,8,"Bladen","county",35243,2.27,1,0,0
2011,7,"Bladen","county",35148,1.99,1,0,0
2012,7,"Bladen","county",35200,1.99,1,0,0
2013,9,"Bladen","county",35209,2.56,1,0,0
2014,10,"Bladen","county",35113,2.85,1,0,0
2015,11,"Bladen","county",35011,3.14,1,0,0
2016,12,"Bladen","county",34667,3.46,1,0,0
2017,12,"Bladen","county",34393,3.49,1,0,0
2000,22,"Brunswick","county",73143,3.01,0.9545,0,0
2001,29,"Brunswick","county",76892,3.77,0.9655,0,0
2002,30,"Brunswick","county",78822,3.81,0.9667,0,0
2003,27,"Brunswick","county",80751,3.34,0.963,0,0
2004,24,"Brunswick","county",83787,2.86,0.9583,0,0
2005,25,"Brunswick","county",87715,2.85,0.96,0,0
2006,29,"Brunswick","county",94964,3.05,0.9655,0,0
2007,29,"Brunswick","county",99440,2.92,0.9655,0,0
2008,27,"Brunswick","county",102877,2.62,0.963,0,0
2009,33,"Brunswick","county",107135,3.08,0.9697,0,0
2010,40,"Brunswick","county",108176,3.7,0.975,0.05,0.025
2011,44,"Brunswick","county",110140,3.99,0.9773,0.0227,0.0227
2012,45,"Brunswick","county",112597,4,0.9778,0.0444,0.0222
2013,51,"Brunswick","county",115716,4.41,0.9804,0.0392,0.0196
2014,54,"Brunswick","county",117834,4.58,0.9815,0.0185,0.0185
2015,56,"Brunswick","county",123535,4.53,0.9821,0.0179,0.0179
2016,60,"Brunswick","county",127750,4.7,0.9833,0.0167,0.0167
2017,64,"Brunswick","county",131726,4.86,0.9844,0.0469,0.0156
2000,131,"Buncombe","county",206330,6.35,1,0,0
2001,135,"Buncombe","county",208593,6.47,1,0,0
2002,142,"Buncombe","county",212044,6.7,1,0,0
2003,150,"Buncombe","county",215496,6.96,1,0,0
2004,150,"Buncombe","county",215468,6.96,0.9933,0,0.0067
2005,161,"Buncombe","county",217423,7.4,0.9938,0,0
2006,169,"Buncombe","county",221327,7.64,0.9941,0.0059,0
2007,162,"Buncombe","county",225609,7.18,0.9938,0.0062,0
2008,162,"Buncombe","county",227914,7.11,0.9877,0,0.0062
2009,158,"Buncombe","county",230450,6.86,0.9873,0,0.0063
2010,167,"Buncombe","county",239179,6.98,0.988,0.006,0.006
2011,166,"Buncombe","county",243855,6.81,0.988,0,0.006
2012,165,"Buncombe","county",245535,6.72,0.9879,0,0.0061
2013,176,"Buncombe","county",248872,7.07,0.9886,0.017,0.0057
2014,171,"Buncombe","county",251275,6.81,0.9883,0.0351,0.0175
2015,177,"Buncombe","county",254836,6.95,0.9887,0.0395,0.0169
2016,183,"Buncombe","county",258406,7.08,0.9836,0.0328,0.0164
2017,187,"Buncombe","county",261532,7.15,0.9893,0.0481,0.016
2000,21,"Burke","county",89148,2.36,1,0,0
2001,28,"Burke","county",89028,3.15,1,0,0
2002,28,"Burke","county",90485,3.09,1,0,0
2003,30,"Burke","county",91943,3.26,0.9667,0,0
2004,33,"Burke","county",89943,3.67,0.9697,0.0303,0
2005,30,"Burke","county",89077,3.37,1,0.0333,0
2006,33,"Burke","county",88664,3.72,1,0,0
2007,35,"Burke","county",88439,3.96,1,0,0.0286
2008,37,"Burke","county",89274,4.14,1,0,0.027
2009,40,"Burke","county",89669,4.46,1,0,0.025
2010,31,"Burke","county",91008,3.41,0.9677,0,0
2011,33,"Burke","county",90722,3.64,0.9697,0,0.0303
2012,38,"Burke","county",89977,4.22,0.9737,0,0.0263
2013,38,"Burke","county",89519,4.24,0.9737,0,0
2014,33,"Burke","county",89197,3.7,0.9697,0,0
2015,32,"Burke","county",89114,3.59,0.9688,0,0
2016,33,"Burke","county",89814,3.67,0.9697,0,0
2017,33,"Burke","county",90246,3.66,0.9697,0,0
2000,51,"Cabarrus","county",131063,3.89,1,0,0
2001,56,"Cabarrus","county",136316,4.11,1,0,0.0179
2002,59,"Cabarrus","county",139811,4.22,1,0,0.0169
2003,71,"Cabarrus","county",143306,4.95,0.9718,0,0.0141
2004,75,"Cabarrus","county",146852,5.11,0.9867,0,0.0133
2005,80,"Cabarrus","county",150249,5.32,0.9875,0,0.0125
2006,89,"Cabarrus","county",157176,5.66,0.9775,0.0112,0.0112
2007,85,"Cabarrus","county",164384,5.17,0.9882,0.0118,0.0118
2008,93,"Cabarrus","county",170448,5.46,0.9892,0.0108,0.0108
2009,94,"Cabarrus","county",174294,5.39,1,0.0106,0.0106
2010,97,"Cabarrus","county",179025,5.42,0.9897,0.0103,0.0103
2011,106,"Cabarrus","county",181253,5.85,0.9906,0.0094,0.0189
2012,105,"Cabarrus","county",183565,5.72,0.9905,0.0095,0.0286
2013,113,"Cabarrus","county",186457,6.06,0.9912,0.0177,0.0354
2014,102,"Cabarrus","county",191060,5.34,0.9804,0.0392,0.0196
2015,110,"Cabarrus","county",195714,5.62,0.9818,0.0455,0.0273
2016,113,"Cabarrus","county",200663,5.63,0.9823,0.0442,0.0442
2017,117,"Cabarrus","county",205473,5.69,0.9829,0.0684,0.0513
2000,18,"Caldwell","county",77415,2.33,1,0.0556,0
2001,19,"Caldwell","county",77618,2.45,1,0.0526,0
2002,19,"Caldwell","county",78237,2.43,1,0.0526,0
2003,26,"Caldwell","county",78856,3.3,0.9615,0,0
2004,32,"Caldwell","county",78606,4.07,0.9688,0,0
2005,28,"Caldwell","county",78816,3.55,0.9643,0,0
2006,29,"Caldwell","county",79297,3.66,0.9655,0,0
2007,28,"Caldwell","county",79376,3.53,0.9643,0,0
2008,30,"Caldwell","county",80038,3.75,0.9667,0,0
2009,39,"Caldwell","county",80141,4.87,0.9744,0,0
2010,36,"Caldwell","county",83176,4.33,0.9722,0,0.0278
2011,34,"Caldwell","county",83117,4.09,0.9706,0,0.0294
2012,41,"Caldwell","county",82605,4.96,1,0,0
2013,41,"Caldwell","county",82504,4.97,1,0,0
2014,38,"Caldwell","county",82445,4.61,1,0.0263,0
2015,43,"Caldwell","county",82577,5.21,1,0.0233,0
2016,43,"Caldwell","county",82793,5.19,0.9767,0,0
2017,44,"Caldwell","county",83303,5.28,0.9773,0,0
2000,1,"Camden","county",6885,1.45,-9,-9,-9
2001,1,"Camden","county",7075,1.41,-9,-9,-9
2002,1,"Camden","county",7170,1.39,-9,-9,-9
2003,2,"Camden","county",7265,2.75,-9,-9,-9
2004,2,"Camden","county",7852,2.55,-9,-9,-9
2005,1,"Camden","county",8881,1.13,-9,-9,-9
2006,0,"Camden","county",9298,0,-9,-9,-9
2007,0,"Camden","county",9519,0,-9,-9,-9
2008,0,"Camden","county",9657,0,-9,-9,-9
2009,0,"Camden","county",9655,0,-9,-9,-9
2010,0,"Camden","county",10000,0,-9,-9,-9
2011,0,"Camden","county",9921,0,-9,-9,-9
2012,3,"Camden","county",9922,3.02,-9,-9,-9
2013,3,"Camden","county",10174,2.95,-9,-9,-9
2014,3,"Camden","county",10251,2.93,-9,-9,-9
2015,3,"Camden","county",10224,2.93,-9,-9,-9
2016,2,"Camden","county",10287,1.94,-9,-9,-9
2017,2,"Camden","county",10359,1.93,-9,-9,-9
2000,31,"Carteret","county",59383,5.22,1,0,0
