"year","total","region","type","population","providerRate"
2013,0,"Alexander","county",37436,0
2014,0,"Alexander","county",37832,0
2015,0,"Alexander","county",37952,0
2016,0,"Alexander","county",38284,0
2017,0,"Alexander","county",38452,0
2011,0,"Alleghany","county",11069,0
2012,0,"Alleghany","county",10971,0
2013,0,"Alleghany","county",11052,0
2014,0,"Alleghany","county",11099,0
2015,0,"Alleghany","county",11190,0
2016,0,"Alleghany","county",11202,0
2017,0,"Alleghany","county",11233,0
2011,0,"Anson","county",25822,0
2012,0,"Anson","county",26626,0
2013,0,"Anson","county",26318,0
2014,0,"Anson","county",26468,0
2015,0,"Anson","county",26155,0
2016,0,"Anson","county",25628,0
2017,0,"Anson","county",25626,0
2011,0,"Ashe","county",27423,0
2012,0,"Ashe","county",27361,0
2013,0,"Ashe","county",27434,0
2014,1,"Ashe","county",27448,0.36
2015,1,"Ashe","county",27332,0.37
2016,1,"Ashe","county",27344,0.37
2017,1,"Ashe","county",27218,0.37
2011,1,"Avery","county",17834,0.56
2012,0,"Avery","county",17764,0
2013,1,"Avery","county",17872,0.56
2014,3,"Avery","county",17895,1.68
2015,2,"Avery","county",17816,1.12
2016,2,"Avery","county",18098,1.11
2017,2,"Avery","county",18072,1.11
2011,2,"Beaufort","county",47854,0.42
2012,2,"Beaufort","county",47901,0.42
2013,0,"Beaufort","county",47777,0
2014,0,"Beaufort","county",47717,0
2015,0,"Beaufort","county",47829,0
2016,0,"Beaufort","county",47610,0
2017,1,"Beaufort","county",47547,0.21
2011,0,"Bertie","county",20890,0
2012,0,"Bertie","county",20665,0
2013,0,"Bertie","county",20595,0
2014,0,"Bertie","county",20617,0
2015,0,"Bertie","county",20533,0
2016,0,"Bertie","county",19847,0
2017,0,"Bertie","county",19881,0
2011,0,"Bladen","county",35148,0
2012,0,"Bladen","county",35200,0
2013,0,"Bladen","county",35209,0
2014,0,"Bladen","county",35113,0
2015,0,"Bladen","county",35011,0
2016,0,"Bladen","county",34667,0
2017,0,"Bladen","county",34393,0
2011,7,"Brunswick","county",110140,0.64
2012,6,"Brunswick","county",112597,0.53
2013,6,"Brunswick","county",115716,0.52
2014,6,"Brunswick","county",117834,0.51
2015,4,"Brunswick","county",123535,0.32
2016,2,"Brunswick","county",127750,0.16
2017,0,"Brunswick","county",131726,0
2011,28,"Buncombe","county",243855,1.15
2012,30,"Buncombe","county",245535,1.22
2013,36,"Buncombe","county",248872,1.45
2014,40,"Buncombe","county",251275,1.59
2015,41,"Buncombe","county",254836,1.61
2016,43,"Buncombe","county",258406,1.66
2017,48,"Buncombe","county",261532,1.84
2011,6,"Burke","county",90722,0.66
2012,4,"Burke","county",89977,0.44
2013,5,"Burke","county",89519,0.56
2014,6,"Burke","county",89197,0.67
2015,6,"Burke","county",89114,0.67
2016,6,"Burke","county",89814,0.67
2017,6,"Burke","county",90246,0.66
2011,17,"Cabarrus","county",181253,0.94
2012,16,"Cabarrus","county",183565,0.87
2013,14,"Cabarrus","county",186457,0.75
2014,18,"Cabarrus","county",191060,0.94
2015,21,"Cabarrus","county",195714,1.07
2016,22,"Cabarrus","county",200663,1.1
2017,23,"Cabarrus","county",205473,1.12
2011,2,"Caldwell","county",83117,0.24
2012,2,"Caldwell","county",82605,0.24
2013,0,"Caldwell","county",82504,0
2014,0,"Caldwell","county",82445,0
2015,0,"Caldwell","county",82577,0
2016,0,"Caldwell","county",82793,0
2017,0,"Caldwell","county",83303,0
2011,0,"Camden","county",9921,0
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2011,3,"Carteret","county",67696,0.44
2012,5,"Carteret","county",68362,0.73
2013,1,"Carteret","county",69239,0.14
2014,2,"Carteret","county",69350,0.29
2015,2,"Carteret","county",69826,0.29
2016,3,"Carteret","county",69881,0.43
2017,2,"Carteret","county",70190,0.28
2011,0,"Caswell","county",23654,0
2012,0,"Caswell","county",23492,0
2013,0,"Caswell","county",23844,0
2014,0,"Caswell","county",23602,0
2015,0,"Caswell","county",23606,0
2016,0,"Caswell","county",23689,0
2017,0,"Caswell","county",23699,0
2011,29,"Catawba","county",154992,1.87
2012,27,"Catawba","county",155494,1.74
2013,25,"Catawba","county",155411,1.61
2014,25,"Catawba","county",155830,1.6
2015,27,"Catawba","county",155828,1.73
2016,28,"Catawba","county",156473,1.79
2017,29,"Catawba","county",156949,1.85
2011,1,"Chatham","county",64553,0.15
2012,1,"Chatham","county",66545,0.15
2013,0,"Chatham","county",67620,0
2014,0,"Chatham","county",68725,0
2015,0,"Chatham","county",71815,0
2016,0,"Chatham","county",73286,0
2017,0,"Chatham","county",74835,0
2011,1,"Cherokee","county",27300,0.37
2012,1,"Cherokee","county",27030,0.37
2013,0,"Cherokee","county",27471,0
2014,0,"Cherokee","county",27451,0
2015,0,"Cherokee","county",27770,0
2016,0,"Cherokee","county",28591,0
2017,0,"Cherokee","county",29216,0
2011,2,"Chowan","county",14796,1.35
2012,0,"Chowan","county",14743,0
2013,0,"Chowan","county",14815,0
2014,0,"Chowan","county",14636,0
2015,0,"Chowan","county",14541,0
2016,0,"Chowan","county",14410,0
2017,0,"Chowan","county",14292,0
2011,0,"Clay","county",10460,0
2012,0,"Clay","county",10520,0
2013,0,"Clay","county",10794,0
2014,0,"Clay","county",10794,0
2015,0,"Clay","county",11036,0
2016,0,"Clay","county",11320,0
2017,0,"Clay","county",11488,0
2011,0,"Cleveland","county",98209,0
2012,3,"Cleveland","county",97702,0.31
2013,0,"Cleveland","county",97429,0
2014,0,"Cleveland","county",97920,0
2015,0,"Cleveland","county",97871,0
2016,0,"Cleveland","county",98244,0
2017,0,"Cleveland","county",98580,0
2011,2,"Columbus","county",57657,0.35
2012,3,"Columbus","county",57862,0.52
2013,3,"Columbus","county",57739,0.52
2014,3,"Columbus","county",57632,0.52
2015,5,"Columbus","county",57206,0.87
2016,4,"Columbus","county",57182,0.7
2017,4,"Columbus","county",56941,0.7
2011,8,"Craven","county",104965,0.76
2012,7,"Craven","county",105179,0.67
2013,12,"Craven","county",104421,1.15
2014,11,"Craven","county",104520,1.05
2015,11,"Craven","county",103691,1.06
2016,12,"Craven","county",103737,1.16
2017,15,"Craven","county",103735,1.45
2011,16,"Cumberland","county",327643,0.49
2012,18,"Cumberland","county",330754,0.54
2013,16,"Cumberland","county",332553,0.48
2014,15,"Cumberland","county",329403,0.46
2015,16,"Cumberland","county",328860,0.49
2016,18,"Cumberland","county",329824,0.55
2017,20,"Cumberland","county",329604,0.61
2011,1,"Currituck","county",23643,0.42
2012,1,"Currituck","county",23767,0.42
2013,1,"Currituck","county",24506,0.41
2014,0,"Currituck","county",25072,0
2015,0,"Currituck","county",25627,0
2016,0,"Currituck","county",26101,0
2017,0,"Currituck","county",26604,0
2011,2,"Dare","county",34216,0.58
2012,2,"Dare","county",34810,0.57
2013,3,"Dare","county",35273,0.85
2014,3,"Dare","county",35415,0.85
2015,2,"Dare","county",36001,0.56
2016,2,"Dare","county",36387,0.55
2017,2,"Dare","county",36792,0.54
2011,5,"Davidson","county",163364,0.31
2012,5,"Davidson","county",163410,0.31
2013,5,"Davidson","county",163770,0.31
2014,4,"Davidson","county",164454,0.24
2015,3,"Davidson","county",165193,0.18
2016,3,"Davidson","county",166137,0.18
2017,3,"Davidson","county",167105,0.18
2011,0,"Davie","county",41560,0
2012,0,"Davie","county",41412,0
2013,1,"Davie","county",41507,0.24
2014,1,"Davie","county",41476,0.24
2015,1,"Davie","county",41743,0.24
2016,1,"Davie","county",42211,0.24
2017,2,"Davie","county",42727,0.47
2011,1,"Duplin","county",59476,0.17
2012,1,"Duplin","county",60059,0.17
2013,2,"Duplin","county",60104,0.33
2014,1,"Duplin","county",60126,0.17
2015,2,"Duplin","county",59868,0.33
2016,2,"Duplin","county",59597,0.34
2017,2,"Duplin","county",59513,0.34
2011,124,"Durham","county",272314,4.55
2012,118,"Durham","county",282511,4.18
2013,123,"Durham","county",286053,4.3
2014,131,"Durham","county",292191,4.48
2015,137,"Durham","county",297219,4.61
2016,141,"Durham","county",301520,4.68
2017,158,"Durham","county",306184,5.16
2011,1,"Edgecombe","county",56089,0.18
2012,1,"Edgecombe","county",56085,0.18
2013,0,"Edgecombe","county",55704,0
2014,1,"Edgecombe","county",55483,0.18
2015,2,"Edgecombe","county",54367,0.37
2016,3,"Edgecombe","county",53502,0.56
2017,1,"Edgecombe","county",52856,0.19
2011,111,"Forsyth","county",354878,3.13
2012,115,"Forsyth","county",357767,3.21
2013,119,"Forsyth","county",360471,3.3
2014,124,"Forsyth","county",364248,3.4
2015,130,"Forsyth","county",366543,3.55
2016,133,"Forsyth","county",369144,3.6
2017,134,"Forsyth","county",372651,3.6
2011,1,"Franklin","county",61651,0.16
2012,1,"Franklin","county",61840,0.16
2013,1,"Franklin","county",62697,0.16
2014,1,"Franklin","county",63225,0.16
2015,1,"Franklin","county",64206,0.16
2016,0,"Franklin","county",65445,0
2017,0,"Franklin","county",66514,0
2011,13,"Gaston","county",207506,0.63
2012,10,"Gaston","county",208582,0.48
2013,11,"Gaston","county",209571,0.52
2014,10,"Gaston","county",210735,0.47
2015,10,"Gaston","county",212636,0.47
2016,11,"Gaston","county",215489,0.51
2017,6,"Gaston","county",218527,0.27
2011,0,"Gates","county",11944,0
2012,0,"Gates","county",11830,0
2013,0,"Gates","county",11880,0
2014,0,"Gates","county",11912,0
2015,0,"Gates","county",11739,0
2016,0,"Gates","county",11891,0
2017,0,"Gates","county",11960,0
2011,0,"Graham","county",8942,0
2012,0,"Graham","county",8850,0
2013,0,"Graham","county",8854,0
2014,0,"Graham","county",8829,0
2015,0,"Graham","county",8761,0
2016,0,"Graham","county",8835,0
2017,0,"Graham","county",8837,0
2011,2,"Granville","county",60863,0.33
2012,1,"Granville","county",56748,0.18
2013,1,"Granville","county",57910,0.17
2014,1,"Granville","county",58104,0.17
2015,2,"Granville","county",58547,0.34
2016,3,"Granville","county",59433,0.5
2017,3,"Granville","county",59975,0.5
2011,0,"Greene","county",21489,0
2012,0,"Greene","county",21363,0
2013,0,"Greene","county",21073,0
2014,0,"Greene","county",21286,0
2015,0,"Greene","county",21158,0
2016,0,"Greene","county",21421,0
2017,0,"Greene","county",21522,0
2011,43,"Guilford","county",495231,0.87
2012,41,"Guilford","county",502190,0.82
2013,40,"Guilford","county",507419,0.79
2014,43,"Guilford","county",512273,0.84
2015,44,"Guilford","county",517124,0.85
2016,45,"Guilford","county",520230,0.87
2017,47,"Guilford","county",523962,0.9
2011,2,"Halifax","county",54397,0.37
2012,1,"Halifax","county",54237,0.18
2013,0,"Halifax","county",53705,0
2014,1,"Halifax","county",53190,0.19
2015,1,"Halifax","county",52423,0.19
2016,1,"Halifax","county",52160,0.19
2017,1,"Halifax","county",51815,0.19
2011,3,"Harnett","county",118615,0.25
2012,3,"Harnett","county",121264,0.25
2013,3,"Harnett","county",123316,0.24
2014,3,"Harnett","county",125730,0.24
2015,0,"Harnett","county",127127,0
2016,1,"Harnett","county",128783,0.08
2017,0,"Harnett","county",130847,0
2011,3,"Haywood","county",59684,0.5
2012,3,"Haywood","county",59291,0.51
2013,0,"Haywood","county",59674,0
2014,0,"Haywood","county",59913,0
2015,2,"Haywood","county",60631,0.33
2016,1,"Haywood","county",61771,0.16
2017,2,"Haywood","county",62277,0.32
2011,11,"Henderson","county",108448,1.01
2012,9,"Henderson","county",108183,0.83
2013,9,"Henderson","county",109287,0.82
2014,7,"Henderson","county",110897,0.63
2015,8,"Henderson","county",112511,0.71
2016,9,"Henderson","county",114385,0.79
2017,8,"Henderson","county",116173,0.69
2011,3,"Hertford","county",24466,1.23
2012,2,"Hertford","county",24451,0.82
2013,2,"Hertford","county",24621,0.81
2014,2,"Hertford","county",24578,0.81
2015,2,"Hertford","county",24426,0.82
2016,1,"Hertford","county",24038,0.42
2017,2,"Hertford","county",23947,0.84
2011,0,"Hoke","county",49065,0
2012,0,"Hoke","county",50036,0
2013,0,"Hoke","county",50672,0
2014,0,"Hoke","county",50982,0
2015,0,"Hoke","county",51776,0
2016,0,"Hoke","county",52214,0
2017,0,"Hoke","county",53343,0
2011,0,"Hyde","county",5815,0
2012,0,"Hyde","county",5742,0
2013,0,"Hyde","county",5806,0
2014,0,"Hyde","county",5738,0
2015,0,"Hyde","county",5631,0
2016,0,"Hyde","county",5621,0
2017,0,"Hyde","county",5644,0
2011,17,"Iredell","county",161522,1.05
2012,17,"Iredell","county",163043,1.04
2013,15,"Iredell","county",164974,0.91
2014,14,"Iredell","county",167157,0.84
2015,15,"Iredell","county",170230,0.88
2016,15,"Iredell","county",173391,0.87
2017,17,"Iredell","county",176563,0.96
2011,3,"Jackson","county",40606,0.74
2012,4,"Jackson","county",40788,0.98
2013,4,"Jackson","county",40810,0.98
2014,4,"Jackson","county",41039,0.97
2015,4,"Jackson","county",41597,0.96
2016,3,"Jackson","county",42574,0.7
2017,2,"Jackson","county",43116,0.46
2011,5,"Johnston","county",172570,0.29
2012,5,"Johnston","county",174839,0.29
2013,3,"Johnston","county",177308,0.17
2014,4,"Johnston","county",180048,0.22
2015,5,"Johnston","county",184519,0.27
2016,5,"Johnston","county",189460,0.26
2017,3,"Johnston","county",194705,0.15
2011,0,"Jones","county",10327,0
2012,0,"Jones","county",10615,0
2013,0,"Jones","county",10554,0
2014,0,"Jones","county",10468,0
2015,0,"Jones","county",10423,0
2016,0,"Jones","county",10354,0
2017,0,"Jones","county",10356,0
2011,1,"Lee","county",58304,0.17
2012,1,"Lee","county",59111,0.17
2013,1,"Lee","county",59344,0.17
2014,1,"Lee","county",59194,0.17
2015,1,"Lee","county",58908,0.17
2016,1,"Lee","county",59244,0.17
2017,1,"Lee","county",59337,0.17
2011,4,"Lenoir","county",59314,0.67
2012,3,"Lenoir","county",59401,0.51
2013,2,"Lenoir","county",59046,0.34
2014,3,"Lenoir","county",58830,0.51
2015,4,"Lenoir","county",58338,0.69
2016,3,"Lenoir","county",57587,0.52
2017,2,"Lenoir","county",57477,0.35
2011,0,"Lincoln","county",79026,0
2012,1,"Lincoln","county",79267,0.13
2013,0,"Lincoln","county",79745,0
2014,0,"Lincoln","county",80202,0
2015,0,"Lincoln","county",81397,0
2016,0,"Lincoln","county",82033,0
2017,0,"Lincoln","county",83251,0
2011,5,"Macon","county",34459,1.45
2012,3,"Macon","county",33985,0.88
2013,3,"Macon","county",34151,0.88
2014,3,"Macon","county",34428,0.87
2015,3,"Macon","county",34771,0.86
2016,2,"Macon","county",35047,0.57
2017,2,"Macon","county",35413,0.56
2011,0,"Madison","county",21193,0
2012,0,"Madison","county",21192,0
2013,0,"Madison","county",21372,0
2014,0,"Madison","county",21584,0
2015,0,"Madison","county",21663,0
2016,0,"Madison","county",21979,0
2017,0,"Madison","county",22240,0
2011,1,"Martin","county",24083,0.42
2012,1,"Martin","county",24020,0.42
2013,0,"Martin","county",23750,0
2014,0,"Martin","county",23714,0
2015,1,"Martin","county",23746,0.42
2016,1,"Martin","county",23606,0.42
2017,1,"Martin","county",23510,0.43
2011,1,"McDowell","county",45462,0.22
2012,3,"McDowell","county",45288,0.66
2013,0,"McDowell","county",45231,0
2014,0,"McDowell","county",45320,0
2015,0,"McDowell","county",45370,0
2016,1,"McDowell","county",45510,0.22
2017,2,"McDowell","county",45716,0.44
2011,145,"Mecklenburg","county",940697,1.54
2012,141,"Mecklenburg","county",963165,1.46
2013,150,"Mecklenburg","county",991867,1.51
2014,158,"Mecklenburg","county",1013199,1.56
2015,156,"Mecklenburg","county",1035605,1.51
2016,167,"Mecklenburg","county",1053545,1.59
2017,174,"Mecklenburg","county",1077301,1.62
2011,0,"Mitchell","county",15501,0
2012,0,"Mitchell","county",15396,0
2013,0,"Mitchell","county",15407,0
2014,0,"Mitchell","county",15825,0
2015,0,"Mitchell","county",15335,0
2016,1,"Mitchell","county",15266,0.66
2017,0,"Mitchell","county",15237,0
2011,0,"Montgomery","county",27864,0
2012,0,"Montgomery","county",27914,0
2013,0,"Montgomery","county",27768,0
2014,0,"Montgomery","county",27820,0
2015,0,"Montgomery","county",27826,0
2016,0,"Montgomery","county",27768,0
2017,1,"Montgomery","county",27865,0.36
2011,13,"Moore","county",89395,1.45
2012,11,"Moore","county",90707,1.21
2013,6,"Moore","county",91937,0.65
2014,12,"Moore","county",93078,1.29
2015,12,"Moore","county",94492,1.27
2016,14,"Moore","county",96102,1.46
2017,14,"Moore","county",97597,1.43
2011,5,"Nash","county",96122,0.52
2012,5,"Nash","county",95533,0.52
2013,5,"Nash","county",94744,0.53
2014,5,"Nash","county",94525,0.53
2015,5,"Nash","county",94370,0.53
2016,4,"Nash","county",94421,0.42
2017,4,"Nash","county",94365,0.42
2011,27,"New Hanover","county",206774,1.31
2012,25,"New Hanover","county",209964,1.19
2013,26,"New Hanover","county",213809,1.22
2014,29,"New Hanover","county",216955,1.34
2015,31,"New Hanover","county",220231,1.41
2016,31,"New Hanover","county",223608,1.39
2017,33,"New Hanover","county",227261,1.45
2011,0,"Northampton","county",21844,0
2012,0,"Northampton","county",21514,0
2013,0,"Northampton","county",21244,0
2014,0,"Northampton","county",21233,0
2015,0,"Northampton","county",21073,0
2016,0,"Northampton","county",20788,0
2017,0,"Northampton","county",20709,0
2011,3,"Onslow","county",184228,0.16
2012,6,"Onslow","county",191030,0.31
2013,3,"Onslow","county",193925,0.15
2014,3,"Onslow","county",193204,0.16
2015,4,"Onslow","county",194636,0.21
2016,6,"Onslow","county",193914,0.31
2017,4,"Onslow","county",195621,0.2
2011,62,"Orange","county",135776,4.57
2012,69,"Orange","county",138575,4.98
2013,71,"Orange","county",139694,5.08
2014,71,"Orange","county",139933,5.07
2015,85,"Orange","county",140144,6.07
2016,90,"Orange","county",140853,6.39
2017,87,"Orange","county",142365,6.11
2011,0,"Pamlico","county",13214,0
2012,0,"Pamlico","county",13190,0
2013,0,"Pamlico","county",13071,0
2014,0,"Pamlico","county",13137,0
2015,0,"Pamlico","county",13174,0
2016,0,"Pamlico","county",13336,0
2017,0,"Pamlico","county",13268,0
2011,4,"Pasquotank","county",40438,0.99
2012,3,"Pasquotank","county",39941,0.75
2013,3,"Pasquotank","county",39458,0.76
2014,5,"Pasquotank","county",39691,1.26
2015,4,"Pasquotank","county",39731,1.01
2016,6,"Pasquotank","county",40284,1.49
2017,6,"Pasquotank","county",40598,1.48
2011,0,"Pender","county",53437,0
2012,0,"Pender","county",54390,0
2013,0,"Pender","county",55568,0
2014,0,"Pender","county",56533,0
2015,0,"Pender","county",57941,0
2016,0,"Pender","county",59459,0
2017,0,"Pender","county",60999,0
2011,0,"Perquimans","county",13537,0
2012,0,"Perquimans","county",13660,0
2013,0,"Perquimans","county",13771,0
2014,0,"Perquimans","county",13638,0
2015,0,"Perquimans","county",13648,0
2016,0,"Perquimans","county",13561,0
2017,0,"Perquimans","county",13546,0
2011,1,"Person","county",39700,0.25
2012,1,"Person","county",39197,0.26
2013,2,"Person","county",39192,0.51
2014,1,"Person","county",39265,0.25
2015,1,"Person","county",39574,0.25
2016,1,"Person","county",39728,0.25
2017,1,"Person","county",39868,0.25
2011,24,"Pitt","county",170263,1.41
2012,25,"Pitt","county",172618,1.45
2013,24,"Pitt","county",173879,1.38
2014,25,"Pitt","county",174424,1.43
2015,26,"Pitt","county",175532,1.48
2016,29,"Pitt","county",175885,1.65
2017,37,"Pitt","county",176424,2.1
2011,0,"Polk","county",20453,0
2012,1,"Polk","county",20262,0.49
2013,1,"Polk","county",20603,0.49
2014,0,"Polk","county",20740,0
2015,1,"Polk","county",20828,0.48
2016,1,"Polk","county",21030,0.48
2017,1,"Polk","county",21154,0.47
2011,3,"Randolph","county",142901,0.21
2012,3,"Randolph","county",142594,0.21
2013,4,"Randolph","county",142561,0.28
2014,3,"Randolph","county",143079,0.21
2015,2,"Randolph","county",142943,0.14
2016,1,"Randolph","county",143711,0.07
2017,2,"Randolph","county",144672,0.14
2011,2,"Richmond","county",46459,0.43
2012,2,"Richmond","county",46258,0.43
2013,2,"Richmond","county",46041,0.43
2014,2,"Richmond","county",45545,0.44
2015,2,"Richmond","county",45353,0.44
2016,2,"Richmond","county",44912,0.45
2017,2,"Richmond","county",44892,0.45
2011,6,"Robeson","county",134651,0.45
2012,5,"Robeson","county",134433,0.37
2013,4,"Robeson","county",134010,0.3
2014,6,"Robeson","county",133567,0.45
2015,4,"Robeson","county",133375,0.3
2016,4,"Robeson","county",132657,0.3
2017,4,"Robeson","county",132020,0.3
2011,2,"Rockingham","county",93558,0.21
2012,2,"Rockingham","county",92873,0.22
2013,3,"Rockingham","county",92254,0.33
2014,3,"Rockingham","county",92543,0.32
2015,3,"Rockingham","county",92084,0.33
2016,3,"Rockingham","county",91891,0.33
2017,3,"Rockingham","county",91790,0.33
2011,8,"Rowan","county",138309,0.58
2012,7,"Rowan","county",138242,0.51
2013,5,"Rowan","county",138666,0.36
2014,5,"Rowan","county",138710,0.36
2015,5,"Rowan","county",140122,0.36
2016,0,"Rowan","county",140970,0
2017,0,"Rowan","county",141917,0
2011,3,"Rutherford","county",68392,0.44
2012,4,"Rutherford","county",67932,0.59
2013,3,"Rutherford","county",67807,0.44
2014,2,"Rutherford","county",67606,0.3
2015,1,"Rutherford","county",67617,0.15
2016,0,"Rutherford","county",67703,0
2017,0,"Rutherford","county",67796,0
2011,2,"Sampson","county",63746,0.31
2012,1,"Sampson","county",64151,0.16
2013,1,"Sampson","county",64313,0.16
2014,1,"Sampson","county",64398,0.16
2015,1,"Sampson","county",63993,0.16
2016,1,"Sampson","county",63499,0.16
2017,2,"Sampson","county",63143,0.32
2011,3,"Scotland","county",36029,0.83
2012,4,"Scotland","county",36366,1.1
2013,4,"Scotland","county",36223,1.1
2014,4,"Scotland","county",36058,1.11
2015,4,"Scotland","county",35821,1.12
2016,3,"Scotland","county",35789,0.84
2017,4,"Scotland","county",35686,1.12
2011,3,"Stanly","county",60936,0.49
2012,3,"Stanly","county",60477,0.5
2013,3,"Stanly","county",60612,0.49
2014,3,"Stanly","county",61056,0.49
2015,3,"Stanly","county",61234,0.49
2016,3,"Stanly","county",61751,0.49
2017,3,"Stanly","county",62443,0.48
2011,0,"Stokes","county",47551,0
2012,0,"Stokes","county",47068,0
2013,0,"Stokes","county",46731,0
2014,0,"Stokes","county",46786,0
2015,0,"Stokes","county",46763,0
2016,0,"Stokes","county",46751,0
2017,0,"Stokes","county",46728,0
2011,6,"Surry","county",73575,0.82
2012,6,"Surry","county",73718,0.81
2013,5,"Surry","county",73344,0.68
2014,5,"Surry","county",73834,0.68
2015,6,"Surry","county",73195,0.82
2016,6,"Surry","county",72843,0.82
2017,3,"Surry","county",72843,0.41
2011,0,"Swain","county",14263,0
2012,1,"Swain","county",14494,0.69
2013,0,"Swain","county",14590,0
2014,0,"Swain","county",14831,0
2015,0,"Swain","county",14953,0
2016,0,"Swain","county",14852,0
2017,0,"Swain","county",14999,0
2011,2,"Transylvania","county",33275,0.6
2012,2,"Transylvania","county",33022,0.61
2013,0,"Transylvania","county",33220,0
2014,1,"Transylvania","county",33428,0.3
2015,1,"Transylvania","county",33745,0.3
2016,2,"Transylvania","county",34139,0.59
2017,2,"Transylvania","county",34464,0.58
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,1,"Union","county",205717,0.05
2012,4,"Union","county",207872,0.19
2013,2,"Union","county",211539,0.09
2014,2,"Union","county",215933,0.09
2015,2,"Union","county",219992,0.09
2016,2,"Union","county",223915,0.09
2017,2,"Union","county",228171,0.09
2011,2,"Vance","county",45558,0.44
2012,2,"Vance","county",45530,0.44
2013,2,"Vance","county",45056,0.44
2014,2,"Vance","county",45077,0.44
2015,2,"Vance","county",45097,0.44
2016,1,"Vance","county",44945,0.22
2017,1,"Vance","county",44862,0.22
2011,77,"Wake","county",925938,0.83
2012,73,"Wake","county",945603,0.77
2013,85,"Wake","county",964616,0.88
2014,89,"Wake","county",985310,0.9
2015,85,"Wake","county",1007631,0.84
2016,83,"Wake","county",1026748,0.81
2017,85,"Wake","county",1048771,0.81
2011,0,"Warren","county",20883,0
2012,0,"Warren","county",20674,0
2013,0,"Warren","county",20453,0
2014,0,"Warren","county",20514,0
2015,0,"Warren","county",20473,0
