"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2010,480,"Eastern","ahec",1035493,4.64,0.7792,0.0125,0.1125
2011,465,"Eastern","ahec",1044211,4.45,0.7656,0.0151,0.114
2012,459,"Eastern","ahec",1055120,4.35,0.7778,0.0109,0.122
2013,438,"Eastern","ahec",1059704,4.13,0.7854,0.0183,0.1164
2014,474,"Eastern","ahec",1060701,4.47,0.7869,0.019,0.1245
2015,458,"Eastern","ahec",1062244,4.31,0.7817,0.0175,0.1245
2016,453,"Eastern","ahec",1061127,4.27,0.7925,0.0177,0.1236
2017,458,"Eastern","ahec",1064705,4.3,0.7926,0.024,0.1114
2004,364,"Greensboro","ahec",1037038,3.51,0.5742,0.0027,0.1429
2005,377,"Greensboro","ahec",1036988,3.64,0.6074,0.0027,0.1565
2006,394,"Greensboro","ahec",1051795,3.75,0.6396,0.0102,0.1599
2007,419,"Greensboro","ahec",1072610,3.91,0.6754,0.0072,0.179
2008,432,"Greensboro","ahec",1088392,3.97,0.6921,0.0046,0.1782
2009,459,"Greensboro","ahec",1105017,4.15,0.6688,0.0044,0.1699
2010,492,"Greensboro","ahec",1127674,4.36,0.6951,0.0061,0.1707
2011,506,"Greensboro","ahec",1136068,4.45,0.7055,0.0138,0.1719
2012,495,"Greensboro","ahec",1147212,4.31,0.6949,0.0162,0.1697
2013,468,"Greensboro","ahec",1154755,4.05,0.703,0.015,0.1859
2014,492,"Greensboro","ahec",1163764,4.23,0.7114,0.0224,0.1809
2015,488,"Greensboro","ahec",1173064,4.16,0.7111,0.0205,0.1721
2016,490,"Greensboro","ahec",1180482,4.15,0.7245,0.0245,0.1837
2017,481,"Greensboro","ahec",1190264,4.04,0.7131,0.0312,0.1871
2004,334,"Mountain","ahec",703634,4.75,0.5419,0.015,0.015
2005,331,"Mountain","ahec",709033,4.67,0.5619,0.0151,0.0121
2006,346,"Mountain","ahec",717342,4.82,0.604,0.0145,0.0116
2007,339,"Mountain","ahec",706233,4.8,0.6372,0.0088,0.0206
2008,346,"Mountain","ahec",732921,4.72,0.6387,0.0116,0.0231
2009,358,"Mountain","ahec",739965,4.84,0.6369,0.0168,0.0251
2010,370,"Mountain","ahec",761986,4.86,0.6243,0.0243,0.0297
2011,363,"Mountain","ahec",770362,4.71,0.6253,0.0248,0.0303
2012,360,"Mountain","ahec",769642,4.68,0.6222,0.025,0.0306
2013,329,"Mountain","ahec",776064,4.24,0.614,0.0182,0.0243
2014,346,"Mountain","ahec",781867,4.43,0.6127,0.0289,0.026
2015,346,"Mountain","ahec",789383,4.38,0.6098,0.0231,0.026
2016,345,"Mountain","ahec",799550,4.31,0.6174,0.0232,0.0232
2017,349,"Mountain","ahec",807857,4.32,0.6218,0.0315,0.0287
2004,562,"Northwest","ahec",1459487,3.85,0.5427,0.0036,0.0534
2005,591,"Northwest","ahec",1464768,4.03,0.577,0.0085,0.0677
2006,610,"Northwest","ahec",1484611,4.11,0.6213,0.0066,0.0738
2007,631,"Northwest","ahec",1504826,4.19,0.6418,0.0063,0.0872
2008,661,"Northwest","ahec",1524295,4.34,0.6384,0.0061,0.0877
2009,673,"Northwest","ahec",1546737,4.35,0.6449,0.0089,0.0847
2010,686,"Northwest","ahec",1558340,4.4,0.6574,0.0131,0.0816
2011,705,"Northwest","ahec",1563589,4.51,0.6752,0.0128,0.0837
2012,705,"Northwest","ahec",1566740,4.5,0.6709,0.0142,0.0908
2013,681,"Northwest","ahec",1571258,4.33,0.6799,0.0191,0.1013
2014,729,"Northwest","ahec",1579059,4.62,0.6804,0.0288,0.1001
2015,722,"Northwest","ahec",1586703,4.55,0.6911,0.0235,0.1053
2016,719,"Northwest","ahec",1598199,4.5,0.6968,0.0306,0.0974
2017,729,"Northwest","ahec",1610400,4.53,0.7174,0.0329,0.1015
2004,168,"South East","ahec",408125,4.12,0.5774,0,0.0417
2005,173,"South East","ahec",418333,4.14,0.6069,0.0058,0.0578
2006,189,"South East","ahec",435180,4.34,0.6349,0,0.0529
2007,178,"South East","ahec",447385,3.98,0.6461,0,0.0506
2008,176,"South East","ahec",455190,3.87,0.6591,0.0057,0.0455
2009,179,"South East","ahec",464312,3.86,0.6592,0.0112,0.0615
2010,190,"South East","ahec",481052,3.95,0.6579,0.0158,0.0737
2011,190,"South East","ahec",487484,3.9,0.6684,0.0263,0.0632
2012,180,"South East","ahec",494872,3.64,0.6833,0.0222,0.0611
2013,173,"South East","ahec",502936,3.44,0.6763,0.0058,0.0636
2014,181,"South East","ahec",509080,3.56,0.6685,0.011,0.0663
2015,181,"South East","ahec",518781,3.49,0.674,0.0166,0.0773
2016,195,"South East","ahec",527596,3.7,0.6667,0.041,0.0718
2017,189,"South East","ahec",536440,3.52,0.6508,0.0582,0.0741
2004,342,"Southern Regional","ahec",836143,4.09,0.7368,0.0029,0.2515
2005,343,"Southern Regional","ahec",842634,4.07,0.7464,0.0029,0.2828
2006,353,"Southern Regional","ahec",844402,4.18,0.7847,0,0.2975
2007,395,"Southern Regional","ahec",856935,4.61,0.7949,0,0.3063
2008,401,"Southern Regional","ahec",868197,4.62,0.798,0.0025,0.3242
2009,397,"Southern Regional","ahec",879444,4.51,0.806,0.005,0.3224
2010,396,"Southern Regional","ahec",888443,4.46,0.8005,0.0025,0.3308
2011,412,"Southern Regional","ahec",900751,4.57,0.7985,0.0049,0.3617
2012,401,"Southern Regional","ahec",909169,4.41,0.7905,0.005,0.3416
2013,381,"Southern Regional","ahec",914274,4.17,0.8136,0.0105,0.3438
2014,407,"Southern Regional","ahec",913874,4.45,0.8108,0.0147,0.3366
2015,403,"Southern Regional","ahec",915808,4.4,0.8189,0.0199,0.3275
2016,412,"Southern Regional","ahec",918447,4.49,0.8034,0.0218,0.335
2017,409,"Southern Regional","ahec",921525,4.44,0.8264,0.0269,0.3325
2004,449,"Wake AHEC","ahec",1360676,3.3,0.539,0.0045,0.0935
2005,497,"Wake AHEC","ahec",1395041,3.56,0.5453,0.006,0.1087
2006,531,"Wake AHEC","ahec",1454152,3.65,0.5782,0.0075,0.1243
2007,546,"Wake AHEC","ahec",1514267,3.61,0.6007,0.0055,0.1319
2008,588,"Wake AHEC","ahec",1560428,3.77,0.6071,0.0085,0.1446
2009,590,"Wake AHEC","ahec",1604088,3.68,0.6339,0.0068,0.1559
2010,588,"Wake AHEC","ahec",1631633,3.6,0.6463,0.0136,0.1548
2011,616,"Wake AHEC","ahec",1657781,3.72,0.6542,0.0162,0.1575
2012,630,"Wake AHEC","ahec",1686053,3.74,0.6587,0.0143,0.1619
2013,603,"Wake AHEC","ahec",1712629,3.52,0.6534,0.0265,0.1493
2014,636,"Wake AHEC","ahec",1742928,3.65,0.6541,0.0362,0.1604
2015,626,"Wake AHEC","ahec",1776174,3.52,0.655,0.0319,0.1581
2016,626,"Wake AHEC","ahec",1806644,3.46,0.6581,0.0335,0.1661
2017,641,"Wake AHEC","ahec",1840349,3.48,0.6459,0.039,0.1778
2004,22,"Alamance","county",138754,1.59,0.5455,0,0.0455
2005,18,"Alamance","county",138788,1.3,0.5,0,0.0556
2006,27,"Alamance","county",139786,1.93,0.5556,0.0741,0.037
2007,27,"Alamance","county",143154,1.89,0.5926,0.037,0.1111
2008,29,"Alamance","county",146025,1.99,0.7241,0,0.1724
2009,29,"Alamance","county",148361,1.95,0.6897,0,0.1379
2010,29,"Alamance","county",151745,1.91,0.6897,0,0.1379
2011,23,"Alamance","county",152531,1.51,0.6522,0,0.1304
2012,24,"Alamance","county",153029,1.57,0.625,0.0417,0.125
2013,23,"Alamance","county",153595,1.5,0.6087,0.0435,0.1739
2014,22,"Alamance","county",155789,1.41,0.5909,0.0455,0.1818
2015,24,"Alamance","county",157522,1.52,0.625,0,0.125
2016,27,"Alamance","county",159054,1.7,0.7407,0.037,0.2222
2017,25,"Alamance","county",161076,1.55,0.68,0.08,0.24
2004,1,"Alexander","county",35165,0.28,-9,-9,-9
2005,3,"Alexander","county",35545,0.84,-9,-9,-9
2006,5,"Alexander","county",36296,1.38,0.8,0,0
2007,4,"Alexander","county",36656,1.09,-9,-9,-9
2008,6,"Alexander","county",36957,1.62,0.6667,0,0
2009,10,"Alexander","county",37318,2.68,0.8,0,0.2
2010,12,"Alexander","county",37254,3.22,0.8333,0,0.0833
2011,10,"Alexander","county",37528,2.66,0.8,0,0.1
2012,12,"Alexander","county",37389,3.21,0.6667,0,0.1667
2013,14,"Alexander","county",37436,3.74,0.7143,0,0.1429
2014,14,"Alexander","county",37832,3.7,0.7143,0,0.1429
2015,11,"Alexander","county",37952,2.9,0.6364,0,0.1818
2016,11,"Alexander","county",38284,2.87,0.5455,0,0
2017,12,"Alexander","county",38452,3.12,0.5833,0,0
2004,5,"Alleghany","county",10912,4.58,0.2,0,0
2005,4,"Alleghany","county",10913,3.67,-9,-9,-9
2006,3,"Alleghany","county",11000,2.73,-9,-9,-9
2007,3,"Alleghany","county",11088,2.71,-9,-9,-9
2008,4,"Alleghany","county",11075,3.61,-9,-9,-9
2009,5,"Alleghany","county",11227,4.45,0.4,0,0
2010,7,"Alleghany","county",11171,6.27,0.5714,0,0
2011,7,"Alleghany","county",11069,6.32,0.5714,0,0
2012,7,"Alleghany","county",10971,6.38,0.7143,0,0
2013,6,"Alleghany","county",11052,5.43,0.6667,0,0
2014,6,"Alleghany","county",11099,5.41,0.6667,0,0
2015,7,"Alleghany","county",11190,6.26,0.7143,0,0
2016,9,"Alleghany","county",11202,8.03,0.5556,0,0
2017,10,"Alleghany","county",11233,8.9,0.7,0,0
2004,9,"Anson","county",25384,3.55,0.8889,0,0
2005,9,"Anson","county",25848,3.48,0.7778,0,0
2006,8,"Anson","county",25372,3.15,0.875,0.125,0
2007,10,"Anson","county",25332,3.95,0.9,0,0.1
2008,10,"Anson","county",25368,3.94,0.8,0,0.1
2009,8,"Anson","county",25193,3.18,0.75,0,0
2010,8,"Anson","county",26973,2.97,0.75,0,0
2011,8,"Anson","county",25822,3.1,0.75,0,0
2012,6,"Anson","county",26626,2.25,0.8333,0,0
2013,7,"Anson","county",26318,2.66,0.7143,0,0
2014,8,"Anson","county",26468,3.02,0.625,0,0
2015,5,"Anson","county",26155,1.91,1,0,0.2
2016,6,"Anson","county",25628,2.34,0.8333,0,0.1667
2017,4,"Anson","county",25626,1.56,-9,-9,-9
2004,7,"Ashe","county",25320,2.76,0.5714,0,0
2005,10,"Ashe","county",25279,3.96,0.6,0,0
2006,9,"Ashe","county",25778,3.49,0.4444,0,0
2007,10,"Ashe","county",26003,3.85,0.4,0.1,0
2008,11,"Ashe","county",26325,4.18,0.4545,0.0909,0
2009,9,"Ashe","county",26498,3.4,0.5556,0.1111,0
2010,9,"Ashe","county",27378,3.29,0.5556,0.1111,0
2011,9,"Ashe","county",27423,3.28,0.5556,0.1111,0
2012,10,"Ashe","county",27361,3.65,0.6,0.1,0
2013,8,"Ashe","county",27434,2.92,0.5,0.25,0
2014,9,"Ashe","county",27448,3.28,0.4444,0.2222,0
2015,8,"Ashe","county",27332,2.93,0.375,0.25,0
2016,11,"Ashe","county",27344,4.02,0.5455,0.1818,0
2017,9,"Ashe","county",27218,3.31,0.5556,0.2222,0
2004,6,"Avery","county",18221,3.29,0.6667,0,0
2005,6,"Avery","county",18195,3.3,0.6667,0,0
2006,6,"Avery","county",18174,3.3,0.8333,0,0
2007,5,"Avery","county",18292,2.73,0.8,0,0
2008,5,"Avery","county",18429,2.71,0.8,0,0
2009,5,"Avery","county",18301,2.73,0.8,0,0
2010,4,"Avery","county",17812,2.25,-9,-9,-9
2011,4,"Avery","county",17834,2.24,-9,-9,-9
2012,6,"Avery","county",17764,3.38,0.8333,0.1667,0
2013,5,"Avery","county",17872,2.8,0.8,0.2,0
2014,5,"Avery","county",17895,2.79,0.8,0.2,0
2015,5,"Avery","county",17816,2.81,0.8,0.2,0
2016,4,"Avery","county",18098,2.21,-9,-9,-9
2017,5,"Avery","county",18072,2.77,0.8,0.4,0
2004,18,"Beaufort","county",45816,3.93,0.5556,0.0556,0.1111
2005,18,"Beaufort","county",46077,3.91,0.6667,0.0556,0.1667
2006,16,"Beaufort","county",46344,3.45,0.75,0,0.25
2007,19,"Beaufort","county",46070,4.12,0.7368,0.0526,0.2105
2008,21,"Beaufort","county",46600,4.51,0.7143,0.1429,0.1905
2009,21,"Beaufort","county",47401,4.43,0.7143,0.1429,0.1905
2010,19,"Beaufort","county",47929,3.96,0.7368,0.1053,0.2105
2011,22,"Beaufort","county",47854,4.6,0.7727,0.1364,0.1818
2012,22,"Beaufort","county",47901,4.59,0.8182,0.0909,0.2273
2013,17,"Beaufort","county",47777,3.56,0.8235,0.1176,0.2941
2014,16,"Beaufort","county",47717,3.35,0.8125,0.125,0.25
2015,15,"Beaufort","county",47829,3.14,0.8667,0.0667,0.3333
2016,14,"Beaufort","county",47610,2.94,0.9286,0,0.3571
2017,15,"Beaufort","county",47547,3.15,0.9333,0,0.3333
2004,4,"Bertie","county",19748,2.03,-9,-9,-9
2005,3,"Bertie","county",19700,1.52,-9,-9,-9
2006,3,"Bertie","county",19352,1.55,-9,-9,-9
2007,4,"Bertie","county",19971,2,-9,-9,-9
2008,4,"Bertie","county",20072,1.99,-9,-9,-9
2009,5,"Bertie","county",20104,2.49,0.8,0,0.2
2010,5,"Bertie","county",21313,2.35,0.8,0,0.2
2011,5,"Bertie","county",20890,2.39,0.8,0,0.2
2012,6,"Bertie","county",20665,2.9,0.8333,0,0.1667
2013,5,"Bertie","county",20595,2.43,0.8,0,0.2
2014,5,"Bertie","county",20617,2.43,0.8,0,0.2
2015,5,"Bertie","county",20533,2.44,0.8,0,0.2
2016,5,"Bertie","county",19847,2.52,0.8,0,0.2
2017,5,"Bertie","county",19881,2.51,0.8,0,0.2
2004,14,"Bladen","county",33119,4.23,0.8571,0,0.2143
2005,13,"Bladen","county",33204,3.92,0.8462,0,0.2308
2006,11,"Bladen","county",32872,3.35,0.9091,0,0.1818
2007,15,"Bladen","county",32500,4.62,0.8,0,0.2667
2008,14,"Bladen","county",32184,4.35,0.8571,0,0.2143
2009,13,"Bladen","county",32046,4.06,0.7692,0,0.1538
2010,12,"Bladen","county",35243,3.4,0.75,0,0.25
2011,9,"Bladen","county",35148,2.56,0.7778,0,0.3333
2012,9,"Bladen","county",35200,2.56,0.7778,0,0.3333
2013,11,"Bladen","county",35209,3.12,0.8182,0,0.2727
2014,12,"Bladen","county",35113,3.42,0.8333,0.0833,0.25
2015,10,"Bladen","county",35011,2.86,0.8,0.1,0.2
2016,9,"Bladen","county",34667,2.6,0.7778,0.1111,0.2222
2017,11,"Bladen","county",34393,3.2,0.8182,0.0909,0.2727
2004,19,"Brunswick","county",83787,2.27,0.4737,0,0.0526
2005,18,"Brunswick","county",87715,2.05,0.4444,0,0.1111
2006,27,"Brunswick","county",94964,2.84,0.5556,0,0.0741
2007,22,"Brunswick","county",99440,2.21,0.5909,0,0.0455
2008,22,"Brunswick","county",102877,2.14,0.6364,0,0.0909
2009,24,"Brunswick","county",107135,2.24,0.625,0.0417,0.0833
2010,25,"Brunswick","county",108176,2.31,0.6,0.04,0.08
2011,25,"Brunswick","county",110140,2.27,0.64,0.04,0.08
2012,26,"Brunswick","county",112597,2.31,0.6538,0.0385,0.0769
2013,24,"Brunswick","county",115716,2.07,0.6667,0,0.0833
2014,25,"Brunswick","county",117834,2.12,0.64,0,0.08
2015,22,"Brunswick","county",123535,1.78,0.6364,0.0455,0.0455
2016,27,"Brunswick","county",127750,2.11,0.5926,0.037,0.037
2017,26,"Brunswick","county",131726,1.97,0.6538,0.0385,0.0385
2004,162,"Buncombe","county",215468,7.52,0.5123,0.0062,0.0062
2005,156,"Buncombe","county",217423,7.17,0.5128,0.0064,0.0064
2006,161,"Buncombe","county",221327,7.27,0.5466,0.0124,0.0062
2007,159,"Buncombe","county",225609,7.05,0.5975,0.0063,0.0063
2008,164,"Buncombe","county",227914,7.2,0.5976,0.0122,0.0122
2009,179,"Buncombe","county",230450,7.77,0.6145,0.0112,0.0223
2010,180,"Buncombe","county",239179,7.53,0.5944,0.0222,0.0333
2011,172,"Buncombe","county",243855,7.05,0.5872,0.0291,0.0349
2012,179,"Buncombe","county",245535,7.29,0.5922,0.0279,0.0279
2013,164,"Buncombe","county",248872,6.59,0.5793,0.0183,0.0244
2014,168,"Buncombe","county",251275,6.69,0.5893,0.0238,0.0238
2015,177,"Buncombe","county",254836,6.95,0.5876,0.0282,0.0282
2016,175,"Buncombe","county",258406,6.77,0.6114,0.0286,0.0229
2017,180,"Buncombe","county",261532,6.88,0.6222,0.0389,0.0278
2004,21,"Burke","county",89943,2.33,0.4762,0,0
2005,19,"Burke","county",89077,2.13,0.5789,0,0
2006,21,"Burke","county",88664,2.37,0.6667,0,0.0476
2007,21,"Burke","county",88439,2.37,0.7143,0,0.0476
2008,27,"Burke","county",89274,3.02,0.7037,0,0.037
2009,29,"Burke","county",89669,3.23,0.6897,0.0345,0.0345
2010,30,"Burke","county",91008,3.3,0.6667,0.0333,0
2011,25,"Burke","county",90722,2.76,0.76,0,0.04
2012,30,"Burke","county",89977,3.33,0.8,0.0333,0.0333
2013,25,"Burke","county",89519,2.79,0.76,0.04,0
2014,28,"Burke","county",89197,3.14,0.75,0.0714,0
2015,25,"Burke","county",89114,2.81,0.72,0.04,0
2016,26,"Burke","county",89814,2.89,0.7692,0.0769,0.0385
2017,25,"Burke","county",90246,2.77,0.76,0.08,0.04
2004,51,"Cabarrus","county",146852,3.47,0.7451,0,0
2005,52,"Cabarrus","county",150249,3.46,0.75,0,0.0385
2006,66,"Cabarrus","county",157176,4.2,0.7121,0,0.1061
2007,68,"Cabarrus","county",164384,4.14,0.7647,0,0.1324
2008,67,"Cabarrus","county",170448,3.93,0.7463,0,0.1045
2009,70,"Cabarrus","county",174294,4.02,0.7143,0,0.0857
2010,68,"Cabarrus","county",179025,3.8,0.7206,0,0.1029
2011,71,"Cabarrus","county",181253,3.92,0.7183,0,0.1127
2012,72,"Cabarrus","county",183565,3.92,0.6528,0.0278,0.0972
2013,72,"Cabarrus","county",186457,3.86,0.6944,0.0417,0.0972
2014,76,"Cabarrus","county",191060,3.98,0.6974,0.0395,0.1316
2015,78,"Cabarrus","county",195714,3.99,0.6923,0.0385,0.1538
2016,81,"Cabarrus","county",200663,4.04,0.6914,0.0247,0.1111
2017,90,"Cabarrus","county",205473,4.38,0.7222,0.0333,0.1444
2004,17,"Caldwell","county",78606,2.16,0.6471,0,0
2005,18,"Caldwell","county",78816,2.28,0.6667,0,0.0556
2006,17,"Caldwell","county",79297,2.14,0.7647,0,0
2007,20,"Caldwell","county",79376,2.52,0.75,0,0.05
2008,15,"Caldwell","county",80038,1.87,0.8,0,0
2009,19,"Caldwell","county",80141,2.37,0.7895,0,0
2010,23,"Caldwell","county",83176,2.77,0.8261,0,0.0435
2011,25,"Caldwell","county",83117,3.01,0.76,0,0.08
2012,23,"Caldwell","county",82605,2.78,0.7826,0,0.0435
2013,24,"Caldwell","county",82504,2.91,0.75,0,0.0417
2014,25,"Caldwell","county",82445,3.03,0.72,0,0.04
2015,20,"Caldwell","county",82577,2.42,0.75,0,0.05
2016,19,"Caldwell","county",82793,2.29,0.7895,0,0.0526
2017,20,"Caldwell","county",83303,2.4,0.85,0,0.05
2004,0,"Camden","county",7852,0,-9,-9,-9
2005,0,"Camden","county",8881,0,-9,-9,-9
2006,0,"Camden","county",9298,0,-9,-9,-9
2007,0,"Camden","county",9519,0,-9,-9,-9
2008,0,"Camden","county",9657,0,-9,-9,-9
2009,1,"Camden","county",9655,1.04,-9,-9,-9
2010,0,"Camden","county",10000,0,-9,-9,-9
2011,0,"Camden","county",9921,0,-9,-9,-9
2012,0,"Camden","county",9922,0,-9,-9,-9
2013,0,"Camden","county",10174,0,-9,-9,-9
2014,0,"Camden","county",10251,0,-9,-9,-9
2015,0,"Camden","county",10224,0,-9,-9,-9
2016,0,"Camden","county",10287,0,-9,-9,-9
2017,0,"Camden","county",10359,0,-9,-9,-9
2004,30,"Carteret","county",61122,4.91,0.8667,0,0
2005,37,"Carteret","county",62436,5.93,0.9189,0,0
2006,44,"Carteret","county",63557,6.92,0.9318,0,0
2007,41,"Carteret","county",63294,6.48,0.9268,0,0
2008,38,"Carteret","county",63535,5.98,0.8947,0,0
2009,38,"Carteret","county",64724,5.87,0.9211,0.0263,0
2010,39,"Carteret","county",66712,5.85,0.9231,0.0256,0
2011,40,"Carteret","county",67696,5.91,0.9,0.025,0
2012,36,"Carteret","county",68362,5.27,0.9444,0.0278,0
2013,37,"Carteret","county",69239,5.34,0.973,0.0541,0
2014,40,"Carteret","county",69350,5.77,0.975,0.05,0
2015,36,"Carteret","county",69826,5.16,0.9444,0.0833,0
2016,37,"Carteret","county",69881,5.29,0.9189,0.0541,0
2017,39,"Carteret","county",70190,5.56,0.8718,0.0256,0
2004,0,"Caswell","county",23965,0,-9,-9,-9
2005,0,"Caswell","county",23857,0,-9,-9,-9
2006,0,"Caswell","county",23541,0,-9,-9,-9
2007,0,"Caswell","county",23508,0,-9,-9,-9
2008,0,"Caswell","county",23356,0,-9,-9,-9
2009,0,"Caswell","county",23464,0,-9,-9,-9
2010,0,"Caswell","county",23676,0,-9,-9,-9
2011,0,"Caswell","county",23654,0,-9,-9,-9
2012,0,"Caswell","county",23492,0,-9,-9,-9
2013,0,"Caswell","county",23844,0,-9,-9,-9
2014,1,"Caswell","county",23602,0.42,-9,-9,-9
2015,1,"Caswell","county",23606,0.42,-9,-9,-9
2016,0,"Caswell","county",23689,0,-9,-9,-9
2017,0,"Caswell","county",23699,0,-9,-9,-9
2004,68,"Catawba","county",148797,4.57,0.6765,0,0.0294
2005,69,"Catawba","county",149416,4.62,0.7246,0,0.029
2006,67,"Catawba","county",151126,4.43,0.7313,0,0.0299
2007,72,"Catawba","county",153404,4.69,0.7917,0,0.0278
2008,69,"Catawba","county",154972,4.45,0.7681,0,0.029
2009,74,"Catawba","county",157034,4.71,0.7568,0,0.027
2010,77,"Catawba","county",154654,4.98,0.7792,0,0.026
2011,81,"Catawba","county",154992,5.23,0.8025,0.0123,0.0494
2012,69,"Catawba","county",155494,4.44,0.7536,0,0.058
2013,64,"Catawba","county",155411,4.12,0.7188,0,0.0625
2014,68,"Catawba","county",155830,4.36,0.6912,0,0.0588
2015,66,"Catawba","county",155828,4.24,0.7576,0,0.0606
2016,71,"Catawba","county",156473,4.54,0.7465,0.0141,0.0845
2017,70,"Catawba","county",156949,4.46,0.7714,0.0143,0.0714
2004,4,"Chatham","county",54645,0.73,-9,-9,-9
2005,4,"Chatham","county",56274,0.71,-9,-9,-9
2006,3,"Chatham","county",57708,0.52,-9,-9,-9
2007,4,"Chatham","county",59168,0.68,-9,-9,-9
2008,6,"Chatham","county",60895,0.99,1,0,0.1667
2009,8,"Chatham","county",62492,1.28,0.75,0,0.125
2010,9,"Chatham","county",63870,1.41,0.7778,0,0
2011,8,"Chatham","county",64553,1.24,0.875,0,0
2012,8,"Chatham","county",66545,1.2,0.875,0,0
2013,7,"Chatham","county",67620,1.04,0.8571,0,0
2014,8,"Chatham","county",68725,1.16,0.75,0,0
2015,10,"Chatham","county",71815,1.39,0.8,0,0
2016,9,"Chatham","county",73286,1.23,0.7778,0,0
2017,8,"Chatham","county",74835,1.07,0.75,0,0
2004,15,"Cherokee","county",25694,5.84,0.4,0.0667,0
2005,14,"Cherokee","county",26063,5.37,0.3571,0.0714,0
2006,16,"Cherokee","county",26727,5.99,0.5,0.0625,0
2007,14,"Cherokee","county",27026,5.18,0.5,0,0
2008,14,"Cherokee","county",26869,5.21,0.5714,0,0
2009,13,"Cherokee","county",26798,4.85,0.6923,0.0769,0
2010,14,"Cherokee","county",27527,5.09,0.7143,0.0714,0
2011,13,"Cherokee","county",27300,4.76,0.6154,0.0769,0
2012,12,"Cherokee","county",27030,4.44,0.6667,0.0833,0
2013,13,"Cherokee","county",27471,4.73,0.8462,0.0769,0
2014,14,"Cherokee","county",27451,5.1,0.7857,0.0714,0
2015,12,"Cherokee","county",27770,4.32,0.8333,0,0
2016,14,"Cherokee","county",28591,4.9,0.7143,0,0
2017,13,"Cherokee","county",29216,4.45,0.7692,0,0
2004,3,"Chowan","county",14453,2.08,-9,-9,-9
2005,3,"Chowan","county",14515,2.07,-9,-9,-9
2006,3,"Chowan","county",14677,2.04,-9,-9,-9
2007,4,"Chowan","county",14660,2.73,-9,-9,-9
2008,4,"Chowan","county",14688,2.72,-9,-9,-9
2009,5,"Chowan","county",14818,3.37,0.8,0,0
2010,2,"Chowan","county",14761,1.35,-9,-9,-9
2011,3,"Chowan","county",14796,2.03,-9,-9,-9
2012,3,"Chowan","county",14743,2.03,-9,-9,-9
2013,3,"Chowan","county",14815,2.02,-9,-9,-9
2014,3,"Chowan","county",14636,2.05,-9,-9,-9
2015,7,"Chowan","county",14541,4.81,0.7143,0,0.1429
2016,4,"Chowan","county",14410,2.78,-9,-9,-9
2017,7,"Chowan","county",14292,4.9,0.8571,0,0.1429
2004,0,"Clay","county",9499,0,-9,-9,-9
2005,0,"Clay","county",9811,0,-9,-9,-9
2006,1,"Clay","county",10116,0.99,-9,-9,-9
2007,1,"Clay","county",10326,0.97,-9,-9,-9
