"year","total","region","type","population","providerRate"
2013,9,"Anson","county",26318,3.42
2014,7,"Anson","county",26468,2.64
2015,7,"Anson","county",26155,2.68
2016,5,"Anson","county",25628,1.95
2017,5,"Anson","county",25626,1.95
2011,17,"Ashe","county",27423,6.2
2012,16,"Ashe","county",27361,5.85
2013,15,"Ashe","county",27434,5.47
2014,13,"Ashe","county",27448,4.74
2015,13,"Ashe","county",27332,4.76
2016,14,"Ashe","county",27344,5.12
2017,11,"Ashe","county",27218,4.04
2011,5,"Avery","county",17834,2.8
2012,6,"Avery","county",17764,3.38
2013,6,"Avery","county",17872,3.36
2014,7,"Avery","county",17895,3.91
2015,10,"Avery","county",17816,5.61
2016,9,"Avery","county",18098,4.97
2017,9,"Avery","county",18072,4.98
2011,27,"Beaufort","county",47854,5.64
2012,26,"Beaufort","county",47901,5.43
2013,21,"Beaufort","county",47777,4.4
2014,20,"Beaufort","county",47717,4.19
2015,20,"Beaufort","county",47829,4.18
2016,19,"Beaufort","county",47610,3.99
2017,20,"Beaufort","county",47547,4.21
2011,6,"Bertie","county",20890,2.87
2012,5,"Bertie","county",20665,2.42
2013,4,"Bertie","county",20595,1.94
2014,5,"Bertie","county",20617,2.43
2015,6,"Bertie","county",20533,2.92
2016,6,"Bertie","county",19847,3.02
2017,6,"Bertie","county",19881,3.02
2011,13,"Bladen","county",35148,3.7
2012,19,"Bladen","county",35200,5.4
2013,14,"Bladen","county",35209,3.98
2014,17,"Bladen","county",35113,4.84
2015,15,"Bladen","county",35011,4.28
2016,18,"Bladen","county",34667,5.19
2017,15,"Bladen","county",34393,4.36
2011,59,"Brunswick","county",110140,5.36
2012,50,"Brunswick","county",112597,4.44
2013,43,"Brunswick","county",115716,3.72
2014,51,"Brunswick","county",117834,4.33
2015,61,"Brunswick","county",123535,4.94
2016,60,"Brunswick","county",127750,4.7
2017,61,"Brunswick","county",131726,4.63
2011,289,"Buncombe","county",243855,11.85
2012,295,"Buncombe","county",245535,12.01
2013,273,"Buncombe","county",248872,10.97
2014,300,"Buncombe","county",251275,11.94
2015,304,"Buncombe","county",254836,11.93
2016,334,"Buncombe","county",258406,12.93
2017,339,"Buncombe","county",261532,12.96
2011,63,"Burke","county",90722,6.94
2012,60,"Burke","county",89977,6.67
2013,61,"Burke","county",89519,6.81
2014,59,"Burke","county",89197,6.61
2015,67,"Burke","county",89114,7.52
2016,68,"Burke","county",89814,7.57
2017,70,"Burke","county",90246,7.76
2011,172,"Cabarrus","county",181253,9.49
2012,185,"Cabarrus","county",183565,10.08
2013,141,"Cabarrus","county",186457,7.56
2014,157,"Cabarrus","county",191060,8.22
2015,164,"Cabarrus","county",195714,8.38
2016,164,"Cabarrus","county",200663,8.17
2017,158,"Cabarrus","county",205473,7.69
2011,46,"Caldwell","county",83117,5.53
2012,42,"Caldwell","county",82605,5.08
2013,40,"Caldwell","county",82504,4.85
2014,38,"Caldwell","county",82445,4.61
2015,39,"Caldwell","county",82577,4.72
2016,37,"Caldwell","county",82793,4.47
2017,41,"Caldwell","county",83303,4.92
2011,1,"Camden","county",9921,1.01
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2011,39,"Carteret","county",67696,5.76
2012,41,"Carteret","county",68362,6
2013,29,"Carteret","county",69239,4.19
2014,31,"Carteret","county",69350,4.47
2015,29,"Carteret","county",69826,4.15
2016,32,"Carteret","county",69881,4.58
2017,32,"Carteret","county",70190,4.56
2011,8,"Caswell","county",23654,3.38
2012,9,"Caswell","county",23492,3.83
2013,4,"Caswell","county",23844,1.68
2014,4,"Caswell","county",23602,1.69
2015,7,"Caswell","county",23606,2.97
2016,7,"Caswell","county",23689,2.95
2017,5,"Caswell","county",23699,2.11
2011,124,"Catawba","county",154992,8
2012,126,"Catawba","county",155494,8.1
2013,118,"Catawba","county",155411,7.59
2014,119,"Catawba","county",155830,7.64
2015,115,"Catawba","county",155828,7.38
2016,115,"Catawba","county",156473,7.35
2017,111,"Catawba","county",156949,7.07
2011,31,"Chatham","county",64553,4.8
2012,28,"Chatham","county",66545,4.21
2013,23,"Chatham","county",67620,3.4
2014,23,"Chatham","county",68725,3.35
2015,22,"Chatham","county",71815,3.06
2016,25,"Chatham","county",73286,3.41
2017,25,"Chatham","county",74835,3.34
2011,15,"Cherokee","county",27300,5.49
2012,16,"Cherokee","county",27030,5.92
2013,11,"Cherokee","county",27471,4
2014,11,"Cherokee","county",27451,4.01
2015,12,"Cherokee","county",27770,4.32
2016,9,"Cherokee","county",28591,3.15
2017,9,"Cherokee","county",29216,3.08
2011,16,"Chowan","county",14796,10.81
2012,14,"Chowan","county",14743,9.5
2013,11,"Chowan","county",14815,7.42
2014,12,"Chowan","county",14636,8.2
2015,11,"Chowan","county",14541,7.56
2016,11,"Chowan","county",14410,7.63
2017,12,"Chowan","county",14292,8.4
2011,4,"Clay","county",10460,3.82
2012,4,"Clay","county",10520,3.8
2013,2,"Clay","county",10794,1.85
2014,1,"Clay","county",10794,0.93
2015,1,"Clay","county",11036,0.91
2016,3,"Clay","county",11320,2.65
2017,4,"Clay","county",11488,3.48
2011,74,"Cleveland","county",98209,7.53
2012,69,"Cleveland","county",97702,7.06
2013,61,"Cleveland","county",97429,6.26
2014,65,"Cleveland","county",97920,6.64
2015,63,"Cleveland","county",97871,6.44
2016,59,"Cleveland","county",98244,6.01
2017,59,"Cleveland","county",98580,5.98
2011,34,"Columbus","county",57657,5.9
2012,30,"Columbus","county",57862,5.18
2013,29,"Columbus","county",57739,5.02
2014,37,"Columbus","county",57632,6.42
2015,31,"Columbus","county",57206,5.42
2016,30,"Columbus","county",57182,5.25
2017,31,"Columbus","county",56941,5.44
2011,67,"Craven","county",104965,6.38
2012,71,"Craven","county",105179,6.75
2013,69,"Craven","county",104421,6.61
2014,71,"Craven","county",104520,6.79
2015,76,"Craven","county",103691,7.33
2016,75,"Craven","county",103737,7.23
2017,75,"Craven","county",103735,7.23
2011,195,"Cumberland","county",327643,5.95
2012,209,"Cumberland","county",330754,6.32
2013,193,"Cumberland","county",332553,5.8
2014,196,"Cumberland","county",329403,5.95
2015,206,"Cumberland","county",328860,6.26
2016,190,"Cumberland","county",329824,5.76
2017,184,"Cumberland","county",329604,5.58
2011,4,"Currituck","county",23643,1.69
2012,5,"Currituck","county",23767,2.1
2013,3,"Currituck","county",24506,1.22
2014,5,"Currituck","county",25072,1.99
2015,5,"Currituck","county",25627,1.95
2016,5,"Currituck","county",26101,1.92
2017,8,"Currituck","county",26604,3.01
2011,30,"Dare","county",34216,8.77
2012,27,"Dare","county",34810,7.76
2013,25,"Dare","county",35273,7.09
2014,23,"Dare","county",35415,6.49
2015,24,"Dare","county",36001,6.67
2016,24,"Dare","county",36387,6.6
2017,26,"Dare","county",36792,7.07
2011,73,"Davidson","county",163364,4.47
2012,66,"Davidson","county",163410,4.04
2013,62,"Davidson","county",163770,3.79
2014,65,"Davidson","county",164454,3.95
2015,61,"Davidson","county",165193,3.69
2016,58,"Davidson","county",166137,3.49
2017,57,"Davidson","county",167105,3.41
2011,20,"Davie","county",41560,4.81
2012,20,"Davie","county",41412,4.83
2013,16,"Davie","county",41507,3.85
2014,18,"Davie","county",41476,4.34
2015,20,"Davie","county",41743,4.79
2016,19,"Davie","county",42211,4.5
2017,13,"Davie","county",42727,3.04
2011,23,"Duplin","county",59476,3.87
2012,22,"Duplin","county",60059,3.66
2013,11,"Duplin","county",60104,1.83
2014,15,"Duplin","county",60126,2.49
2015,18,"Duplin","county",59868,3.01
2016,18,"Duplin","county",59597,3.02
2017,17,"Duplin","county",59513,2.86
2011,443,"Durham","county",272314,16.27
2012,427,"Durham","county",282511,15.11
2013,386,"Durham","county",286053,13.49
2014,363,"Durham","county",292191,12.42
2015,346,"Durham","county",297219,11.64
2016,348,"Durham","county",301520,11.54
2017,354,"Durham","county",306184,11.56
2011,16,"Edgecombe","county",56089,2.85
2012,16,"Edgecombe","county",56085,2.85
2013,22,"Edgecombe","county",55704,3.95
2014,27,"Edgecombe","county",55483,4.87
2015,25,"Edgecombe","county",54367,4.6
2016,23,"Edgecombe","county",53502,4.3
2017,30,"Edgecombe","county",52856,5.68
2011,451,"Forsyth","county",354878,12.71
2012,439,"Forsyth","county",357767,12.27
2013,407,"Forsyth","county",360471,11.29
2014,400,"Forsyth","county",364248,10.98
2015,393,"Forsyth","county",366543,10.72
2016,398,"Forsyth","county",369144,10.78
2017,414,"Forsyth","county",372651,11.11
2011,12,"Franklin","county",61651,1.95
2012,14,"Franklin","county",61840,2.26
2013,14,"Franklin","county",62697,2.23
2014,17,"Franklin","county",63225,2.69
2015,10,"Franklin","county",64206,1.56
2016,8,"Franklin","county",65445,1.22
2017,5,"Franklin","county",66514,0.75
2011,148,"Gaston","county",207506,7.13
2012,151,"Gaston","county",208582,7.24
2013,131,"Gaston","county",209571,6.25
2014,127,"Gaston","county",210735,6.03
2015,131,"Gaston","county",212636,6.16
2016,123,"Gaston","county",215489,5.71
2017,118,"Gaston","county",218527,5.4
2011,1,"Gates","county",11944,0.84
2012,1,"Gates","county",11830,0.85
2013,1,"Gates","county",11880,0.84
2014,2,"Gates","county",11912,1.68
2015,1,"Gates","county",11739,0.85
2016,0,"Gates","county",11891,0
2017,0,"Gates","county",11960,0
2011,3,"Graham","county",8942,3.35
2012,4,"Graham","county",8850,4.52
2013,4,"Graham","county",8854,4.52
2014,3,"Graham","county",8829,3.4
2015,3,"Graham","county",8761,3.42
2016,3,"Graham","county",8835,3.4
2017,3,"Graham","county",8837,3.39
2011,43,"Granville","county",60863,7.07
2012,40,"Granville","county",56748,7.05
2013,34,"Granville","county",57910,5.87
2014,31,"Granville","county",58104,5.34
2015,36,"Granville","county",58547,6.15
2016,44,"Granville","county",59433,7.4
2017,41,"Granville","county",59975,6.84
2011,8,"Greene","county",21489,3.72
2012,9,"Greene","county",21363,4.21
2013,10,"Greene","county",21073,4.75
2014,12,"Greene","county",21286,5.64
2015,11,"Greene","county",21158,5.2
2016,11,"Greene","county",21421,5.14
2017,8,"Greene","county",21522,3.72
2011,426,"Guilford","county",495231,8.6
2012,426,"Guilford","county",502190,8.48
2013,387,"Guilford","county",507419,7.63
2014,403,"Guilford","county",512273,7.87
2015,412,"Guilford","county",517124,7.97
2016,404,"Guilford","county",520230,7.77
2017,401,"Guilford","county",523962,7.65
2011,32,"Halifax","county",54397,5.88
2012,34,"Halifax","county",54237,6.27
2013,30,"Halifax","county",53705,5.59
2014,33,"Halifax","county",53190,6.2
2015,29,"Halifax","county",52423,5.53
2016,30,"Halifax","county",52160,5.75
2017,27,"Halifax","county",51815,5.21
2011,36,"Harnett","county",118615,3.04
2012,45,"Harnett","county",121264,3.71
2013,40,"Harnett","county",123316,3.24
2014,43,"Harnett","county",125730,3.42
2015,44,"Harnett","county",127127,3.46
2016,46,"Harnett","county",128783,3.57
2017,53,"Harnett","county",130847,4.05
2011,40,"Haywood","county",59684,6.7
2012,44,"Haywood","county",59291,7.42
2013,41,"Haywood","county",59674,6.87
2014,35,"Haywood","county",59913,5.84
2015,41,"Haywood","county",60631,6.76
2016,43,"Haywood","county",61771,6.96
2017,41,"Haywood","county",62277,6.58
2011,97,"Henderson","county",108448,8.94
2012,94,"Henderson","county",108183,8.69
2013,84,"Henderson","county",109287,7.69
2014,84,"Henderson","county",110897,7.57
2015,90,"Henderson","county",112511,8
2016,95,"Henderson","county",114385,8.31
2017,88,"Henderson","county",116173,7.57
2011,16,"Hertford","county",24466,6.54
2012,16,"Hertford","county",24451,6.54
2013,14,"Hertford","county",24621,5.69
2014,18,"Hertford","county",24578,7.32
2015,18,"Hertford","county",24426,7.37
2016,19,"Hertford","county",24038,7.9
2017,20,"Hertford","county",23947,8.35
2011,12,"Hoke","county",49065,2.45
2012,10,"Hoke","county",50036,2
2013,8,"Hoke","county",50672,1.58
2014,12,"Hoke","county",50982,2.35
2015,12,"Hoke","county",51776,2.32
2016,12,"Hoke","county",52214,2.3
2017,17,"Hoke","county",53343,3.19
2011,1,"Hyde","county",5815,1.72
2012,1,"Hyde","county",5742,1.74
2013,1,"Hyde","county",5806,1.72
2014,1,"Hyde","county",5738,1.74
2015,1,"Hyde","county",5631,1.78
2016,1,"Hyde","county",5621,1.78
2017,1,"Hyde","county",5644,1.77
2011,128,"Iredell","county",161522,7.92
2012,132,"Iredell","county",163043,8.1
2013,118,"Iredell","county",164974,7.15
2014,118,"Iredell","county",167157,7.06
2015,122,"Iredell","county",170230,7.17
2016,124,"Iredell","county",173391,7.15
2017,125,"Iredell","county",176563,7.08
2011,31,"Jackson","county",40606,7.63
2012,32,"Jackson","county",40788,7.85
2013,27,"Jackson","county",40810,6.62
2014,30,"Jackson","county",41039,7.31
2015,32,"Jackson","county",41597,7.69
2016,35,"Jackson","county",42574,8.22
2017,31,"Jackson","county",43116,7.19
2011,70,"Johnston","county",172570,4.06
2012,61,"Johnston","county",174839,3.49
2013,61,"Johnston","county",177308,3.44
2014,59,"Johnston","county",180048,3.28
2015,64,"Johnston","county",184519,3.47
2016,70,"Johnston","county",189460,3.69
2017,66,"Johnston","county",194705,3.39
2011,9,"Jones","county",10327,8.72
2012,7,"Jones","county",10615,6.59
2013,10,"Jones","county",10554,9.48
2014,9,"Jones","county",10468,8.6
2015,9,"Jones","county",10423,8.63
2016,7,"Jones","county",10354,6.76
2017,6,"Jones","county",10356,5.79
2011,47,"Lee","county",58304,8.06
2012,44,"Lee","county",59111,7.44
2013,34,"Lee","county",59344,5.73
2014,36,"Lee","county",59194,6.08
2015,39,"Lee","county",58908,6.62
2016,36,"Lee","county",59244,6.08
2017,38,"Lee","county",59337,6.4
2011,36,"Lenoir","county",59314,6.07
2012,38,"Lenoir","county",59401,6.4
2013,30,"Lenoir","county",59046,5.08
2014,26,"Lenoir","county",58830,4.42
2015,30,"Lenoir","county",58338,5.14
2016,28,"Lenoir","county",57587,4.86
2017,27,"Lenoir","county",57477,4.7
2011,45,"Lincoln","county",79026,5.69
2012,42,"Lincoln","county",79267,5.3
2013,43,"Lincoln","county",79745,5.39
2014,43,"Lincoln","county",80202,5.36
2015,44,"Lincoln","county",81397,5.41
2016,47,"Lincoln","county",82033,5.73
2017,45,"Lincoln","county",83251,5.41
2011,32,"Macon","county",34459,9.29
2012,29,"Macon","county",33985,8.53
2013,28,"Macon","county",34151,8.2
2014,29,"Macon","county",34428,8.42
2015,28,"Macon","county",34771,8.05
2016,30,"Macon","county",35047,8.56
2017,31,"Macon","county",35413,8.75
2011,11,"Madison","county",21193,5.19
2012,11,"Madison","county",21192,5.19
2013,11,"Madison","county",21372,5.15
2014,10,"Madison","county",21584,4.63
2015,12,"Madison","county",21663,5.54
2016,12,"Madison","county",21979,5.46
2017,16,"Madison","county",22240,7.19
2011,13,"Martin","county",24083,5.4
2012,11,"Martin","county",24020,4.58
2013,10,"Martin","county",23750,4.21
2014,9,"Martin","county",23714,3.8
2015,12,"Martin","county",23746,5.05
2016,14,"Martin","county",23606,5.93
2017,14,"Martin","county",23510,5.95
2011,29,"McDowell","county",45462,6.38
2012,30,"McDowell","county",45288,6.62
2013,25,"McDowell","county",45231,5.53
2014,24,"McDowell","county",45320,5.3
2015,20,"McDowell","county",45370,4.41
2016,21,"McDowell","county",45510,4.61
2017,21,"McDowell","county",45716,4.59
2011,893,"Mecklenburg","county",940697,9.49
2012,895,"Mecklenburg","county",963165,9.29
2013,834,"Mecklenburg","county",991867,8.41
2014,884,"Mecklenburg","county",1013199,8.72
2015,887,"Mecklenburg","county",1035605,8.57
2016,918,"Mecklenburg","county",1053545,8.71
2017,955,"Mecklenburg","county",1077301,8.86
2011,19,"Mitchell","county",15501,12.26
2012,15,"Mitchell","county",15396,9.74
2013,12,"Mitchell","county",15407,7.79
2014,13,"Mitchell","county",15825,8.21
2015,11,"Mitchell","county",15335,7.17
2016,13,"Mitchell","county",15266,8.52
2017,12,"Mitchell","county",15237,7.88
2011,4,"Montgomery","county",27864,1.44
2012,5,"Montgomery","county",27914,1.79
2013,7,"Montgomery","county",27768,2.52
2014,7,"Montgomery","county",27820,2.52
2015,7,"Montgomery","county",27826,2.52
2016,7,"Montgomery","county",27768,2.52
2017,7,"Montgomery","county",27865,2.51
2011,73,"Moore","county",89395,8.17
2012,88,"Moore","county",90707,9.7
2013,76,"Moore","county",91937,8.27
2014,76,"Moore","county",93078,8.17
2015,73,"Moore","county",94492,7.73
2016,74,"Moore","county",96102,7.7
2017,70,"Moore","county",97597,7.17
2011,68,"Nash","county",96122,7.07
2012,61,"Nash","county",95533,6.39
2013,56,"Nash","county",94744,5.91
2014,57,"Nash","county",94525,6.03
2015,60,"Nash","county",94370,6.36
2016,56,"Nash","county",94421,5.93
2017,58,"Nash","county",94365,6.15
2011,208,"New Hanover","county",206774,10.06
2012,217,"New Hanover","county",209964,10.34
2013,184,"New Hanover","county",213809,8.61
2014,189,"New Hanover","county",216955,8.71
2015,187,"New Hanover","county",220231,8.49
2016,181,"New Hanover","county",223608,8.09
2017,185,"New Hanover","county",227261,8.14
2011,5,"Northampton","county",21844,2.29
2012,4,"Northampton","county",21514,1.86
2013,5,"Northampton","county",21244,2.35
2014,5,"Northampton","county",21233,2.35
2015,4,"Northampton","county",21073,1.9
2016,4,"Northampton","county",20788,1.92
2017,4,"Northampton","county",20709,1.93
2011,65,"Onslow","county",184228,3.53
2012,76,"Onslow","county",191030,3.98
2013,70,"Onslow","county",193925,3.61
2014,67,"Onslow","county",193204,3.47
2015,75,"Onslow","county",194636,3.85
2016,73,"Onslow","county",193914,3.76
2017,69,"Onslow","county",195621,3.53
2011,323,"Orange","county",135776,23.79
2012,290,"Orange","county",138575,20.93
2013,272,"Orange","county",139694,19.47
2014,292,"Orange","county",139933,20.87
2015,286,"Orange","county",140144,20.41
2016,299,"Orange","county",140853,21.23
2017,292,"Orange","county",142365,20.51
2011,6,"Pamlico","county",13214,4.54
2012,6,"Pamlico","county",13190,4.55
2013,4,"Pamlico","county",13071,3.06
2014,5,"Pamlico","county",13137,3.81
2015,6,"Pamlico","county",13174,4.55
2016,7,"Pamlico","county",13336,5.25
2017,7,"Pamlico","county",13268,5.28
2011,33,"Pasquotank","county",40438,8.16
2012,36,"Pasquotank","county",39941,9.01
2013,29,"Pasquotank","county",39458,7.35
2014,24,"Pasquotank","county",39691,6.05
2015,32,"Pasquotank","county",39731,8.05
2016,33,"Pasquotank","county",40284,8.19
2017,31,"Pasquotank","county",40598,7.64
2011,15,"Pender","county",53437,2.81
2012,18,"Pender","county",54390,3.31
2013,11,"Pender","county",55568,1.98
2014,12,"Pender","county",56533,2.12
2015,14,"Pender","county",57941,2.42
2016,18,"Pender","county",59459,3.03
2017,17,"Pender","county",60999,2.79
2011,2,"Perquimans","county",13537,1.48
2012,3,"Perquimans","county",13660,2.2
2013,2,"Perquimans","county",13771,1.45
2014,3,"Perquimans","county",13638,2.2
2015,2,"Perquimans","county",13648,1.47
2016,3,"Perquimans","county",13561,2.21
2017,2,"Perquimans","county",13546,1.48
2011,17,"Person","county",39700,4.28
2012,16,"Person","county",39197,4.08
2013,15,"Person","county",39192,3.83
2014,16,"Person","county",39265,4.07
2015,16,"Person","county",39574,4.04
2016,13,"Person","county",39728,3.27
2017,14,"Person","county",39868,3.51
2011,236,"Pitt","county",170263,13.86
2012,215,"Pitt","county",172618,12.46
2013,198,"Pitt","county",173879,11.39
2014,204,"Pitt","county",174424,11.7
2015,194,"Pitt","county",175532,11.05
2016,189,"Pitt","county",175885,10.75
2017,203,"Pitt","county",176424,11.51
2011,13,"Polk","county",20453,6.36
2012,13,"Polk","county",20262,6.42
2013,9,"Polk","county",20603,4.37
2014,7,"Polk","county",20740,3.38
2015,7,"Polk","county",20828,3.36
2016,8,"Polk","county",21030,3.8
2017,9,"Polk","county",21154,4.25
2011,66,"Randolph","county",142901,4.62
2012,60,"Randolph","county",142594,4.21
2013,52,"Randolph","county",142561,3.65
2014,55,"Randolph","county",143079,3.84
2015,50,"Randolph","county",142943,3.5
2016,51,"Randolph","county",143711,3.55
2017,48,"Randolph","county",144672,3.32
2011,32,"Richmond","county",46459,6.89
2012,23,"Richmond","county",46258,4.97
2013,24,"Richmond","county",46041,5.21
2014,21,"Richmond","county",45545,4.61
2015,19,"Richmond","county",45353,4.19
2016,17,"Richmond","county",44912,3.79
2017,20,"Richmond","county",44892,4.46
2011,83,"Robeson","county",134651,6.16
2012,69,"Robeson","county",134433,5.13
2013,57,"Robeson","county",134010,4.25
2014,68,"Robeson","county",133567,5.09
2015,57,"Robeson","county",133375,4.27
2016,60,"Robeson","county",132657,4.52
2017,58,"Robeson","county",132020,4.39
2011,44,"Rockingham","county",93558,4.7
2012,44,"Rockingham","county",92873,4.74
2013,40,"Rockingham","county",92254,4.34
2014,39,"Rockingham","county",92543,4.21
2015,39,"Rockingham","county",92084,4.24
2016,41,"Rockingham","county",91891,4.46
2017,47,"Rockingham","county",91790,5.12
2011,73,"Rowan","county",138309,5.28
2012,68,"Rowan","county",138242,4.92
2013,68,"Rowan","county",138666,4.9
2014,69,"Rowan","county",138710,4.97
2015,68,"Rowan","county",140122,4.85
2016,77,"Rowan","county",140970,5.46
2017,69,"Rowan","county",141917,4.86
2011,36,"Rutherford","county",68392,5.26
2012,29,"Rutherford","county",67932,4.27
2013,31,"Rutherford","county",67807,4.57
2014,34,"Rutherford","county",67606,5.03
2015,31,"Rutherford","county",67617,4.58
2016,26,"Rutherford","county",67703,3.84
2017,25,"Rutherford","county",67796,3.69
2011,37,"Sampson","county",63746,5.8
2012,37,"Sampson","county",64151,5.77
2013,31,"Sampson","county",64313,4.82
2014,33,"Sampson","county",64398,5.12
2015,27,"Sampson","county",63993,4.22
2016,25,"Sampson","county",63499,3.94
2017,28,"Sampson","county",63143,4.43
2011,29,"Scotland","county",36029,8.05
2012,30,"Scotland","county",36366,8.25
2013,25,"Scotland","county",36223,6.9
2014,29,"Scotland","county",36058,8.04
2015,26,"Scotland","county",35821,7.26
2016,22,"Scotland","county",35789,6.15
2017,24,"Scotland","county",35686,6.73
2011,37,"Stanly","county",60936,6.07
2012,33,"Stanly","county",60477,5.46
2013,33,"Stanly","county",60612,5.44
2014,30,"Stanly","county",61056,4.91
2015,32,"Stanly","county",61234,5.23
2016,28,"Stanly","county",61751,4.53
2017,29,"Stanly","county",62443,4.64
2011,11,"Stokes","county",47551,2.31
2012,9,"Stokes","county",47068,1.91
2013,16,"Stokes","county",46731,3.42
2014,19,"Stokes","county",46786,4.06
2015,18,"Stokes","county",46763,3.85
2016,19,"Stokes","county",46751,4.06
2017,18,"Stokes","county",46728,3.85
2011,68,"Surry","county",73575,9.24
2012,60,"Surry","county",73718,8.14
2013,51,"Surry","county",73344,6.95
2014,49,"Surry","county",73834,6.64
2015,49,"Surry","county",73195,6.69
2016,47,"Surry","county",72843,6.45
2017,51,"Surry","county",72843,7
2011,19,"Swain","county",14263,13.32
2012,6,"Swain","county",14494,4.14
2013,16,"Swain","county",14590,10.97
2014,17,"Swain","county",14831,11.46
2015,13,"Swain","county",14953,8.69
2016,13,"Swain","county",14852,8.75
2017,14,"Swain","county",14999,9.33
2011,33,"Transylvania","county",33275,9.92
2012,29,"Transylvania","county",33022,8.78
2013,21,"Transylvania","county",33220,6.32
2014,27,"Transylvania","county",33428,8.08
2015,29,"Transylvania","county",33745,8.59
2016,28,"Transylvania","county",34139,8.2
2017,31,"Transylvania","county",34464,8.99
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,84,"Union","county",205717,4.08
2012,88,"Union","county",207872,4.23
