"year","total","region","type","population","providerRate"
2013,384,"Wake AHEC","ahec",1712629,2.24
2014,367,"Wake AHEC","ahec",1742928,2.11
2015,369,"Wake AHEC","ahec",1776174,2.08
2016,369,"Wake AHEC","ahec",1806644,2.04
2017,370,"Wake AHEC","ahec",1840349,2.01
2011,27,"Alamance","county",152531,1.77
2012,27,"Alamance","county",153029,1.76
2013,33,"Alamance","county",153595,2.15
2014,25,"Alamance","county",155789,1.6
2015,24,"Alamance","county",157522,1.52
2016,23,"Alamance","county",159054,1.45
2017,31,"Alamance","county",161076,1.92
2011,0,"Alexander","county",37528,0
2012,0,"Alexander","county",37389,0
2013,0,"Alexander","county",37436,0
2014,0,"Alexander","county",37832,0
2015,0,"Alexander","county",37952,0
2016,0,"Alexander","county",38284,0
2017,0,"Alexander","county",38452,0
2011,0,"Alleghany","county",11069,0
2012,0,"Alleghany","county",10971,0
2013,0,"Alleghany","county",11052,0
2014,1,"Alleghany","county",11099,0.9
2015,0,"Alleghany","county",11190,0
2016,0,"Alleghany","county",11202,0
2017,0,"Alleghany","county",11233,0
2011,2,"Anson","county",25822,0.77
2012,2,"Anson","county",26626,0.75
2013,2,"Anson","county",26318,0.76
2014,2,"Anson","county",26468,0.76
2015,1,"Anson","county",26155,0.38
2016,1,"Anson","county",25628,0.39
2017,1,"Anson","county",25626,0.39
2011,0,"Ashe","county",27423,0
2012,0,"Ashe","county",27361,0
2013,0,"Ashe","county",27434,0
2014,0,"Ashe","county",27448,0
2015,0,"Ashe","county",27332,0
2016,0,"Ashe","county",27344,0
2017,0,"Ashe","county",27218,0
2011,0,"Avery","county",17834,0
2012,0,"Avery","county",17764,0
2013,0,"Avery","county",17872,0
2014,0,"Avery","county",17895,0
2015,0,"Avery","county",17816,0
2016,0,"Avery","county",18098,0
2017,0,"Avery","county",18072,0
2011,6,"Beaufort","county",47854,1.25
2012,6,"Beaufort","county",47901,1.25
2013,7,"Beaufort","county",47777,1.47
2014,6,"Beaufort","county",47717,1.26
2015,6,"Beaufort","county",47829,1.25
2016,7,"Beaufort","county",47610,1.47
2017,5,"Beaufort","county",47547,1.05
2011,0,"Bertie","county",20890,0
2012,0,"Bertie","county",20665,0
2013,0,"Bertie","county",20595,0
2014,0,"Bertie","county",20617,0
2015,0,"Bertie","county",20533,0
2016,1,"Bertie","county",19847,0.5
2017,1,"Bertie","county",19881,0.5
2011,2,"Bladen","county",35148,0.57
2012,2,"Bladen","county",35200,0.57
2013,2,"Bladen","county",35209,0.57
2014,4,"Bladen","county",35113,1.14
2015,3,"Bladen","county",35011,0.86
2016,3,"Bladen","county",34667,0.87
2017,3,"Bladen","county",34393,0.87
2011,8,"Brunswick","county",110140,0.73
2012,6,"Brunswick","county",112597,0.53
2013,6,"Brunswick","county",115716,0.52
2014,8,"Brunswick","county",117834,0.68
2015,8,"Brunswick","county",123535,0.65
2016,8,"Brunswick","county",127750,0.63
2017,11,"Brunswick","county",131726,0.84
2011,36,"Buncombe","county",243855,1.48
2012,41,"Buncombe","county",245535,1.67
2013,45,"Buncombe","county",248872,1.81
2014,40,"Buncombe","county",251275,1.59
2015,41,"Buncombe","county",254836,1.61
2016,43,"Buncombe","county",258406,1.66
2017,38,"Buncombe","county",261532,1.45
2011,5,"Burke","county",90722,0.55
2012,4,"Burke","county",89977,0.44
2013,4,"Burke","county",89519,0.45
2014,4,"Burke","county",89197,0.45
2015,4,"Burke","county",89114,0.45
2016,3,"Burke","county",89814,0.33
2017,3,"Burke","county",90246,0.33
2011,35,"Cabarrus","county",181253,1.93
2012,38,"Cabarrus","county",183565,2.07
2013,38,"Cabarrus","county",186457,2.04
2014,36,"Cabarrus","county",191060,1.88
2015,34,"Cabarrus","county",195714,1.74
2016,33,"Cabarrus","county",200663,1.64
2017,33,"Cabarrus","county",205473,1.61
2011,7,"Caldwell","county",83117,0.84
2012,7,"Caldwell","county",82605,0.85
2013,8,"Caldwell","county",82504,0.97
2014,8,"Caldwell","county",82445,0.97
2015,7,"Caldwell","county",82577,0.85
2016,7,"Caldwell","county",82793,0.85
2017,8,"Caldwell","county",83303,0.96
2011,0,"Camden","county",9921,0
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2011,7,"Carteret","county",67696,1.03
2012,6,"Carteret","county",68362,0.88
2013,5,"Carteret","county",69239,0.72
2014,7,"Carteret","county",69350,1.01
2015,5,"Carteret","county",69826,0.72
2016,7,"Carteret","county",69881,1
2017,7,"Carteret","county",70190,1
2011,1,"Caswell","county",23654,0.42
2012,1,"Caswell","county",23492,0.43
2013,0,"Caswell","county",23844,0
2014,0,"Caswell","county",23602,0
2015,0,"Caswell","county",23606,0
2016,0,"Caswell","county",23689,0
2017,1,"Caswell","county",23699,0.42
2011,13,"Catawba","county",154992,0.84
2012,15,"Catawba","county",155494,0.96
2013,16,"Catawba","county",155411,1.03
2014,15,"Catawba","county",155830,0.96
2015,15,"Catawba","county",155828,0.96
2016,16,"Catawba","county",156473,1.02
2017,16,"Catawba","county",156949,1.02
2011,6,"Chatham","county",64553,0.93
2012,6,"Chatham","county",66545,0.9
2013,4,"Chatham","county",67620,0.59
2014,4,"Chatham","county",68725,0.58
2015,3,"Chatham","county",71815,0.42
2016,6,"Chatham","county",73286,0.82
2017,3,"Chatham","county",74835,0.4
2011,2,"Cherokee","county",27300,0.73
2012,2,"Cherokee","county",27030,0.74
2013,2,"Cherokee","county",27471,0.73
2014,3,"Cherokee","county",27451,1.09
2015,3,"Cherokee","county",27770,1.08
2016,3,"Cherokee","county",28591,1.05
2017,3,"Cherokee","county",29216,1.03
2011,2,"Chowan","county",14796,1.35
2012,2,"Chowan","county",14743,1.36
2013,3,"Chowan","county",14815,2.02
2014,2,"Chowan","county",14636,1.37
2015,2,"Chowan","county",14541,1.38
2016,2,"Chowan","county",14410,1.39
2017,2,"Chowan","county",14292,1.4
2011,0,"Clay","county",10460,0
2012,0,"Clay","county",10520,0
2013,0,"Clay","county",10794,0
2014,0,"Clay","county",10794,0
2015,0,"Clay","county",11036,0
2016,0,"Clay","county",11320,0
2017,0,"Clay","county",11488,0
2011,12,"Cleveland","county",98209,1.22
2012,14,"Cleveland","county",97702,1.43
2013,13,"Cleveland","county",97429,1.33
2014,18,"Cleveland","county",97920,1.84
2015,16,"Cleveland","county",97871,1.63
2016,16,"Cleveland","county",98244,1.63
2017,17,"Cleveland","county",98580,1.72
2011,3,"Columbus","county",57657,0.52
2012,3,"Columbus","county",57862,0.52
2013,4,"Columbus","county",57739,0.69
2014,5,"Columbus","county",57632,0.87
2015,2,"Columbus","county",57206,0.35
2016,6,"Columbus","county",57182,1.05
2017,6,"Columbus","county",56941,1.05
2011,14,"Craven","county",104965,1.33
2012,13,"Craven","county",105179,1.24
2013,15,"Craven","county",104421,1.44
2014,15,"Craven","county",104520,1.44
2015,16,"Craven","county",103691,1.54
2016,15,"Craven","county",103737,1.45
2017,16,"Craven","county",103735,1.54
2011,42,"Cumberland","county",327643,1.28
2012,47,"Cumberland","county",330754,1.42
2013,50,"Cumberland","county",332553,1.5
2014,47,"Cumberland","county",329403,1.43
2015,46,"Cumberland","county",328860,1.4
2016,47,"Cumberland","county",329824,1.43
2017,41,"Cumberland","county",329604,1.24
2011,0,"Currituck","county",23643,0
2012,1,"Currituck","county",23767,0.42
2013,0,"Currituck","county",24506,0
2014,0,"Currituck","county",25072,0
2015,0,"Currituck","county",25627,0
2016,0,"Currituck","county",26101,0
2017,0,"Currituck","county",26604,0
2011,5,"Dare","county",34216,1.46
2012,5,"Dare","county",34810,1.44
2013,6,"Dare","county",35273,1.7
2014,4,"Dare","county",35415,1.13
2015,4,"Dare","county",36001,1.11
2016,5,"Dare","county",36387,1.37
2017,5,"Dare","county",36792,1.36
2011,19,"Davidson","county",163364,1.16
2012,18,"Davidson","county",163410,1.1
2013,17,"Davidson","county",163770,1.04
2014,20,"Davidson","county",164454,1.22
2015,19,"Davidson","county",165193,1.15
2016,20,"Davidson","county",166137,1.2
2017,20,"Davidson","county",167105,1.2
2011,7,"Davie","county",41560,1.68
2012,10,"Davie","county",41412,2.41
2013,5,"Davie","county",41507,1.2
2014,6,"Davie","county",41476,1.45
2015,6,"Davie","county",41743,1.44
2016,6,"Davie","county",42211,1.42
2017,4,"Davie","county",42727,0.94
2011,3,"Duplin","county",59476,0.5
2012,4,"Duplin","county",60059,0.67
2013,2,"Duplin","county",60104,0.33
2014,3,"Duplin","county",60126,0.5
2015,4,"Duplin","county",59868,0.67
2016,5,"Duplin","county",59597,0.84
2017,4,"Duplin","county",59513,0.67
2011,101,"Durham","county",272314,3.71
2012,118,"Durham","county",282511,4.18
2013,127,"Durham","county",286053,4.44
2014,105,"Durham","county",292191,3.59
2015,97,"Durham","county",297219,3.26
2016,93,"Durham","county",301520,3.08
2017,94,"Durham","county",306184,3.07
2011,2,"Edgecombe","county",56089,0.36
2012,6,"Edgecombe","county",56085,1.07
2013,7,"Edgecombe","county",55704,1.26
2014,8,"Edgecombe","county",55483,1.44
2015,7,"Edgecombe","county",54367,1.29
2016,6,"Edgecombe","county",53502,1.12
2017,7,"Edgecombe","county",52856,1.32
2011,97,"Forsyth","county",354878,2.73
2012,107,"Forsyth","county",357767,2.99
2013,102,"Forsyth","county",360471,2.83
2014,101,"Forsyth","county",364248,2.77
2015,96,"Forsyth","county",366543,2.62
2016,96,"Forsyth","county",369144,2.6
2017,97,"Forsyth","county",372651,2.6
2011,0,"Franklin","county",61651,0
2012,0,"Franklin","county",61840,0
2013,0,"Franklin","county",62697,0
2014,1,"Franklin","county",63225,0.16
2015,1,"Franklin","county",64206,0.16
2016,1,"Franklin","county",65445,0.15
2017,1,"Franklin","county",66514,0.15
2011,26,"Gaston","county",207506,1.25
2012,25,"Gaston","county",208582,1.2
2013,25,"Gaston","county",209571,1.19
2014,28,"Gaston","county",210735,1.33
2015,30,"Gaston","county",212636,1.41
2016,27,"Gaston","county",215489,1.25
2017,25,"Gaston","county",218527,1.14
2011,0,"Gates","county",11944,0
2012,0,"Gates","county",11830,0
2013,0,"Gates","county",11880,0
2014,0,"Gates","county",11912,0
2015,0,"Gates","county",11739,0
2016,0,"Gates","county",11891,0
2017,0,"Gates","county",11960,0
2011,0,"Graham","county",8942,0
2012,0,"Graham","county",8850,0
2013,0,"Graham","county",8854,0
2014,0,"Graham","county",8829,0
2015,0,"Graham","county",8761,0
2016,0,"Graham","county",8835,0
2017,1,"Graham","county",8837,1.13
2011,2,"Granville","county",60863,0.33
2012,1,"Granville","county",56748,0.18
2013,1,"Granville","county",57910,0.17
2014,1,"Granville","county",58104,0.17
2015,1,"Granville","county",58547,0.17
2016,1,"Granville","county",59433,0.17
2017,2,"Granville","county",59975,0.33
2011,2,"Greene","county",21489,0.93
2012,2,"Greene","county",21363,0.94
2013,2,"Greene","county",21073,0.95
2014,3,"Greene","county",21286,1.41
2015,2,"Greene","county",21158,0.95
2016,2,"Greene","county",21421,0.93
2017,2,"Greene","county",21522,0.93
2011,83,"Guilford","county",495231,1.68
2012,85,"Guilford","county",502190,1.69
2013,95,"Guilford","county",507419,1.87
2014,92,"Guilford","county",512273,1.8
2015,93,"Guilford","county",517124,1.8
2016,90,"Guilford","county",520230,1.73
2017,83,"Guilford","county",523962,1.58
2011,6,"Halifax","county",54397,1.1
2012,5,"Halifax","county",54237,0.92
2013,6,"Halifax","county",53705,1.12
2014,6,"Halifax","county",53190,1.13
2015,5,"Halifax","county",52423,0.95
2016,5,"Halifax","county",52160,0.96
2017,5,"Halifax","county",51815,0.96
2011,8,"Harnett","county",118615,0.67
2012,13,"Harnett","county",121264,1.07
2013,11,"Harnett","county",123316,0.89
2014,10,"Harnett","county",125730,0.8
2015,11,"Harnett","county",127127,0.87
2016,11,"Harnett","county",128783,0.85
2017,13,"Harnett","county",130847,0.99
2011,6,"Haywood","county",59684,1.01
2012,6,"Haywood","county",59291,1.01
2013,7,"Haywood","county",59674,1.17
2014,6,"Haywood","county",59913,1
2015,8,"Haywood","county",60631,1.32
2016,7,"Haywood","county",61771,1.13
2017,7,"Haywood","county",62277,1.12
2011,15,"Henderson","county",108448,1.38
2012,15,"Henderson","county",108183,1.39
2013,17,"Henderson","county",109287,1.56
2014,17,"Henderson","county",110897,1.53
2015,15,"Henderson","county",112511,1.33
2016,13,"Henderson","county",114385,1.14
2017,14,"Henderson","county",116173,1.21
2011,3,"Hertford","county",24466,1.23
2012,3,"Hertford","county",24451,1.23
2013,4,"Hertford","county",24621,1.62
2014,5,"Hertford","county",24578,2.03
2015,6,"Hertford","county",24426,2.46
2016,6,"Hertford","county",24038,2.5
2017,5,"Hertford","county",23947,2.09
2011,3,"Hoke","county",49065,0.61
2012,1,"Hoke","county",50036,0.2
2013,1,"Hoke","county",50672,0.2
2014,3,"Hoke","county",50982,0.59
2015,2,"Hoke","county",51776,0.39
2016,3,"Hoke","county",52214,0.57
2017,5,"Hoke","county",53343,0.94
2011,0,"Hyde","county",5815,0
2012,0,"Hyde","county",5742,0
2013,0,"Hyde","county",5806,0
2014,0,"Hyde","county",5738,0
2015,0,"Hyde","county",5631,0
2016,0,"Hyde","county",5621,0
2017,0,"Hyde","county",5644,0
2011,23,"Iredell","county",161522,1.42
2012,24,"Iredell","county",163043,1.47
2013,24,"Iredell","county",164974,1.45
2014,23,"Iredell","county",167157,1.38
2015,26,"Iredell","county",170230,1.53
2016,30,"Iredell","county",173391,1.73
2017,31,"Iredell","county",176563,1.76
2011,6,"Jackson","county",40606,1.48
2012,7,"Jackson","county",40788,1.72
2013,8,"Jackson","county",40810,1.96
2014,7,"Jackson","county",41039,1.71
2015,8,"Jackson","county",41597,1.92
2016,7,"Jackson","county",42574,1.64
2017,6,"Jackson","county",43116,1.39
2011,7,"Johnston","county",172570,0.41
2012,8,"Johnston","county",174839,0.46
2013,9,"Johnston","county",177308,0.51
2014,8,"Johnston","county",180048,0.44
2015,8,"Johnston","county",184519,0.43
2016,9,"Johnston","county",189460,0.48
2017,8,"Johnston","county",194705,0.41
2011,0,"Jones","county",10327,0
2012,0,"Jones","county",10615,0
2013,0,"Jones","county",10554,0
2014,0,"Jones","county",10468,0
2015,0,"Jones","county",10423,0
2016,0,"Jones","county",10354,0
2017,0,"Jones","county",10356,0
2011,3,"Lee","county",58304,0.51
2012,6,"Lee","county",59111,1.02
2013,9,"Lee","county",59344,1.52
2014,7,"Lee","county",59194,1.18
2015,8,"Lee","county",58908,1.36
2016,7,"Lee","county",59244,1.18
2017,8,"Lee","county",59337,1.35
2011,8,"Lenoir","county",59314,1.35
2012,6,"Lenoir","county",59401,1.01
2013,7,"Lenoir","county",59046,1.19
2014,6,"Lenoir","county",58830,1.02
2015,6,"Lenoir","county",58338,1.03
2016,6,"Lenoir","county",57587,1.04
2017,6,"Lenoir","county",57477,1.04
2011,7,"Lincoln","county",79026,0.89
2012,7,"Lincoln","county",79267,0.88
2013,6,"Lincoln","county",79745,0.75
2014,7,"Lincoln","county",80202,0.87
2015,8,"Lincoln","county",81397,0.98
2016,9,"Lincoln","county",82033,1.1
2017,11,"Lincoln","county",83251,1.32
2011,6,"Macon","county",34459,1.74
2012,5,"Macon","county",33985,1.47
2013,5,"Macon","county",34151,1.46
2014,6,"Macon","county",34428,1.74
2015,4,"Macon","county",34771,1.15
2016,4,"Macon","county",35047,1.14
2017,4,"Macon","county",35413,1.13
2011,1,"Madison","county",21193,0.47
2012,1,"Madison","county",21192,0.47
2013,1,"Madison","county",21372,0.47
2014,2,"Madison","county",21584,0.93
2015,2,"Madison","county",21663,0.92
2016,2,"Madison","county",21979,0.91
2017,5,"Madison","county",22240,2.25
2011,3,"Martin","county",24083,1.25
2012,2,"Martin","county",24020,0.83
2013,2,"Martin","county",23750,0.84
2014,2,"Martin","county",23714,0.84
2015,2,"Martin","county",23746,0.84
2016,2,"Martin","county",23606,0.85
2017,2,"Martin","county",23510,0.85
2011,3,"McDowell","county",45462,0.66
2012,5,"McDowell","county",45288,1.1
2013,4,"McDowell","county",45231,0.88
2014,4,"McDowell","county",45320,0.88
2015,3,"McDowell","county",45370,0.66
2016,3,"McDowell","county",45510,0.66
2017,4,"McDowell","county",45716,0.87
2011,212,"Mecklenburg","county",940697,2.25
2012,222,"Mecklenburg","county",963165,2.3
2013,221,"Mecklenburg","county",991867,2.23
2014,225,"Mecklenburg","county",1013199,2.22
2015,231,"Mecklenburg","county",1035605,2.23
2016,232,"Mecklenburg","county",1053545,2.2
2017,244,"Mecklenburg","county",1077301,2.26
2011,1,"Mitchell","county",15501,0.65
2012,1,"Mitchell","county",15396,0.65
2013,5,"Mitchell","county",15407,3.25
2014,4,"Mitchell","county",15825,2.53
2015,2,"Mitchell","county",15335,1.3
2016,2,"Mitchell","county",15266,1.31
2017,2,"Mitchell","county",15237,1.31
2011,0,"Montgomery","county",27864,0
2012,0,"Montgomery","county",27914,0
2013,2,"Montgomery","county",27768,0.72
2014,1,"Montgomery","county",27820,0.36
2015,1,"Montgomery","county",27826,0.36
2016,1,"Montgomery","county",27768,0.36
2017,1,"Montgomery","county",27865,0.36
2011,12,"Moore","county",89395,1.34
2012,15,"Moore","county",90707,1.65
2013,15,"Moore","county",91937,1.63
2014,17,"Moore","county",93078,1.83
2015,16,"Moore","county",94492,1.69
2016,17,"Moore","county",96102,1.77
2017,14,"Moore","county",97597,1.43
2011,9,"Nash","county",96122,0.94
2012,10,"Nash","county",95533,1.05
2013,13,"Nash","county",94744,1.37
2014,13,"Nash","county",94525,1.38
2015,14,"Nash","county",94370,1.48
2016,15,"Nash","county",94421,1.59
2017,14,"Nash","county",94365,1.48
2011,36,"New Hanover","county",206774,1.74
2012,45,"New Hanover","county",209964,2.14
2013,45,"New Hanover","county",213809,2.1
2014,44,"New Hanover","county",216955,2.03
2015,40,"New Hanover","county",220231,1.82
2016,34,"New Hanover","county",223608,1.52
2017,37,"New Hanover","county",227261,1.63
2011,0,"Northampton","county",21844,0
2012,0,"Northampton","county",21514,0
2013,1,"Northampton","county",21244,0.47
2014,1,"Northampton","county",21233,0.47
2015,0,"Northampton","county",21073,0
2016,0,"Northampton","county",20788,0
2017,0,"Northampton","county",20709,0
2011,18,"Onslow","county",184228,0.98
2012,16,"Onslow","county",191030,0.84
2013,17,"Onslow","county",193925,0.88
2014,17,"Onslow","county",193204,0.88
2015,14,"Onslow","county",194636,0.72
2016,14,"Onslow","county",193914,0.72
2017,16,"Onslow","county",195621,0.82
2011,73,"Orange","county",135776,5.38
2012,84,"Orange","county",138575,6.06
2013,88,"Orange","county",139694,6.3
2014,88,"Orange","county",139933,6.29
2015,84,"Orange","county",140144,5.99
2016,84,"Orange","county",140853,5.96
2017,75,"Orange","county",142365,5.27
2011,1,"Pamlico","county",13214,0.76
2012,1,"Pamlico","county",13190,0.76
2013,0,"Pamlico","county",13071,0
2014,0,"Pamlico","county",13137,0
2015,0,"Pamlico","county",13174,0
2016,0,"Pamlico","county",13336,0
2017,1,"Pamlico","county",13268,0.75
2011,6,"Pasquotank","county",40438,1.48
2012,11,"Pasquotank","county",39941,2.75
2013,11,"Pasquotank","county",39458,2.79
2014,8,"Pasquotank","county",39691,2.02
2015,10,"Pasquotank","county",39731,2.52
2016,10,"Pasquotank","county",40284,2.48
2017,7,"Pasquotank","county",40598,1.72
2011,1,"Pender","county",53437,0.19
2012,0,"Pender","county",54390,0
2013,0,"Pender","county",55568,0
2014,0,"Pender","county",56533,0
2015,1,"Pender","county",57941,0.17
2016,2,"Pender","county",59459,0.34
2017,2,"Pender","county",60999,0.33
2011,0,"Perquimans","county",13537,0
2012,0,"Perquimans","county",13660,0
2013,0,"Perquimans","county",13771,0
2014,0,"Perquimans","county",13638,0
2015,0,"Perquimans","county",13648,0
2016,0,"Perquimans","county",13561,0
2017,0,"Perquimans","county",13546,0
2011,2,"Person","county",39700,0.5
2012,2,"Person","county",39197,0.51
2013,2,"Person","county",39192,0.51
2014,3,"Person","county",39265,0.76
2015,1,"Person","county",39574,0.25
2016,2,"Person","county",39728,0.5
2017,3,"Person","county",39868,0.75
2011,52,"Pitt","county",170263,3.05
2012,52,"Pitt","county",172618,3.01
2013,54,"Pitt","county",173879,3.11
2014,54,"Pitt","county",174424,3.1
2015,54,"Pitt","county",175532,3.08
2016,49,"Pitt","county",175885,2.79
2017,47,"Pitt","county",176424,2.66
2011,0,"Polk","county",20453,0
2012,0,"Polk","county",20262,0
2013,0,"Polk","county",20603,0
2014,0,"Polk","county",20740,0
2015,0,"Polk","county",20828,0
2016,0,"Polk","county",21030,0
2017,0,"Polk","county",21154,0
2011,12,"Randolph","county",142901,0.84
2012,10,"Randolph","county",142594,0.7
2013,11,"Randolph","county",142561,0.77
2014,10,"Randolph","county",143079,0.7
2015,9,"Randolph","county",142943,0.63
2016,9,"Randolph","county",143711,0.63
2017,7,"Randolph","county",144672,0.48
2011,5,"Richmond","county",46459,1.08
2012,4,"Richmond","county",46258,0.86
2013,5,"Richmond","county",46041,1.09
2014,4,"Richmond","county",45545,0.88
2015,4,"Richmond","county",45353,0.88
2016,3,"Richmond","county",44912,0.67
2017,3,"Richmond","county",44892,0.67
2011,13,"Robeson","county",134651,0.97
2012,13,"Robeson","county",134433,0.97
2013,12,"Robeson","county",134010,0.9
2014,16,"Robeson","county",133567,1.2
2015,14,"Robeson","county",133375,1.05
2016,11,"Robeson","county",132657,0.83
2017,12,"Robeson","county",132020,0.91
2011,6,"Rockingham","county",93558,0.64
2012,8,"Rockingham","county",92873,0.86
2013,7,"Rockingham","county",92254,0.76
2014,5,"Rockingham","county",92543,0.54
2015,5,"Rockingham","county",92084,0.54
2016,8,"Rockingham","county",91891,0.87
2017,8,"Rockingham","county",91790,0.87
2011,11,"Rowan","county",138309,0.8
2012,12,"Rowan","county",138242,0.87
2013,14,"Rowan","county",138666,1.01
2014,14,"Rowan","county",138710,1.01
2015,15,"Rowan","county",140122,1.07
2016,15,"Rowan","county",140970,1.06
2017,13,"Rowan","county",141917,0.92
2011,5,"Rutherford","county",68392,0.73
2012,5,"Rutherford","county",67932,0.74
2013,5,"Rutherford","county",67807,0.74
2014,6,"Rutherford","county",67606,0.89
2015,6,"Rutherford","county",67617,0.89
2016,5,"Rutherford","county",67703,0.74
2017,5,"Rutherford","county",67796,0.74
2011,5,"Sampson","county",63746,0.78
2012,5,"Sampson","county",64151,0.78
2013,5,"Sampson","county",64313,0.78
2014,6,"Sampson","county",64398,0.93
2015,3,"Sampson","county",63993,0.47
2016,2,"Sampson","county",63499,0.31
2017,2,"Sampson","county",63143,0.32
2011,6,"Scotland","county",36029,1.67
2012,6,"Scotland","county",36366,1.65
2013,4,"Scotland","county",36223,1.1
2014,5,"Scotland","county",36058,1.39
2015,6,"Scotland","county",35821,1.67
2016,6,"Scotland","county",35789,1.68
2017,5,"Scotland","county",35686,1.4
2011,7,"Stanly","county",60936,1.15
2012,7,"Stanly","county",60477,1.16
2013,8,"Stanly","county",60612,1.32
2014,7,"Stanly","county",61056,1.15
2015,6,"Stanly","county",61234,0.98
2016,6,"Stanly","county",61751,0.97
2017,8,"Stanly","county",62443,1.28
2011,1,"Stokes","county",47551,0.21
2012,2,"Stokes","county",47068,0.42
2013,3,"Stokes","county",46731,0.64
2014,3,"Stokes","county",46786,0.64
2015,3,"Stokes","county",46763,0.64
2016,3,"Stokes","county",46751,0.64
2017,3,"Stokes","county",46728,0.64
2011,10,"Surry","county",73575,1.36
2012,8,"Surry","county",73718,1.09
2013,6,"Surry","county",73344,0.82
2014,6,"Surry","county",73834,0.81
2015,7,"Surry","county",73195,0.96
2016,7,"Surry","county",72843,0.96
2017,6,"Surry","county",72843,0.82
2011,3,"Swain","county",14263,2.1
2012,0,"Swain","county",14494,0
2013,4,"Swain","county",14590,2.74
2014,3,"Swain","county",14831,2.02
2015,2,"Swain","county",14953,1.34
2016,3,"Swain","county",14852,2.02
2017,3,"Swain","county",14999,2
2011,5,"Transylvania","county",33275,1.5
2012,5,"Transylvania","county",33022,1.51
2013,2,"Transylvania","county",33220,0.6
2014,3,"Transylvania","county",33428,0.9
2015,5,"Transylvania","county",33745,1.48
2016,4,"Transylvania","county",34139,1.17
2017,6,"Transylvania","county",34464,1.74
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,12,"Union","county",205717,0.58
2012,14,"Union","county",207872,0.67
2013,13,"Union","county",211539,0.61
2014,17,"Union","county",215933,0.79
2015,15,"Union","county",219992,0.68
2016,19,"Union","county",223915,0.85
2017,20,"Union","county",228171,0.88
2011,7,"Vance","county",45558,1.54
2012,5,"Vance","county",45530,1.1
2013,7,"Vance","county",45056,1.55
2014,8,"Vance","county",45077,1.77
2015,7,"Vance","county",45097,1.55
2016,7,"Vance","county",44945,1.56
2017,8,"Vance","county",44862,1.78
2011,221,"Wake","county",925938,2.39
