"year","total","region","type","population","providerRate"
2000,67,"Area L","ahec",296296,2.26
2001,60,"Area L","ahec",296584,2.02
2002,64,"Area L","ahec",298557,2.14
2003,59,"Area L","ahec",300530,1.96
2004,62,"Area L","ahec",299402,2.07
2005,68,"Area L","ahec",299977,2.27
2006,68,"Area L","ahec",299459,2.27
2007,70,"Area L","ahec",299285,2.34
2008,68,"Area L","ahec",301094,2.26
2009,69,"Area L","ahec",303354,2.27
2010,66,"Area L","ahec",311268,2.12
2011,67,"Area L","ahec",309832,2.16
2012,72,"Area L","ahec",309165,2.33
2013,75,"Area L","ahec",306794,2.44
2014,72,"Area L","ahec",305841,2.35
2015,74,"Area L","ahec",303922,2.43
2016,76,"Area L","ahec",302629,2.51
2017,76,"Area L","ahec",301780,2.52
2000,479,"Charlotte","ahec",1384001,3.46
2001,509,"Charlotte","ahec",1419589,3.59
2002,527,"Charlotte","ahec",1452485,3.63
2003,520,"Charlotte","ahec",1485382,3.5
2004,554,"Charlotte","ahec",1510434,3.67
2005,573,"Charlotte","ahec",1539732,3.72
2006,593,"Charlotte","ahec",1605915,3.69
2007,613,"Charlotte","ahec",1665257,3.68
2008,631,"Charlotte","ahec",1701378,3.71
2009,643,"Charlotte","ahec",1732010,3.71
2010,666,"Charlotte","ahec",1776565,3.75
2011,672,"Charlotte","ahec",1799166,3.74
2012,704,"Charlotte","ahec",1827256,3.85
2013,724,"Charlotte","ahec",1863538,3.89
2014,746,"Charlotte","ahec",1896573,3.93
2015,784,"Charlotte","ahec",1930604,4.06
2016,807,"Charlotte","ahec",1961268,4.11
2017,856,"Charlotte","ahec",1999372,4.28
2000,254,"Eastern","ahec",913210,2.78
2001,256,"Eastern","ahec",914567,2.8
2002,264,"Eastern","ahec",923021,2.86
2003,248,"Eastern","ahec",931473,2.66
2004,265,"Eastern","ahec",947271,2.8
2005,282,"Eastern","ahec",957168,2.95
2006,288,"Eastern","ahec",967485,2.98
2007,284,"Eastern","ahec",1002600,2.83
2008,288,"Eastern","ahec",995121,2.89
2009,296,"Eastern","ahec",1007683,2.94
2010,293,"Eastern","ahec",1035493,2.83
2011,296,"Eastern","ahec",1044211,2.83
2012,302,"Eastern","ahec",1055120,2.86
2013,313,"Eastern","ahec",1059704,2.95
2014,318,"Eastern","ahec",1060701,3
2015,339,"Eastern","ahec",1062244,3.19
2016,354,"Eastern","ahec",1061127,3.34
2017,355,"Eastern","ahec",1064705,3.33
2000,356,"Greensboro","ahec",992109,3.59
2001,376,"Greensboro","ahec",1004145,3.74
2002,362,"Greensboro","ahec",1022139,3.54
2003,367,"Greensboro","ahec",1040135,3.53
2004,380,"Greensboro","ahec",1037038,3.66
2005,384,"Greensboro","ahec",1036988,3.7
2006,388,"Greensboro","ahec",1051795,3.69
2007,398,"Greensboro","ahec",1072610,3.71
2008,410,"Greensboro","ahec",1088392,3.77
2009,411,"Greensboro","ahec",1105017,3.72
2010,415,"Greensboro","ahec",1127674,3.68
2011,410,"Greensboro","ahec",1136068,3.61
2012,442,"Greensboro","ahec",1147212,3.85
2013,435,"Greensboro","ahec",1154755,3.77
2014,464,"Greensboro","ahec",1163764,3.99
2015,455,"Greensboro","ahec",1173064,3.88
2016,451,"Greensboro","ahec",1180482,3.82
2017,490,"Greensboro","ahec",1190264,4.12
2000,217,"Mountain","ahec",672306,3.23
2001,221,"Mountain","ahec",681837,3.24
2002,235,"Mountain","ahec",692197,3.39
2003,223,"Mountain","ahec",702555,3.17
2004,239,"Mountain","ahec",703634,3.4
2005,253,"Mountain","ahec",709033,3.57
2006,256,"Mountain","ahec",717342,3.57
2007,254,"Mountain","ahec",706233,3.6
2008,261,"Mountain","ahec",732921,3.56
2009,267,"Mountain","ahec",739965,3.61
2010,276,"Mountain","ahec",761986,3.62
2011,276,"Mountain","ahec",770362,3.58
2012,281,"Mountain","ahec",769642,3.65
2013,283,"Mountain","ahec",776064,3.65
2014,286,"Mountain","ahec",781867,3.66
2015,302,"Mountain","ahec",789383,3.83
2016,310,"Mountain","ahec",799550,3.88
2017,322,"Mountain","ahec",807857,3.99
2000,413,"Northwest","ahec",1395832,2.96
2001,420,"Northwest","ahec",1416307,2.97
2002,427,"Northwest","ahec",1437391,2.97
2003,429,"Northwest","ahec",1458480,2.94
2004,443,"Northwest","ahec",1459487,3.04
2005,455,"Northwest","ahec",1464768,3.11
2006,459,"Northwest","ahec",1484611,3.09
2007,459,"Northwest","ahec",1504826,3.05
2008,468,"Northwest","ahec",1524295,3.07
2009,477,"Northwest","ahec",1546737,3.08
2010,486,"Northwest","ahec",1558340,3.12
2011,463,"Northwest","ahec",1563589,2.96
2012,488,"Northwest","ahec",1566740,3.11
2013,485,"Northwest","ahec",1571258,3.09
2014,488,"Northwest","ahec",1579059,3.09
2015,497,"Northwest","ahec",1586703,3.13
2016,501,"Northwest","ahec",1598199,3.13
2017,515,"Northwest","ahec",1610400,3.2
2000,117,"South East","ahec",378344,3.09
2001,124,"South East","ahec",387182,3.2
2002,130,"South East","ahec",395768,3.28
2003,134,"South East","ahec",404351,3.31
2004,137,"South East","ahec",408125,3.36
2005,141,"South East","ahec",418333,3.37
2006,148,"South East","ahec",435180,3.4
2007,151,"South East","ahec",447385,3.38
2008,164,"South East","ahec",455190,3.6
2009,165,"South East","ahec",464312,3.55
2010,174,"South East","ahec",481052,3.62
2011,174,"South East","ahec",487484,3.57
2012,180,"South East","ahec",494872,3.64
2013,178,"South East","ahec",502936,3.54
2014,188,"South East","ahec",509080,3.69
2015,186,"South East","ahec",518781,3.59
2016,197,"South East","ahec",527596,3.73
2017,208,"South East","ahec",536440,3.88
2000,178,"Southern Regional","ahec",800743,2.22
2001,172,"Southern Regional","ahec",805745,2.13
2002,183,"Southern Regional","ahec",819180,2.23
2003,175,"Southern Regional","ahec",832613,2.1
2004,183,"Southern Regional","ahec",836143,2.19
2005,192,"Southern Regional","ahec",842634,2.28
2006,199,"Southern Regional","ahec",844402,2.36
2007,196,"Southern Regional","ahec",856935,2.29
2008,201,"Southern Regional","ahec",868197,2.32
2009,209,"Southern Regional","ahec",879444,2.38
2010,210,"Southern Regional","ahec",888443,2.36
2011,223,"Southern Regional","ahec",900751,2.48
2012,230,"Southern Regional","ahec",909169,2.53
2013,242,"Southern Regional","ahec",914274,2.65
2014,257,"Southern Regional","ahec",913874,2.81
2015,258,"Southern Regional","ahec",915808,2.82
2016,273,"Southern Regional","ahec",918447,2.97
2017,280,"Southern Regional","ahec",921525,3.04
2000,471,"Wake AHEC","ahec",1216472,3.87
2001,491,"Wake AHEC","ahec",1261899,3.89
2002,525,"Wake AHEC","ahec",1296091,4.05
2003,524,"Wake AHEC","ahec",1330283,3.94
2004,553,"Wake AHEC","ahec",1360676,4.06
2005,586,"Wake AHEC","ahec",1395041,4.2
2006,617,"Wake AHEC","ahec",1454152,4.24
2007,640,"Wake AHEC","ahec",1514267,4.23
2008,664,"Wake AHEC","ahec",1560428,4.26
2009,691,"Wake AHEC","ahec",1604088,4.31
2010,724,"Wake AHEC","ahec",1631633,4.44
2011,724,"Wake AHEC","ahec",1657781,4.37
2012,751,"Wake AHEC","ahec",1686053,4.45
2013,772,"Wake AHEC","ahec",1712629,4.51
2014,799,"Wake AHEC","ahec",1742928,4.58
2015,869,"Wake AHEC","ahec",1776174,4.89
2016,895,"Wake AHEC","ahec",1806644,4.95
2017,917,"Wake AHEC","ahec",1840349,4.98
2000,45,"Alamance","county",130800,3.44
2001,49,"Alamance","county",133598,3.67
2002,48,"Alamance","county",136034,3.53
2003,48,"Alamance","county",138471,3.47
2004,48,"Alamance","county",138754,3.46
2005,48,"Alamance","county",138788,3.46
2006,51,"Alamance","county",139786,3.65
2007,55,"Alamance","county",143154,3.84
2008,52,"Alamance","county",146025,3.56
2009,54,"Alamance","county",148361,3.64
2010,51,"Alamance","county",151745,3.36
2011,50,"Alamance","county",152531,3.28
2012,59,"Alamance","county",153029,3.86
2013,57,"Alamance","county",153595,3.71
2014,58,"Alamance","county",155789,3.72
2015,56,"Alamance","county",157522,3.56
2016,52,"Alamance","county",159054,3.27
2017,52,"Alamance","county",161076,3.23
2000,6,"Alexander","county",33603,1.79
2001,6,"Alexander","county",33961,1.77
2002,7,"Alexander","county",34626,2.02
2003,7,"Alexander","county",35292,1.98
2004,6,"Alexander","county",35165,1.71
2005,5,"Alexander","county",35545,1.41
2006,5,"Alexander","county",36296,1.38
2007,6,"Alexander","county",36656,1.64
2008,6,"Alexander","county",36957,1.62
2009,6,"Alexander","county",37318,1.61
2010,7,"Alexander","county",37254,1.88
2011,7,"Alexander","county",37528,1.87
2012,6,"Alexander","county",37389,1.6
2013,6,"Alexander","county",37436,1.6
2014,5,"Alexander","county",37832,1.32
2015,6,"Alexander","county",37952,1.58
2016,5,"Alexander","county",38284,1.31
2017,7,"Alexander","county",38452,1.82
2000,2,"Alleghany","county",10677,1.87
2001,2,"Alleghany","county",10754,1.86
2002,1,"Alleghany","county",10866,0.92
2003,2,"Alleghany","county",10978,1.82
2004,2,"Alleghany","county",10912,1.83
2005,2,"Alleghany","county",10913,1.83
2006,1,"Alleghany","county",11000,0.91
2007,1,"Alleghany","county",11088,0.9
2008,1,"Alleghany","county",11075,0.9
2009,1,"Alleghany","county",11227,0.89
2010,2,"Alleghany","county",11171,1.79
2011,2,"Alleghany","county",11069,1.81
2012,2,"Alleghany","county",10971,1.82
2013,2,"Alleghany","county",11052,1.81
2014,2,"Alleghany","county",11099,1.8
2015,2,"Alleghany","county",11190,1.79
2016,3,"Alleghany","county",11202,2.68
2017,3,"Alleghany","county",11233,2.67
2000,2,"Anson","county",25275,0.79
2001,2,"Anson","county",25323,0.79
2002,3,"Anson","county",25496,1.18
2003,4,"Anson","county",25671,1.56
2004,3,"Anson","county",25384,1.18
2005,4,"Anson","county",25848,1.55
2006,4,"Anson","county",25372,1.58
2007,4,"Anson","county",25332,1.58
2008,6,"Anson","county",25368,2.37
2009,4,"Anson","county",25193,1.59
2010,5,"Anson","county",26973,1.85
2011,5,"Anson","county",25822,1.94
2012,4,"Anson","county",26626,1.5
2013,4,"Anson","county",26318,1.52
2014,4,"Anson","county",26468,1.51
2015,4,"Anson","county",26155,1.53
2016,3,"Anson","county",25628,1.17
2017,3,"Anson","county",25626,1.17
2000,4,"Ashe","county",24384,1.64
2001,4,"Ashe","county",24799,1.61
2002,4,"Ashe","county",24970,1.6
2003,5,"Ashe","county",25142,1.99
2004,5,"Ashe","county",25320,1.97
2005,5,"Ashe","county",25279,1.98
2006,5,"Ashe","county",25778,1.94
2007,5,"Ashe","county",26003,1.92
2008,6,"Ashe","county",26325,2.28
2009,6,"Ashe","county",26498,2.26
2010,7,"Ashe","county",27378,2.56
2011,7,"Ashe","county",27423,2.55
2012,6,"Ashe","county",27361,2.19
2013,6,"Ashe","county",27434,2.19
2014,7,"Ashe","county",27448,2.55
2015,7,"Ashe","county",27332,2.56
2016,8,"Ashe","county",27344,2.93
2017,9,"Ashe","county",27218,3.31
2000,5,"Avery","county",17167,2.91
2001,4,"Avery","county",17706,2.26
2002,4,"Avery","county",17844,2.24
2003,5,"Avery","county",17980,2.78
2004,6,"Avery","county",18221,3.29
2005,6,"Avery","county",18195,3.3
2006,6,"Avery","county",18174,3.3
2007,6,"Avery","county",18292,3.28
2008,5,"Avery","county",18429,2.71
2009,5,"Avery","county",18301,2.73
2010,5,"Avery","county",17812,2.81
2011,7,"Avery","county",17834,3.93
2012,7,"Avery","county",17764,3.94
2013,6,"Avery","county",17872,3.36
2014,4,"Avery","county",17895,2.24
2015,8,"Avery","county",17816,4.49
2016,6,"Avery","county",18098,3.32
2017,6,"Avery","county",18072,3.32
2000,11,"Beaufort","county",44958,2.45
2001,12,"Beaufort","county",45340,2.65
2002,11,"Beaufort","county",45566,2.41
2003,10,"Beaufort","county",45792,2.18
2004,10,"Beaufort","county",45816,2.18
2005,13,"Beaufort","county",46077,2.82
2006,15,"Beaufort","county",46344,3.24
2007,13,"Beaufort","county",46070,2.82
2008,13,"Beaufort","county",46600,2.79
2009,17,"Beaufort","county",47401,3.59
2010,15,"Beaufort","county",47929,3.13
2011,14,"Beaufort","county",47854,2.93
2012,14,"Beaufort","county",47901,2.92
2013,13,"Beaufort","county",47777,2.72
2014,15,"Beaufort","county",47717,3.14
2015,19,"Beaufort","county",47829,3.97
2016,18,"Beaufort","county",47610,3.78
2017,17,"Beaufort","county",47547,3.58
2000,2,"Bertie","county",19773,1.01
2001,1,"Bertie","county",19857,0.5
2002,1,"Bertie","county",19753,0.51
2003,1,"Bertie","county",19649,0.51
2004,2,"Bertie","county",19748,1.01
2005,1,"Bertie","county",19700,0.51
2006,1,"Bertie","county",19352,0.52
2007,1,"Bertie","county",19971,0.5
2008,1,"Bertie","county",20072,0.5
2009,1,"Bertie","county",20104,0.5
2010,1,"Bertie","county",21313,0.47
2011,1,"Bertie","county",20890,0.48
2012,1,"Bertie","county",20665,0.48
2013,1,"Bertie","county",20595,0.49
2014,1,"Bertie","county",20617,0.49
2015,2,"Bertie","county",20533,0.97
2016,2,"Bertie","county",19847,1.01
2017,1,"Bertie","county",19881,0.5
2000,5,"Bladen","county",32278,1.55
2001,5,"Bladen","county",32416,1.54
2002,5,"Bladen","county",32819,1.52
2003,5,"Bladen","county",33222,1.51
2004,5,"Bladen","county",33119,1.51
2005,5,"Bladen","county",33204,1.51
2006,6,"Bladen","county",32872,1.83
2007,6,"Bladen","county",32500,1.85
2008,6,"Bladen","county",32184,1.86
2009,7,"Bladen","county",32046,2.18
2010,8,"Bladen","county",35243,2.27
2011,6,"Bladen","county",35148,1.71
2012,6,"Bladen","county",35200,1.7
2013,6,"Bladen","county",35209,1.7
2014,6,"Bladen","county",35113,1.71
2015,6,"Bladen","county",35011,1.71
2016,7,"Bladen","county",34667,2.02
2017,7,"Bladen","county",34393,2.04
2000,17,"Brunswick","county",73143,2.32
2001,17,"Brunswick","county",76892,2.21
2002,17,"Brunswick","county",78822,2.16
2003,19,"Brunswick","county",80751,2.35
2004,23,"Brunswick","county",83787,2.75
2005,23,"Brunswick","county",87715,2.62
2006,24,"Brunswick","county",94964,2.53
2007,29,"Brunswick","county",99440,2.92
2008,27,"Brunswick","county",102877,2.62
2009,29,"Brunswick","county",107135,2.71
2010,33,"Brunswick","county",108176,3.05
2011,34,"Brunswick","county",110140,3.09
2012,34,"Brunswick","county",112597,3.02
2013,35,"Brunswick","county",115716,3.02
2014,35,"Brunswick","county",117834,2.97
2015,34,"Brunswick","county",123535,2.75
2016,38,"Brunswick","county",127750,2.97
2017,39,"Brunswick","county",131726,2.96
2000,90,"Buncombe","county",206330,4.36
2001,94,"Buncombe","county",208593,4.51
2002,97,"Buncombe","county",212044,4.57
2003,96,"Buncombe","county",215496,4.45
2004,102,"Buncombe","county",215468,4.73
2005,114,"Buncombe","county",217423,5.24
2006,111,"Buncombe","county",221327,5.02
2007,109,"Buncombe","county",225609,4.83
2008,119,"Buncombe","county",227914,5.22
2009,123,"Buncombe","county",230450,5.34
2010,130,"Buncombe","county",239179,5.44
2011,125,"Buncombe","county",243855,5.13
2012,125,"Buncombe","county",245535,5.09
2013,121,"Buncombe","county",248872,4.86
2014,134,"Buncombe","county",251275,5.33
2015,142,"Buncombe","county",254836,5.57
2016,153,"Buncombe","county",258406,5.92
2017,156,"Buncombe","county",261532,5.96
2000,25,"Burke","county",89148,2.8
2001,24,"Burke","county",89028,2.7
2002,27,"Burke","county",90485,2.98
2003,25,"Burke","county",91943,2.72
2004,27,"Burke","county",89943,3
2005,30,"Burke","county",89077,3.37
2006,29,"Burke","county",88664,3.27
2007,28,"Burke","county",88439,3.17
2008,30,"Burke","county",89274,3.36
2009,29,"Burke","county",89669,3.23
2010,24,"Burke","county",91008,2.64
2011,25,"Burke","county",90722,2.76
2012,30,"Burke","county",89977,3.33
2013,29,"Burke","county",89519,3.24
2014,25,"Burke","county",89197,2.8
2015,24,"Burke","county",89114,2.69
2016,22,"Burke","county",89814,2.45
2017,25,"Burke","county",90246,2.77
2000,30,"Cabarrus","county",131063,2.29
2001,32,"Cabarrus","county",136316,2.35
2002,36,"Cabarrus","county",139811,2.57
2003,32,"Cabarrus","county",143306,2.23
2004,40,"Cabarrus","county",146852,2.72
2005,37,"Cabarrus","county",150249,2.46
2006,39,"Cabarrus","county",157176,2.48
2007,41,"Cabarrus","county",164384,2.49
2008,40,"Cabarrus","county",170448,2.35
2009,45,"Cabarrus","county",174294,2.58
2010,47,"Cabarrus","county",179025,2.63
2011,48,"Cabarrus","county",181253,2.65
2012,49,"Cabarrus","county",183565,2.67
2013,53,"Cabarrus","county",186457,2.84
2014,55,"Cabarrus","county",191060,2.88
2015,58,"Cabarrus","county",195714,2.96
2016,60,"Cabarrus","county",200663,2.99
2017,72,"Cabarrus","county",205473,3.5
2000,19,"Caldwell","county",77415,2.45
2001,18,"Caldwell","county",77618,2.32
2002,18,"Caldwell","county",78237,2.3
2003,18,"Caldwell","county",78856,2.28
2004,19,"Caldwell","county",78606,2.42
2005,21,"Caldwell","county",78816,2.66
2006,21,"Caldwell","county",79297,2.65
2007,19,"Caldwell","county",79376,2.39
2008,20,"Caldwell","county",80038,2.5
2009,21,"Caldwell","county",80141,2.62
2010,19,"Caldwell","county",83176,2.28
2011,18,"Caldwell","county",83117,2.17
2012,19,"Caldwell","county",82605,2.3
2013,19,"Caldwell","county",82504,2.3
2014,18,"Caldwell","county",82445,2.18
2015,17,"Caldwell","county",82577,2.06
2016,16,"Caldwell","county",82793,1.93
2017,17,"Caldwell","county",83303,2.04
2000,0,"Camden","county",6885,0
2001,0,"Camden","county",7075,0
2002,0,"Camden","county",7170,0
2003,0,"Camden","county",7265,0
2004,0,"Camden","county",7852,0
2005,0,"Camden","county",8881,0
2006,0,"Camden","county",9298,0
2007,0,"Camden","county",9519,0
2008,0,"Camden","county",9657,0
2009,0,"Camden","county",9655,0
2010,0,"Camden","county",10000,0
2011,0,"Camden","county",9921,0
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2000,24,"Carteret","county",59383,4.04
2001,24,"Carteret","county",59600,4.03
2002,25,"Carteret","county",60157,4.16
2003,24,"Carteret","county",60712,3.95
2004,29,"Carteret","county",61122,4.74
2005,30,"Carteret","county",62436,4.8
2006,29,"Carteret","county",63557,4.56
2007,30,"Carteret","county",63294,4.74
2008,26,"Carteret","county",63535,4.09
2009,29,"Carteret","county",64724,4.48
2010,33,"Carteret","county",66712,4.95
2011,31,"Carteret","county",67696,4.58
2012,35,"Carteret","county",68362,5.12
2013,37,"Carteret","county",69239,5.34
2014,37,"Carteret","county",69350,5.34
2015,26,"Carteret","county",69826,3.72
2016,27,"Carteret","county",69881,3.86
2017,23,"Carteret","county",70190,3.28
2000,4,"Caswell","county",23501,1.7
2001,3,"Caswell","county",23718,1.26
2002,3,"Caswell","county",24014,1.25
2003,4,"Caswell","county",24310,1.65
2004,4,"Caswell","county",23965,1.67
2005,3,"Caswell","county",23857,1.26
2006,2,"Caswell","county",23541,0.85
2007,2,"Caswell","county",23508,0.85
2008,1,"Caswell","county",23356,0.43
2009,2,"Caswell","county",23464,0.85
2010,2,"Caswell","county",23676,0.84
2011,3,"Caswell","county",23654,1.27
2012,3,"Caswell","county",23492,1.28
2013,2,"Caswell","county",23844,0.84
2014,2,"Caswell","county",23602,0.85
2015,2,"Caswell","county",23606,0.85
2016,3,"Caswell","county",23689,1.27
2017,3,"Caswell","county",23699,1.27
2000,45,"Catawba","county",141685,3.18
2001,42,"Catawba","county",145106,2.89
2002,42,"Catawba","county",147428,2.85
2003,45,"Catawba","county",149750,3.01
2004,46,"Catawba","county",148797,3.09
2005,49,"Catawba","county",149416,3.28
2006,51,"Catawba","county",151126,3.37
2007,55,"Catawba","county",153404,3.59
2008,54,"Catawba","county",154972,3.48
2009,54,"Catawba","county",157034,3.44
2010,56,"Catawba","county",154654,3.62
2011,54,"Catawba","county",154992,3.48
2012,54,"Catawba","county",155494,3.47
2013,54,"Catawba","county",155411,3.47
2014,55,"Catawba","county",155830,3.53
2015,61,"Catawba","county",155828,3.91
2016,60,"Catawba","county",156473,3.83
2017,68,"Catawba","county",156949,4.33
2000,10,"Chatham","county",49329,2.03
2001,9,"Chatham","county",50952,1.77
2002,10,"Chatham","county",51964,1.92
2003,7,"Chatham","county",52976,1.32
2004,9,"Chatham","county",54645,1.65
2005,11,"Chatham","county",56274,1.95
2006,13,"Chatham","county",57708,2.25
2007,15,"Chatham","county",59168,2.54
2008,12,"Chatham","county",60895,1.97
2009,13,"Chatham","county",62492,2.08
2010,15,"Chatham","county",63870,2.35
2011,15,"Chatham","county",64553,2.32
2012,17,"Chatham","county",66545,2.55
