"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2009,133,"Eastern","ahec",1007683,1.32,0.9173,0.0075,0.0827
2010,145,"Eastern","ahec",1035493,1.4,0.931,0,0.0897
2011,157,"Eastern","ahec",1044211,1.5,0.9236,0,0.1019
2012,165,"Eastern","ahec",1055120,1.56,0.9515,0,0.103
2013,171,"Eastern","ahec",1059704,1.61,0.9532,0,0.0994
2014,176,"Eastern","ahec",1060701,1.66,0.9261,0,0.108
2015,188,"Eastern","ahec",1062244,1.77,0.9362,0.0106,0.1117
2016,203,"Eastern","ahec",1061127,1.91,0.9458,0.0246,0.1182
2017,211,"Eastern","ahec",1064705,1.98,0.9431,0.0332,0.0948
2006,79,"Greensboro","ahec",1051795,0.75,0.8481,0,0.1013
2007,94,"Greensboro","ahec",1072610,0.88,0.8404,0,0.1383
2008,108,"Greensboro","ahec",1088392,0.99,0.8333,0.0093,0.1389
2009,105,"Greensboro","ahec",1105017,0.95,0.8476,0,0.1143
2010,105,"Greensboro","ahec",1127674,0.93,0.8381,0,0.1333
2011,110,"Greensboro","ahec",1136068,0.97,0.8273,0,0.1455
2012,117,"Greensboro","ahec",1147212,1.02,0.8376,0,0.1368
2013,126,"Greensboro","ahec",1154755,1.09,0.8413,0.0079,0.1667
2014,125,"Greensboro","ahec",1163764,1.07,0.856,0.032,0.168
2015,128,"Greensboro","ahec",1173064,1.09,0.8516,0.0313,0.1328
2016,132,"Greensboro","ahec",1180482,1.12,0.8636,0.0227,0.1439
2017,127,"Greensboro","ahec",1190264,1.07,0.8661,0.0394,0.1339
2006,89,"Mountain","ahec",717342,1.24,0.8989,0.0112,0.0449
2007,99,"Mountain","ahec",706233,1.4,0.9192,0.0101,0.0404
2008,95,"Mountain","ahec",732921,1.3,0.9158,0.0105,0.0421
2009,96,"Mountain","ahec",739965,1.3,0.9167,0.0208,0.0417
2010,99,"Mountain","ahec",761986,1.3,0.899,0.0202,0.0404
2011,109,"Mountain","ahec",770362,1.41,0.8716,0.0275,0.0459
2012,120,"Mountain","ahec",769642,1.56,0.875,0.0417,0.05
2013,121,"Mountain","ahec",776064,1.56,0.8843,0.0579,0.0579
2014,132,"Mountain","ahec",781867,1.69,0.8864,0.053,0.053
2015,139,"Mountain","ahec",789383,1.76,0.8705,0.0576,0.0576
2016,156,"Mountain","ahec",799550,1.95,0.8974,0.0385,0.0321
2017,189,"Mountain","ahec",807857,2.34,0.8942,0.0423,0.0212
2006,191,"Northwest","ahec",1484611,1.29,0.8848,0.0105,0.0524
2007,200,"Northwest","ahec",1504826,1.33,0.89,0.015,0.055
2008,208,"Northwest","ahec",1524295,1.36,0.875,0.0096,0.0625
2009,223,"Northwest","ahec",1546737,1.44,0.87,0.0135,0.0762
2010,238,"Northwest","ahec",1558340,1.53,0.8655,0.0126,0.0882
2011,244,"Northwest","ahec",1563589,1.56,0.873,0.0246,0.082
2012,259,"Northwest","ahec",1566740,1.65,0.8764,0.0232,0.0927
2013,263,"Northwest","ahec",1571258,1.67,0.8783,0.0342,0.0951
2014,268,"Northwest","ahec",1579059,1.7,0.8769,0.0261,0.0933
2015,288,"Northwest","ahec",1586703,1.82,0.8785,0.0382,0.0972
2016,311,"Northwest","ahec",1598199,1.95,0.8585,0.0386,0.0868
2017,325,"Northwest","ahec",1610400,2.02,0.8585,0.0431,0.1046
2006,69,"South East","ahec",435180,1.59,0.942,0,0.029
2007,77,"South East","ahec",447385,1.72,0.9351,0,0.039
2008,85,"South East","ahec",455190,1.87,0.9294,0.0118,0.0471
2009,93,"South East","ahec",464312,2,0.9247,0.0108,0.0538
2010,94,"South East","ahec",481052,1.95,0.9362,0.0106,0.0532
2011,98,"South East","ahec",487484,2.01,0.9388,0.0102,0.051
2012,99,"South East","ahec",494872,2,0.9293,0.0101,0.0404
2013,118,"South East","ahec",502936,2.35,0.8898,0.0085,0.0339
2014,122,"South East","ahec",509080,2.4,0.877,0.0082,0.0328
2015,132,"South East","ahec",518781,2.54,0.9015,0.0152,0.0227
2016,137,"South East","ahec",527596,2.6,0.8905,0.0219,0.0219
2017,139,"South East","ahec",536440,2.59,0.8921,0.0216,0.0288
2006,63,"Southern Regional","ahec",844402,0.75,0.8413,0,0.1587
2007,69,"Southern Regional","ahec",856935,0.81,0.8841,0.0145,0.1739
2008,67,"Southern Regional","ahec",868197,0.77,0.8955,0,0.209
2009,78,"Southern Regional","ahec",879444,0.89,0.859,0,0.1923
2010,87,"Southern Regional","ahec",888443,0.98,0.8621,0,0.1724
2011,101,"Southern Regional","ahec",900751,1.12,0.8812,0,0.1782
2012,100,"Southern Regional","ahec",909169,1.1,0.89,0.01,0.17
2013,107,"Southern Regional","ahec",914274,1.17,0.8785,0.0093,0.1682
2014,114,"Southern Regional","ahec",913874,1.25,0.886,0.0175,0.1491
2015,119,"Southern Regional","ahec",915808,1.3,0.8571,0.0084,0.1681
2016,129,"Southern Regional","ahec",918447,1.4,0.8527,0.0078,0.1628
2017,133,"Southern Regional","ahec",921525,1.44,0.8421,0.0075,0.1805
2006,91,"Wake AHEC","ahec",1454152,0.63,0.8901,0.011,0.1429
2007,103,"Wake AHEC","ahec",1514267,0.68,0.9223,0,0.1553
2008,110,"Wake AHEC","ahec",1560428,0.7,0.9273,0.0091,0.1455
2009,114,"Wake AHEC","ahec",1604088,0.71,0.9386,0.0088,0.1316
2010,127,"Wake AHEC","ahec",1631633,0.78,0.9291,0.0079,0.1654
2011,135,"Wake AHEC","ahec",1657781,0.81,0.9407,0.0148,0.163
2012,148,"Wake AHEC","ahec",1686053,0.88,0.9324,0.0135,0.1622
2013,162,"Wake AHEC","ahec",1712629,0.95,0.9198,0.0185,0.1543
2014,158,"Wake AHEC","ahec",1742928,0.91,0.9304,0.0253,0.1772
2015,170,"Wake AHEC","ahec",1776174,0.96,0.9176,0.0118,0.1765
2016,190,"Wake AHEC","ahec",1806644,1.05,0.9211,0.0211,0.1579
2017,204,"Wake AHEC","ahec",1840349,1.11,0.9314,0.0245,0.1471
2006,6,"Alamance","county",139786,0.43,1,0,0
2007,10,"Alamance","county",143154,0.7,0.9,0,0
2008,11,"Alamance","county",146025,0.75,0.8182,0,0
2009,12,"Alamance","county",148361,0.81,0.9167,0,0
2010,12,"Alamance","county",151745,0.79,0.8333,0,0.0833
2011,14,"Alamance","county",152531,0.92,0.9286,0,0.0714
2012,18,"Alamance","county",153029,1.18,0.9444,0,0.1667
2013,19,"Alamance","county",153595,1.24,0.8947,0.0526,0.1579
2014,18,"Alamance","county",155789,1.16,0.9444,0.0556,0.1667
2015,16,"Alamance","county",157522,1.02,0.9375,0,0.125
2016,19,"Alamance","county",159054,1.19,0.9474,0,0.1579
2017,18,"Alamance","county",161076,1.12,0.9444,0,0.1667
2006,4,"Alexander","county",36296,1.1,-9,-9,-9
2007,3,"Alexander","county",36656,0.82,-9,-9,-9
2008,3,"Alexander","county",36957,0.81,-9,-9,-9
2009,2,"Alexander","county",37318,0.54,-9,-9,-9
2010,4,"Alexander","county",37254,1.07,-9,-9,-9
2011,2,"Alexander","county",37528,0.53,-9,-9,-9
2012,3,"Alexander","county",37389,0.8,-9,-9,-9
2013,3,"Alexander","county",37436,0.8,-9,-9,-9
2014,4,"Alexander","county",37832,1.06,-9,-9,-9
2015,4,"Alexander","county",37952,1.05,-9,-9,-9
2016,4,"Alexander","county",38284,1.04,-9,-9,-9
2017,6,"Alexander","county",38452,1.56,0.6667,0,0.1667
2006,2,"Alleghany","county",11000,1.82,-9,-9,-9
2007,3,"Alleghany","county",11088,2.71,-9,-9,-9
2008,2,"Alleghany","county",11075,1.81,-9,-9,-9
2009,3,"Alleghany","county",11227,2.67,-9,-9,-9
2010,2,"Alleghany","county",11171,1.79,-9,-9,-9
2011,2,"Alleghany","county",11069,1.81,-9,-9,-9
2012,1,"Alleghany","county",10971,0.91,-9,-9,-9
2013,1,"Alleghany","county",11052,0.9,-9,-9,-9
2014,1,"Alleghany","county",11099,0.9,-9,-9,-9
2015,2,"Alleghany","county",11190,1.79,-9,-9,-9
2016,2,"Alleghany","county",11202,1.79,-9,-9,-9
2017,2,"Alleghany","county",11233,1.78,-9,-9,-9
2006,5,"Anson","county",25372,1.97,1,0,0
2007,3,"Anson","county",25332,1.18,-9,-9,-9
2008,2,"Anson","county",25368,0.79,-9,-9,-9
2009,5,"Anson","county",25193,1.98,1,0,0
2010,4,"Anson","county",26973,1.48,-9,-9,-9
2011,4,"Anson","county",25822,1.55,-9,-9,-9
2012,5,"Anson","county",26626,1.88,1,0,0
2013,5,"Anson","county",26318,1.9,1,0,0
2014,4,"Anson","county",26468,1.51,-9,-9,-9
2015,5,"Anson","county",26155,1.91,1,0,0
2016,7,"Anson","county",25628,2.73,0.8571,0,0.1429
2017,6,"Anson","county",25626,2.34,0.8333,0,0.1667
2006,2,"Ashe","county",25778,0.78,-9,-9,-9
2007,3,"Ashe","county",26003,1.15,-9,-9,-9
2008,2,"Ashe","county",26325,0.76,-9,-9,-9
2009,0,"Ashe","county",26498,0,-9,-9,-9
2010,2,"Ashe","county",27378,0.73,-9,-9,-9
2011,2,"Ashe","county",27423,0.73,-9,-9,-9
2012,2,"Ashe","county",27361,0.73,-9,-9,-9
2013,2,"Ashe","county",27434,0.73,-9,-9,-9
2014,2,"Ashe","county",27448,0.73,-9,-9,-9
2015,2,"Ashe","county",27332,0.73,-9,-9,-9
2016,2,"Ashe","county",27344,0.73,-9,-9,-9
2017,2,"Ashe","county",27218,0.73,-9,-9,-9
2006,1,"Avery","county",18174,0.55,-9,-9,-9
2007,2,"Avery","county",18292,1.09,-9,-9,-9
2008,4,"Avery","county",18429,2.17,-9,-9,-9
2009,1,"Avery","county",18301,0.55,-9,-9,-9
2010,1,"Avery","county",17812,0.56,-9,-9,-9
2011,1,"Avery","county",17834,0.56,-9,-9,-9
2012,4,"Avery","county",17764,2.25,-9,-9,-9
2013,1,"Avery","county",17872,0.56,-9,-9,-9
2014,1,"Avery","county",17895,0.56,-9,-9,-9
2015,2,"Avery","county",17816,1.12,-9,-9,-9
2016,2,"Avery","county",18098,1.11,-9,-9,-9
2017,1,"Avery","county",18072,0.55,-9,-9,-9
2006,11,"Beaufort","county",46344,2.37,1,0,0
2007,12,"Beaufort","county",46070,2.6,0.9167,0,0.1667
2008,10,"Beaufort","county",46600,2.15,1,0,0.1
2009,9,"Beaufort","county",47401,1.9,1,0,0
2010,12,"Beaufort","county",47929,2.5,1,0,0.0833
2011,11,"Beaufort","county",47854,2.3,1,0,0.0909
2012,16,"Beaufort","county",47901,3.34,1,0,0.0625
2013,15,"Beaufort","county",47777,3.14,1,0,0.0667
2014,15,"Beaufort","county",47717,3.14,1,0,0.0667
2015,16,"Beaufort","county",47829,3.35,1,0,0.0625
2016,20,"Beaufort","county",47610,4.2,0.95,0,0.05
2017,21,"Beaufort","county",47547,4.42,0.9524,0,0.0476
2006,0,"Bertie","county",19352,0,-9,-9,-9
2007,0,"Bertie","county",19971,0,-9,-9,-9
2008,0,"Bertie","county",20072,0,-9,-9,-9
2009,1,"Bertie","county",20104,0.5,-9,-9,-9
2010,1,"Bertie","county",21313,0.47,-9,-9,-9
2011,3,"Bertie","county",20890,1.44,-9,-9,-9
2012,3,"Bertie","county",20665,1.45,-9,-9,-9
2013,4,"Bertie","county",20595,1.94,-9,-9,-9
2014,2,"Bertie","county",20617,0.97,-9,-9,-9
2015,5,"Bertie","county",20533,2.44,1,0,0.2
2016,4,"Bertie","county",19847,2.02,-9,-9,-9
2017,4,"Bertie","county",19881,2.01,-9,-9,-9
2006,1,"Bladen","county",32872,0.3,-9,-9,-9
2007,2,"Bladen","county",32500,0.62,-9,-9,-9
2008,1,"Bladen","county",32184,0.31,-9,-9,-9
2009,1,"Bladen","county",32046,0.31,-9,-9,-9
2010,2,"Bladen","county",35243,0.57,-9,-9,-9
2011,3,"Bladen","county",35148,0.85,-9,-9,-9
2012,1,"Bladen","county",35200,0.28,-9,-9,-9
2013,4,"Bladen","county",35209,1.14,-9,-9,-9
2014,3,"Bladen","county",35113,0.85,-9,-9,-9
2015,2,"Bladen","county",35011,0.57,-9,-9,-9
2016,4,"Bladen","county",34667,1.15,-9,-9,-9
2017,1,"Bladen","county",34393,0.29,-9,-9,-9
2006,16,"Brunswick","county",94964,1.68,0.9375,0,0.0625
2007,17,"Brunswick","county",99440,1.71,0.9412,0,0.0588
2008,17,"Brunswick","county",102877,1.65,0.9412,0,0.0588
2009,18,"Brunswick","county",107135,1.68,0.9444,0,0.0556
2010,17,"Brunswick","county",108176,1.57,0.9412,0,0.0588
2011,21,"Brunswick","county",110140,1.91,0.9524,0.0476,0.0952
2012,21,"Brunswick","county",112597,1.87,0.9524,0.0476,0.0476
2013,21,"Brunswick","county",115716,1.81,0.9524,0.0476,0.0476
2014,23,"Brunswick","county",117834,1.95,0.8696,0.0435,0.0435
2015,24,"Brunswick","county",123535,1.94,0.9167,0.0833,0.0417
2016,22,"Brunswick","county",127750,1.72,0.9091,0.0909,0.0455
2017,20,"Brunswick","county",131726,1.52,0.95,0.1,0.05
2006,29,"Buncombe","county",221327,1.31,0.931,0,0.1034
2007,33,"Buncombe","county",225609,1.46,0.9091,0,0.0606
2008,30,"Buncombe","county",227914,1.32,0.9,0,0.0667
2009,33,"Buncombe","county",230450,1.43,0.9091,0,0.0909
2010,29,"Buncombe","county",239179,1.21,0.931,0,0.1034
2011,34,"Buncombe","county",243855,1.39,0.8824,0,0.1176
2012,39,"Buncombe","county",245535,1.59,0.8974,0.0256,0.1026
2013,39,"Buncombe","county",248872,1.57,0.9487,0.0256,0.0769
2014,44,"Buncombe","county",251275,1.75,0.8864,0.0227,0.0455
2015,45,"Buncombe","county",254836,1.77,0.8889,0.0222,0.0444
2016,56,"Buncombe","county",258406,2.17,0.9107,0.0357,0.0179
2017,69,"Buncombe","county",261532,2.64,0.8986,0.0435,0.0145
2006,29,"Burke","county",88664,3.27,0.8966,0,0
2007,34,"Burke","county",88439,3.84,0.9118,0,0
2008,33,"Burke","county",89274,3.7,0.9091,0,0.0303
2009,35,"Burke","county",89669,3.9,0.8571,0,0.0286
2010,34,"Burke","county",91008,3.74,0.8529,0.0294,0.0294
2011,36,"Burke","county",90722,3.97,0.8889,0.0833,0.0556
2012,34,"Burke","county",89977,3.78,0.8529,0.0588,0.0588
2013,36,"Burke","county",89519,4.02,0.8611,0.1111,0.0556
2014,29,"Burke","county",89197,3.25,0.8621,0.1034,0.069
2015,32,"Burke","county",89114,3.59,0.8125,0.0938,0.0625
2016,31,"Burke","county",89814,3.45,0.871,0.0645,0.0645
2017,32,"Burke","county",90246,3.55,0.9063,0.0938,0.0625
2006,23,"Cabarrus","county",157176,1.46,1,0,0
2007,25,"Cabarrus","county",164384,1.52,0.96,0,0
2008,28,"Cabarrus","county",170448,1.64,0.8929,0,0
2009,32,"Cabarrus","county",174294,1.84,0.875,0,0
2010,31,"Cabarrus","county",179025,1.73,0.9032,0,0
2011,32,"Cabarrus","county",181253,1.77,0.875,0,0.0313
2012,31,"Cabarrus","county",183565,1.69,0.871,0,0
2013,35,"Cabarrus","county",186457,1.88,0.9143,0,0
2014,37,"Cabarrus","county",191060,1.94,0.7838,0,0.0541
2015,40,"Cabarrus","county",195714,2.04,0.825,0,0.125
2016,39,"Cabarrus","county",200663,1.94,0.9231,0,0.1538
2017,45,"Cabarrus","county",205473,2.19,0.8889,0,0.1111
2006,14,"Caldwell","county",79297,1.77,0.9286,0,0.0714
2007,12,"Caldwell","county",79376,1.51,1,0,0.0833
2008,14,"Caldwell","county",80038,1.75,0.9286,0,0.0714
2009,11,"Caldwell","county",80141,1.37,1,0,0
2010,15,"Caldwell","county",83176,1.8,0.8667,0,0
2011,19,"Caldwell","county",83117,2.29,0.8947,0.0526,0
2012,19,"Caldwell","county",82605,2.3,0.8947,0.0526,0
2013,19,"Caldwell","county",82504,2.3,0.8947,0.0526,0.0526
2014,17,"Caldwell","county",82445,2.06,0.9412,0,0
2015,14,"Caldwell","county",82577,1.7,0.8571,0.0714,0
2016,15,"Caldwell","county",82793,1.81,0.8,0.1333,0
2017,16,"Caldwell","county",83303,1.92,0.75,0.0625,0
2006,0,"Camden","county",9298,0,-9,-9,-9
2007,0,"Camden","county",9519,0,-9,-9,-9
2008,0,"Camden","county",9657,0,-9,-9,-9
2009,0,"Camden","county",9655,0,-9,-9,-9
2010,0,"Camden","county",10000,0,-9,-9,-9
2011,0,"Camden","county",9921,0,-9,-9,-9
2012,0,"Camden","county",9922,0,-9,-9,-9
2013,0,"Camden","county",10174,0,-9,-9,-9
2014,0,"Camden","county",10251,0,-9,-9,-9
2015,0,"Camden","county",10224,0,-9,-9,-9
2016,0,"Camden","county",10287,0,-9,-9,-9
2017,0,"Camden","county",10359,0,-9,-9,-9
2006,2,"Carteret","county",63557,0.31,-9,-9,-9
2007,2,"Carteret","county",63294,0.32,-9,-9,-9
2008,4,"Carteret","county",63535,0.63,-9,-9,-9
2009,5,"Carteret","county",64724,0.77,1,0,0
2010,5,"Carteret","county",66712,0.75,1,0,0
2011,4,"Carteret","county",67696,0.59,-9,-9,-9
2012,11,"Carteret","county",68362,1.61,1,0,0
2013,14,"Carteret","county",69239,2.02,1,0,0
2014,14,"Carteret","county",69350,2.02,0.9286,0,0
2015,10,"Carteret","county",69826,1.43,0.9,0,0
2016,8,"Carteret","county",69881,1.14,1,0,0
2017,10,"Carteret","county",70190,1.42,1,0,0
2006,1,"Caswell","county",23541,0.42,-9,-9,-9
2007,2,"Caswell","county",23508,0.85,-9,-9,-9
2008,1,"Caswell","county",23356,0.43,-9,-9,-9
2009,3,"Caswell","county",23464,1.28,-9,-9,-9
2010,3,"Caswell","county",23676,1.27,-9,-9,-9
2011,1,"Caswell","county",23654,0.42,-9,-9,-9
2012,3,"Caswell","county",23492,1.28,-9,-9,-9
2013,4,"Caswell","county",23844,1.68,-9,-9,-9
2014,4,"Caswell","county",23602,1.69,-9,-9,-9
2015,3,"Caswell","county",23606,1.27,-9,-9,-9
2016,5,"Caswell","county",23689,2.11,1,0,0
2017,3,"Caswell","county",23699,1.27,-9,-9,-9
2006,29,"Catawba","county",151126,1.92,0.8621,0,0.0345
2007,28,"Catawba","county",153404,1.83,0.8214,0,0.0357
2008,28,"Catawba","county",154972,1.81,0.8571,0,0.0357
2009,40,"Catawba","county",157034,2.55,0.8,0,0.075
2010,39,"Catawba","county",154654,2.52,0.8718,0.0256,0.0769
2011,33,"Catawba","county",154992,2.13,0.8788,0.0303,0.0606
2012,38,"Catawba","county",155494,2.44,0.8947,0.0526,0.0789
2013,36,"Catawba","county",155411,2.32,0.9167,0.0556,0.0833
2014,41,"Catawba","county",155830,2.63,0.878,0.0488,0.0732
2015,42,"Catawba","county",155828,2.7,0.9048,0.0714,0.0714
2016,43,"Catawba","county",156473,2.75,0.907,0.0698,0.0698
2017,47,"Catawba","county",156949,2.99,0.8723,0.0851,0.0638
2006,2,"Chatham","county",57708,0.35,-9,-9,-9
2007,1,"Chatham","county",59168,0.17,-9,-9,-9
2008,6,"Chatham","county",60895,0.99,0.8333,0.1667,0
2009,1,"Chatham","county",62492,0.16,-9,-9,-9
2010,3,"Chatham","county",63870,0.47,-9,-9,-9
2011,1,"Chatham","county",64553,0.15,-9,-9,-9
2012,3,"Chatham","county",66545,0.45,-9,-9,-9
2013,5,"Chatham","county",67620,0.74,1,0,0
2014,5,"Chatham","county",68725,0.73,1,0,0
2015,6,"Chatham","county",71815,0.84,1,0,0
2016,4,"Chatham","county",73286,0.55,-9,-9,-9
2017,6,"Chatham","county",74835,0.8,1,0,0
2006,4,"Cherokee","county",26727,1.5,-9,-9,-9
2007,5,"Cherokee","county",27026,1.85,1,0,0
2008,4,"Cherokee","county",26869,1.49,-9,-9,-9
2009,4,"Cherokee","county",26798,1.49,-9,-9,-9
2010,3,"Cherokee","county",27527,1.09,-9,-9,-9
2011,2,"Cherokee","county",27300,0.73,-9,-9,-9
2012,2,"Cherokee","county",27030,0.74,-9,-9,-9
2013,3,"Cherokee","county",27471,1.09,-9,-9,-9
2014,4,"Cherokee","county",27451,1.46,-9,-9,-9
2015,4,"Cherokee","county",27770,1.44,-9,-9,-9
2016,1,"Cherokee","county",28591,0.35,-9,-9,-9
2017,4,"Cherokee","county",29216,1.37,-9,-9,-9
2006,1,"Chowan","county",14677,0.68,-9,-9,-9
2007,0,"Chowan","county",14660,0,-9,-9,-9
2008,0,"Chowan","county",14688,0,-9,-9,-9
2009,1,"Chowan","county",14818,0.67,-9,-9,-9
2010,2,"Chowan","county",14761,1.35,-9,-9,-9
2011,2,"Chowan","county",14796,1.35,-9,-9,-9
2012,2,"Chowan","county",14743,1.36,-9,-9,-9
2013,2,"Chowan","county",14815,1.35,-9,-9,-9
2014,1,"Chowan","county",14636,0.68,-9,-9,-9
2015,1,"Chowan","county",14541,0.69,-9,-9,-9
2016,1,"Chowan","county",14410,0.69,-9,-9,-9
2017,1,"Chowan","county",14292,0.7,-9,-9,-9
2006,1,"Clay","county",10116,0.99,-9,-9,-9
2007,1,"Clay","county",10326,0.97,-9,-9,-9
2008,1,"Clay","county",10310,0.97,-9,-9,-9
2009,1,"Clay","county",10370,0.96,-9,-9,-9
2010,1,"Clay","county",10622,0.94,-9,-9,-9
2011,1,"Clay","county",10460,0.96,-9,-9,-9
2012,1,"Clay","county",10520,0.95,-9,-9,-9
2013,1,"Clay","county",10794,0.93,-9,-9,-9
2014,1,"Clay","county",10794,0.93,-9,-9,-9
2015,1,"Clay","county",11036,0.91,-9,-9,-9
2016,2,"Clay","county",11320,1.77,-9,-9,-9
2017,2,"Clay","county",11488,1.74,-9,-9,-9
2006,12,"Cleveland","county",96720,1.24,0.9167,0.0833,0.1667
2007,14,"Cleveland","county",97144,1.44,0.8571,0.0714,0.1429
2008,12,"Cleveland","county",97953,1.23,0.8333,0,0.0833
2009,13,"Cleveland","county",98638,1.32,0.8462,0.0769,0.0769
2010,11,"Cleveland","county",98249,1.12,0.9091,0.0909,0.0909
2011,11,"Cleveland","county",98209,1.12,0.8182,0.0909,0.0909
2012,11,"Cleveland","county",97702,1.13,0.8182,0.0909,0.0909
2013,10,"Cleveland","county",97429,1.03,0.9,0.1,0
2014,13,"Cleveland","county",97920,1.33,0.8462,0.0769,0
2015,13,"Cleveland","county",97871,1.33,0.8462,0,0.1538
2016,16,"Cleveland","county",98244,1.63,0.875,0,0.125
2017,13,"Cleveland","county",98580,1.32,0.9231,0.0769,0
2006,6,"Columbus","county",54666,1.1,1,0,0
2007,4,"Columbus","county",54460,0.73,-9,-9,-9
2008,7,"Columbus","county",54758,1.28,1,0,0
2009,5,"Columbus","county",56299,0.89,1,0,0
2010,5,"Columbus","county",58204,0.86,1,0,0
2011,8,"Columbus","county",57657,1.39,1,0,0
2012,9,"Columbus","county",57862,1.56,1,0,0
2013,10,"Columbus","county",57739,1.73,0.9,0,0
2014,8,"Columbus","county",57632,1.39,0.875,0,0
2015,12,"Columbus","county",57206,2.1,0.8333,0,0
2016,12,"Columbus","county",57182,2.1,0.8333,0,0
2017,13,"Columbus","county",56941,2.28,0.8462,0,0
2006,14,"Craven","county",95566,1.46,0.9286,0,0
2007,13,"Craven","county",96406,1.35,1,0,0
2008,14,"Craven","county",97766,1.43,1,0,0
2009,14,"Craven","county",100271,1.4,1,0,0
2010,14,"Craven","county",103951,1.35,1,0,0
2011,13,"Craven","county",104965,1.24,0.9231,0,0.0769
2012,12,"Craven","county",105179,1.14,0.9167,0,0.0833
2013,12,"Craven","county",104421,1.15,0.9167,0,0
2014,13,"Craven","county",104520,1.24,0.8462,0,0
2015,12,"Craven","county",103691,1.16,0.8333,0,0
2016,13,"Craven","county",103737,1.25,0.9231,0,0
2017,13,"Craven","county",103735,1.25,0.9231,0,0
2006,21,"Cumberland","county",306545,0.69,0.6667,0,0.2381
2007,23,"Cumberland","county",313616,0.73,0.8261,0,0.3043
2008,19,"Cumberland","county",316945,0.6,0.8947,0,0.3158
2009,27,"Cumberland","county",321121,0.84,0.8519,0,0.2963
2010,27,"Cumberland","county",321018,0.84,0.8519,0,0.4074
2011,31,"Cumberland","county",327643,0.95,0.8387,0,0.4194
2012,39,"Cumberland","county",330754,1.18,0.8205,0.0256,0.3077
2013,49,"Cumberland","county",332553,1.47,0.8163,0.0204,0.2449
2014,45,"Cumberland","county",329403,1.37,0.8222,0.0222,0.2444
2015,52,"Cumberland","county",328860,1.58,0.7885,0.0192,0.2308
2016,51,"Cumberland","county",329824,1.55,0.7843,0.0196,0.2745
2017,54,"Cumberland","county",329604,1.64,0.7963,0.0185,0.2963
2006,1,"Currituck","county",23580,0.42,-9,-9,-9
2007,1,"Currituck","county",23731,0.42,-9,-9,-9
2008,0,"Currituck","county",23486,0,-9,-9,-9
2009,0,"Currituck","county",23502,0,-9,-9,-9
2010,0,"Currituck","county",23559,0,-9,-9,-9
2011,0,"Currituck","county",23643,0,-9,-9,-9
2012,1,"Currituck","county",23767,0.42,-9,-9,-9
2013,3,"Currituck","county",24506,1.22,-9,-9,-9
2014,2,"Currituck","county",25072,0.8,-9,-9,-9
2015,1,"Currituck","county",25627,0.39,-9,-9,-9
2016,1,"Currituck","county",26101,0.38,-9,-9,-9
2017,2,"Currituck","county",26604,0.75,-9,-9,-9
2006,1,"Dare","county",34730,0.29,-9,-9,-9
2007,1,"Dare","county",34272,0.29,-9,-9,-9
2008,2,"Dare","county",33812,0.59,-9,-9,-9
2009,2,"Dare","county",34253,0.58,-9,-9,-9
2010,1,"Dare","county",33886,0.3,-9,-9,-9
2011,2,"Dare","county",34216,0.58,-9,-9,-9
2012,3,"Dare","county",34810,0.86,-9,-9,-9
2013,3,"Dare","county",35273,0.85,-9,-9,-9
2014,3,"Dare","county",35415,0.85,-9,-9,-9
