"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2009,1991,"Wake AHEC","ahec",1604088,12.41,0.6308,0.0452,0.0693
2010,1995,"Wake AHEC","ahec",1631633,12.23,0.6356,0.0451,0.0702
2011,2080,"Wake AHEC","ahec",1657781,12.55,0.6308,0.037,0.0731
2012,2268,"Wake AHEC","ahec",1686053,13.45,0.6437,0.0406,0.071
2013,2346,"Wake AHEC","ahec",1712629,13.7,0.6475,0.0401,0.0767
2014,2470,"Wake AHEC","ahec",1742928,14.17,0.6417,0.0409,0.0781
2015,2616,"Wake AHEC","ahec",1776174,14.73,0.6426,0.0432,0.083
2016,2722,"Wake AHEC","ahec",1806644,15.07,0.64,0.0492,0.0823
2017,2738,"Wake AHEC","ahec",1840349,14.88,0.6344,0.0464,0.0778
2000,99,"Alamance","county",130800,7.57,0.5051,0.0909,0.0202
2001,100,"Alamance","county",133598,7.49,0.57,0.08,0.05
2002,102,"Alamance","county",136034,7.5,0.5196,0.098,0.0196
2003,102,"Alamance","county",138471,7.37,0.5686,0.0784,0.0196
2004,101,"Alamance","county",138754,7.28,0.5743,0.0792,0.0297
2005,107,"Alamance","county",138788,7.71,0.5421,0.0748,0.0187
2006,109,"Alamance","county",139786,7.8,0.5963,0.0826,0.0275
2007,112,"Alamance","county",143154,7.82,0.5446,0.0893,0.0268
2008,117,"Alamance","county",146025,8.01,0.5812,0.1026,0.0427
2009,121,"Alamance","county",148361,8.16,0.5372,0.0909,0.0248
2010,122,"Alamance","county",151745,8.04,0.5328,0.0984,0.0246
2011,122,"Alamance","county",152531,8,0.5738,0.0656,0
2012,125,"Alamance","county",153029,8.17,0.608,0.072,0.008
2013,114,"Alamance","county",153595,7.42,0.6053,0.0789,0.0175
2014,126,"Alamance","county",155789,8.09,0.6032,0.0714,0.0476
2015,137,"Alamance","county",157522,8.7,0.6058,0.0876,0.0292
2016,135,"Alamance","county",159054,8.49,0.5852,0.0889,0.0222
2017,141,"Alamance","county",161076,8.75,0.5674,0.0993,0.0284
2000,15,"Alexander","county",33603,4.46,0.2667,0.0667,0
2001,15,"Alexander","county",33961,4.42,0.2,0.1333,0
2002,17,"Alexander","county",34626,4.91,0.2353,0.1176,0
2003,15,"Alexander","county",35292,4.25,0.2667,0.2,0
2004,14,"Alexander","county",35165,3.98,0.2143,0.2143,0
2005,19,"Alexander","county",35545,5.35,0.3158,0.1579,0.0526
2006,19,"Alexander","county",36296,5.23,0.2632,0.1579,0
2007,19,"Alexander","county",36656,5.18,0.3158,0.2105,0
2008,19,"Alexander","county",36957,5.14,0.3684,0.2632,0.0526
2009,18,"Alexander","county",37318,4.82,0.3333,0.2222,0
2010,17,"Alexander","county",37254,4.56,0.2941,0.2353,0
2011,20,"Alexander","county",37528,5.33,0.25,0.25,0
2012,25,"Alexander","county",37389,6.69,0.28,0.24,0
2013,24,"Alexander","county",37436,6.41,0.2917,0.2083,0
2014,18,"Alexander","county",37832,4.76,0.3889,0.1111,0
2015,19,"Alexander","county",37952,5.01,0.3684,0.1053,0
2016,19,"Alexander","county",38284,4.96,0.5263,0.1053,0
2017,19,"Alexander","county",38452,4.94,0.5263,0.1579,0
2000,4,"Alleghany","county",10677,3.75,-9,-9,-9
2001,5,"Alleghany","county",10754,4.65,0.4,0,0
2002,5,"Alleghany","county",10866,4.6,0.2,0,0
2003,3,"Alleghany","county",10978,2.73,-9,-9,-9
2004,5,"Alleghany","county",10912,4.58,0.4,0,0
2005,7,"Alleghany","county",10913,6.41,0.4286,0.1429,0
2006,7,"Alleghany","county",11000,6.36,0.4286,0.1429,0
2007,7,"Alleghany","county",11088,6.31,0.4286,0.1429,0
2008,7,"Alleghany","county",11075,6.32,0.5714,0,0
2009,5,"Alleghany","county",11227,4.45,0.6,0,0
2010,7,"Alleghany","county",11171,6.27,0.7143,0,0
2011,6,"Alleghany","county",11069,5.42,0.6667,0,0
2012,4,"Alleghany","county",10971,3.65,-9,-9,-9
2013,6,"Alleghany","county",11052,5.43,0.5,0.1667,0
2014,5,"Alleghany","county",11099,4.5,0.6,0,0
2015,6,"Alleghany","county",11190,5.36,0.6667,0,0
2016,6,"Alleghany","county",11202,5.36,0.6667,0,0
2017,5,"Alleghany","county",11233,4.45,0.6,0,0
2000,12,"Anson","county",25275,4.75,0.5,0.0833,0
2001,10,"Anson","county",25323,3.95,0.4,0.1,0
2002,10,"Anson","county",25496,3.92,0.5,0.1,0.1
2003,10,"Anson","county",25671,3.9,0.5,0.1,0
2004,11,"Anson","county",25384,4.33,0.4545,0.1818,0
2005,8,"Anson","county",25848,3.1,0.375,0.125,0
2006,10,"Anson","county",25372,3.94,0.4,0.1,0
2007,9,"Anson","county",25332,3.55,0.4444,0.1111,0
2008,10,"Anson","county",25368,3.94,0.6,0.1,0.1
2009,11,"Anson","county",25193,4.37,0.4545,0.0909,0
2010,13,"Anson","county",26973,4.82,0.4615,0.2308,0.0769
2011,11,"Anson","county",25822,4.26,0.5455,0.1818,0.1818
2012,11,"Anson","county",26626,4.13,0.6364,0.1818,0.1818
2013,14,"Anson","county",26318,5.32,0.5714,0.2143,0.1429
2014,16,"Anson","county",26468,6.05,0.625,0.1875,0.1875
2015,13,"Anson","county",26155,4.97,0.6923,0.0769,0.1538
2016,11,"Anson","county",25628,4.29,0.7273,0.0909,0.1818
2017,8,"Anson","county",25626,3.12,0.875,0.25,0.125
2000,15,"Ashe","county",24384,6.15,0.5333,0.2,0
2001,14,"Ashe","county",24799,5.65,0.5,0.2143,0
2002,17,"Ashe","county",24970,6.81,0.4706,0.1765,0
2003,19,"Ashe","county",25142,7.56,0.4737,0.1579,0
2004,19,"Ashe","county",25320,7.5,0.4211,0.2105,0
2005,15,"Ashe","county",25279,5.93,0.4,0.2,0
2006,16,"Ashe","county",25778,6.21,0.4375,0.125,0
2007,17,"Ashe","county",26003,6.54,0.4118,0.1176,0
2008,17,"Ashe","county",26325,6.46,0.4706,0.1176,0
2009,16,"Ashe","county",26498,6.04,0.5,0.125,0
2010,17,"Ashe","county",27378,6.21,0.5294,0.1176,0
2011,16,"Ashe","county",27423,5.83,0.5625,0.125,0
2012,18,"Ashe","county",27361,6.58,0.6111,0.1667,0
2013,21,"Ashe","county",27434,7.65,0.6667,0.1429,0
2014,22,"Ashe","county",27448,8.02,0.6818,0.1364,0
2015,24,"Ashe","county",27332,8.78,0.625,0.1667,0
2016,23,"Ashe","county",27344,8.41,0.6522,0.1304,0
2017,24,"Ashe","county",27218,8.82,0.5833,0.125,0.0417
2000,13,"Avery","county",17167,7.57,0.2308,0,0
2001,16,"Avery","county",17706,9.04,0.25,0.0625,0
2002,16,"Avery","county",17844,8.97,0.25,0,0
2003,17,"Avery","county",17980,9.45,0.2353,0.1765,0
2004,17,"Avery","county",18221,9.33,0.2941,0.1765,0
2005,19,"Avery","county",18195,10.44,0.3684,0.1579,0
2006,17,"Avery","county",18174,9.35,0.3529,0.1765,0
2007,18,"Avery","county",18292,9.84,0.3889,0.1667,0
2008,20,"Avery","county",18429,10.85,0.4,0.15,0
2009,17,"Avery","county",18301,9.29,0.4118,0.1176,0
2010,18,"Avery","county",17812,10.11,0.3889,0.1111,0
2011,17,"Avery","county",17834,9.53,0.4706,0.1176,0
2012,20,"Avery","county",17764,11.26,0.55,0.05,0
2013,20,"Avery","county",17872,11.19,0.55,0.05,0
2014,14,"Avery","county",17895,7.82,0.5714,0.0714,0
2015,20,"Avery","county",17816,11.23,0.55,0.15,0
2016,20,"Avery","county",18098,11.05,0.45,0.15,0
2017,20,"Avery","county",18072,11.07,0.55,0.2,0
2000,30,"Beaufort","county",44958,6.67,0.5333,0.0667,0.0333
2001,29,"Beaufort","county",45340,6.4,0.5172,0.1034,0.0345
2002,28,"Beaufort","county",45566,6.14,0.4286,0.1071,0.0357
2003,32,"Beaufort","county",45792,6.99,0.4375,0.125,0.0313
2004,31,"Beaufort","county",45816,6.77,0.5161,0.0968,0.0645
2005,33,"Beaufort","county",46077,7.16,0.5152,0.1212,0.0909
2006,31,"Beaufort","county",46344,6.69,0.4839,0.1613,0.0323
2007,33,"Beaufort","county",46070,7.16,0.5455,0.1515,0
2008,32,"Beaufort","county",46600,6.87,0.4688,0.125,0.0313
2009,33,"Beaufort","county",47401,6.96,0.4242,0.1818,0.0303
2010,34,"Beaufort","county",47929,7.09,0.4412,0.1765,0.0294
2011,39,"Beaufort","county",47854,8.15,0.5128,0.0769,0.0256
2012,44,"Beaufort","county",47901,9.19,0.5,0.1591,0.0227
2013,46,"Beaufort","county",47777,9.63,0.4565,0.087,0.0217
2014,43,"Beaufort","county",47717,9.01,0.4884,0.1163,0.0233
2015,41,"Beaufort","county",47829,8.57,0.4878,0.0976,0.0244
2016,43,"Beaufort","county",47610,9.03,0.5116,0.093,0.0233
2017,43,"Beaufort","county",47547,9.04,0.4419,0.1163,0.0465
2000,8,"Bertie","county",19773,4.05,0.25,0,0.125
2001,10,"Bertie","county",19857,5.04,0.2,0.3,0.1
2002,6,"Bertie","county",19753,3.04,0.1667,0.1667,0
2003,5,"Bertie","county",19649,2.54,0.2,0.2,0
2004,8,"Bertie","county",19748,4.05,0.125,0.125,0
2005,8,"Bertie","county",19700,4.06,0.125,0.25,0
2006,8,"Bertie","county",19352,4.13,0.125,0.375,0
2007,9,"Bertie","county",19971,4.51,0.2222,0.4444,0
2008,9,"Bertie","county",20072,4.48,0.2222,0.4444,0
2009,9,"Bertie","county",20104,4.48,0.2222,0.3333,0
2010,8,"Bertie","county",21313,3.75,0.25,0.375,0
2011,9,"Bertie","county",20890,4.31,0.2222,0.3333,0
2012,7,"Bertie","county",20665,3.39,0.1429,0.5714,0
2013,8,"Bertie","county",20595,3.88,0.375,0.5,0
2014,7,"Bertie","county",20617,3.4,0.7143,0.2857,0
2015,7,"Bertie","county",20533,3.41,0.5714,0.2857,0
2016,6,"Bertie","county",19847,3.02,0.5,0.3333,0
2017,8,"Bertie","county",19881,4.02,0.375,0.375,0
2000,13,"Bladen","county",32278,4.03,0.3846,0,0
2001,13,"Bladen","county",32416,4.01,0.3846,0,0
2002,13,"Bladen","county",32819,3.96,0.3846,0,0
2003,14,"Bladen","county",33222,4.21,0.5,0,0
2004,14,"Bladen","county",33119,4.23,0.5714,0,0
2005,15,"Bladen","county",33204,4.52,0.4667,0.0667,0
2006,15,"Bladen","county",32872,4.56,0.5333,0,0
2007,13,"Bladen","county",32500,4,0.6154,0,0
2008,12,"Bladen","county",32184,3.73,0.5833,0.0833,0.0833
2009,12,"Bladen","county",32046,3.74,0.5833,0.1667,0
2010,13,"Bladen","county",35243,3.69,0.6923,0.0769,0.1538
2011,15,"Bladen","county",35148,4.27,0.8,0.0667,0.1333
2012,17,"Bladen","county",35200,4.83,0.8235,0.0588,0.1176
2013,18,"Bladen","county",35209,5.11,0.7222,0.0556,0.0556
2014,18,"Bladen","county",35113,5.13,0.6667,0.0556,0.0556
2015,19,"Bladen","county",35011,5.43,0.7895,0.1579,0.1579
2016,20,"Bladen","county",34667,5.77,0.8,0.1,0.1
2017,18,"Bladen","county",34393,5.23,0.7778,0.0556,0.0556
2000,46,"Brunswick","county",73143,6.29,0.3913,0.0435,0
2001,57,"Brunswick","county",76892,7.41,0.4211,0.0526,0
2002,57,"Brunswick","county",78822,7.23,0.4561,0.0526,0
2003,56,"Brunswick","county",80751,6.93,0.4464,0.0893,0
2004,63,"Brunswick","county",83787,7.52,0.4921,0.1111,0.0159
2005,69,"Brunswick","county",87715,7.87,0.4638,0.1304,0.029
2006,66,"Brunswick","county",94964,6.95,0.4242,0.1364,0.0303
2007,72,"Brunswick","county",99440,7.24,0.4167,0.1528,0.0139
2008,79,"Brunswick","county",102877,7.68,0.4177,0.1772,0
2009,72,"Brunswick","county",107135,6.72,0.4028,0.1944,0
2010,79,"Brunswick","county",108176,7.3,0.4304,0.1519,0
2011,81,"Brunswick","county",110140,7.35,0.4938,0.1235,0
2012,81,"Brunswick","county",112597,7.19,0.4691,0.1481,0
2013,74,"Brunswick","county",115716,6.39,0.527,0.1216,0
2014,79,"Brunswick","county",117834,6.7,0.5063,0.1266,0
2015,99,"Brunswick","county",123535,8.01,0.5657,0.1414,0
2016,101,"Brunswick","county",127750,7.91,0.5545,0.1386,0
2017,83,"Brunswick","county",131726,6.3,0.5181,0.1566,0
2000,221,"Buncombe","county",206330,10.71,0.4615,0.0633,0.0045
2001,223,"Buncombe","county",208593,10.69,0.4888,0.0628,0.009
2002,236,"Buncombe","county",212044,11.13,0.5042,0.0593,0.0169
2003,252,"Buncombe","county",215496,11.69,0.504,0.0833,0.0159
2004,260,"Buncombe","county",215468,12.07,0.5077,0.0923,0.0192
2005,266,"Buncombe","county",217423,12.23,0.4925,0.1165,0.0188
2006,275,"Buncombe","county",221327,12.43,0.5055,0.1091,0.0182
2007,294,"Buncombe","county",225609,13.03,0.5,0.1088,0.017
2008,300,"Buncombe","county",227914,13.16,0.5167,0.1,0.02
2009,318,"Buncombe","county",230450,13.8,0.5346,0.0943,0.0283
2010,299,"Buncombe","county",239179,12.5,0.5552,0.0836,0.0234
2011,328,"Buncombe","county",243855,13.45,0.5762,0.061,0.0244
2012,358,"Buncombe","county",245535,14.58,0.5698,0.0559,0.0279
2013,377,"Buncombe","county",248872,15.15,0.5809,0.0584,0.0265
2014,403,"Buncombe","county",251275,16.04,0.5757,0.0546,0.0372
2015,409,"Buncombe","county",254836,16.05,0.5795,0.066,0.0318
2016,435,"Buncombe","county",258406,16.83,0.5931,0.0621,0.0391
2017,453,"Buncombe","county",261532,17.32,0.5938,0.1015,0.0331
2000,72,"Burke","county",89148,8.08,0.4167,0.0694,0.0278
2001,79,"Burke","county",89028,8.87,0.4177,0.0759,0.0253
2002,73,"Burke","county",90485,8.07,0.4521,0.0685,0.0274
2003,75,"Burke","county",91943,8.16,0.4933,0.0667,0.0267
2004,73,"Burke","county",89943,8.12,0.4658,0.0822,0.0274
2005,79,"Burke","county",89077,8.87,0.443,0.1266,0.0253
2006,76,"Burke","county",88664,8.57,0.4868,0.1316,0.0263
2007,76,"Burke","county",88439,8.59,0.4737,0.1316,0.0132
2008,74,"Burke","county",89274,8.29,0.5135,0.1622,0.0135
2009,79,"Burke","county",89669,8.81,0.5063,0.1519,0.0127
2010,75,"Burke","county",91008,8.24,0.4933,0.12,0.0133
2011,72,"Burke","county",90722,7.94,0.4861,0.0694,0.0139
2012,77,"Burke","county",89977,8.56,0.4805,0.0909,0.026
2013,77,"Burke","county",89519,8.6,0.5195,0.0649,0.013
2014,81,"Burke","county",89197,9.08,0.4938,0.0494,0.0247
2015,84,"Burke","county",89114,9.43,0.5238,0.0357,0.0357
2016,86,"Burke","county",89814,9.58,0.5116,0.093,0.0349
2017,229,"Burke","county",90246,25.38,0.5764,0.0437,0.1004
2000,115,"Cabarrus","county",131063,8.77,0.5739,0.0348,0.0174
2001,123,"Cabarrus","county",136316,9.02,0.6016,0.0244,0.0325
2002,123,"Cabarrus","county",139811,8.8,0.5935,0.0163,0.0081
2003,127,"Cabarrus","county",143306,8.86,0.5906,0.0236,0.0315
2004,146,"Cabarrus","county",146852,9.94,0.5616,0.0274,0.0274
2005,140,"Cabarrus","county",150249,9.32,0.6429,0.0357,0.0571
2006,151,"Cabarrus","county",157176,9.61,0.6093,0.0397,0.0728
2007,162,"Cabarrus","county",164384,9.85,0.6235,0.0432,0.0494
2008,179,"Cabarrus","county",170448,10.5,0.6201,0.0559,0.0503
2009,160,"Cabarrus","county",174294,9.18,0.6438,0.0438,0.0625
2010,182,"Cabarrus","county",179025,10.17,0.6593,0.0275,0.0659
2011,185,"Cabarrus","county",181253,10.21,0.6378,0.0162,0.0703
2012,195,"Cabarrus","county",183565,10.62,0.6564,0.0154,0.0872
2013,197,"Cabarrus","county",186457,10.57,0.665,0.0203,0.0914
2014,213,"Cabarrus","county",191060,11.15,0.6667,0.0188,0.0798
2015,248,"Cabarrus","county",195714,12.67,0.6653,0.0282,0.0968
2016,249,"Cabarrus","county",200663,12.41,0.6426,0.0241,0.0562
2017,213,"Cabarrus","county",205473,10.37,0.6197,0.0188,0.0376
2000,41,"Caldwell","county",77415,5.3,0.3415,0.0732,0.0244
