"year","total","region","type","population","providerRate"
2011,16,"Area L","ahec",309832,0.52
2012,22,"Area L","ahec",309165,0.71
2013,23,"Area L","ahec",306794,0.75
2014,27,"Area L","ahec",305841,0.88
2015,29,"Area L","ahec",303922,0.95
2016,35,"Area L","ahec",302629,1.16
2017,34,"Area L","ahec",301780,1.13
2011,121,"Charlotte","ahec",1799166,0.67
2012,139,"Charlotte","ahec",1827256,0.76
2013,147,"Charlotte","ahec",1863538,0.79
2014,185,"Charlotte","ahec",1896573,0.98
2015,212,"Charlotte","ahec",1930604,1.1
2016,246,"Charlotte","ahec",1961268,1.25
2017,270,"Charlotte","ahec",1999372,1.35
2011,61,"Eastern","ahec",1044211,0.58
2012,70,"Eastern","ahec",1055120,0.66
2013,85,"Eastern","ahec",1059704,0.8
2014,104,"Eastern","ahec",1060701,0.98
2015,109,"Eastern","ahec",1062244,1.03
2016,118,"Eastern","ahec",1061127,1.11
2017,122,"Eastern","ahec",1064705,1.15
2011,71,"Greensboro","ahec",1136068,0.62
2012,72,"Greensboro","ahec",1147212,0.63
2013,92,"Greensboro","ahec",1154755,0.8
2014,111,"Greensboro","ahec",1163764,0.95
2015,114,"Greensboro","ahec",1173064,0.97
2016,121,"Greensboro","ahec",1180482,1.03
2017,143,"Greensboro","ahec",1190264,1.2
2011,42,"Mountain","ahec",770362,0.55
2012,48,"Mountain","ahec",769642,0.62
2013,67,"Mountain","ahec",776064,0.86
2014,82,"Mountain","ahec",781867,1.05
2015,87,"Mountain","ahec",789383,1.1
2016,90,"Mountain","ahec",799550,1.13
2017,98,"Mountain","ahec",807857,1.21
2011,79,"Northwest","ahec",1563589,0.51
2012,108,"Northwest","ahec",1566740,0.69
2013,93,"Northwest","ahec",1571258,0.59
2014,126,"Northwest","ahec",1579059,0.8
2015,155,"Northwest","ahec",1586703,0.98
2016,174,"Northwest","ahec",1598199,1.09
2017,188,"Northwest","ahec",1610400,1.17
2011,33,"South East","ahec",487484,0.68
2012,37,"South East","ahec",494872,0.75
2013,45,"South East","ahec",502936,0.89
2014,47,"South East","ahec",509080,0.92
2015,55,"South East","ahec",518781,1.06
2016,57,"South East","ahec",527596,1.08
2017,59,"South East","ahec",536440,1.1
2011,53,"Southern Regional","ahec",900751,0.59
2012,64,"Southern Regional","ahec",909169,0.7
2013,76,"Southern Regional","ahec",914274,0.83
2014,101,"Southern Regional","ahec",913874,1.11
2015,116,"Southern Regional","ahec",915808,1.27
2016,126,"Southern Regional","ahec",918447,1.37
2017,126,"Southern Regional","ahec",921525,1.37
2011,105,"Wake AHEC","ahec",1657781,0.63
2012,128,"Wake AHEC","ahec",1686053,0.76
2013,131,"Wake AHEC","ahec",1712629,0.76
2014,164,"Wake AHEC","ahec",1742928,0.94
2015,177,"Wake AHEC","ahec",1776174,1
2016,195,"Wake AHEC","ahec",1806644,1.08
2017,233,"Wake AHEC","ahec",1840349,1.27
2011,9,"Alamance","county",152531,0.59
2012,9,"Alamance","county",153029,0.59
2013,9,"Alamance","county",153595,0.59
2014,14,"Alamance","county",155789,0.9
2015,18,"Alamance","county",157522,1.14
2016,13,"Alamance","county",159054,0.82
2017,13,"Alamance","county",161076,0.81
2011,0,"Alexander","county",37528,0
2012,0,"Alexander","county",37389,0
2013,0,"Alexander","county",37436,0
2014,0,"Alexander","county",37832,0
2015,0,"Alexander","county",37952,0
2016,0,"Alexander","county",38284,0
2017,0,"Alexander","county",38452,0
2011,0,"Alleghany","county",11069,0
2012,0,"Alleghany","county",10971,0
2013,2,"Alleghany","county",11052,1.81
2014,2,"Alleghany","county",11099,1.8
2015,2,"Alleghany","county",11190,1.79
2016,2,"Alleghany","county",11202,1.79
2017,2,"Alleghany","county",11233,1.78
2011,0,"Anson","county",25822,0
2012,1,"Anson","county",26626,0.38
2013,1,"Anson","county",26318,0.38
2014,2,"Anson","county",26468,0.76
2015,1,"Anson","county",26155,0.38
2016,0,"Anson","county",25628,0
2017,0,"Anson","county",25626,0
2011,0,"Ashe","county",27423,0
2012,1,"Ashe","county",27361,0.37
2013,3,"Ashe","county",27434,1.09
2014,4,"Ashe","county",27448,1.46
2015,2,"Ashe","county",27332,0.73
2016,2,"Ashe","county",27344,0.73
2017,2,"Ashe","county",27218,0.73
2011,0,"Avery","county",17834,0
2012,0,"Avery","county",17764,0
2013,0,"Avery","county",17872,0
2014,0,"Avery","county",17895,0
2015,0,"Avery","county",17816,0
2016,0,"Avery","county",18098,0
2017,1,"Avery","county",18072,0.55
2011,3,"Beaufort","county",47854,0.63
2012,4,"Beaufort","county",47901,0.84
2013,7,"Beaufort","county",47777,1.47
2014,7,"Beaufort","county",47717,1.47
2015,5,"Beaufort","county",47829,1.05
2016,6,"Beaufort","county",47610,1.26
2017,6,"Beaufort","county",47547,1.26
2011,0,"Bertie","county",20890,0
2012,0,"Bertie","county",20665,0
2013,0,"Bertie","county",20595,0
2014,0,"Bertie","county",20617,0
2015,0,"Bertie","county",20533,0
2016,0,"Bertie","county",19847,0
2017,0,"Bertie","county",19881,0
2011,0,"Bladen","county",35148,0
2012,0,"Bladen","county",35200,0
2013,1,"Bladen","county",35209,0.28
2014,1,"Bladen","county",35113,0.28
2015,0,"Bladen","county",35011,0
2016,0,"Bladen","county",34667,0
2017,0,"Bladen","county",34393,0
2011,9,"Brunswick","county",110140,0.82
2012,9,"Brunswick","county",112597,0.8
2013,10,"Brunswick","county",115716,0.86
2014,12,"Brunswick","county",117834,1.02
2015,11,"Brunswick","county",123535,0.89
2016,12,"Brunswick","county",127750,0.94
2017,13,"Brunswick","county",131726,0.99
2011,16,"Buncombe","county",243855,0.66
2012,19,"Buncombe","county",245535,0.77
2013,29,"Buncombe","county",248872,1.17
2014,37,"Buncombe","county",251275,1.47
2015,43,"Buncombe","county",254836,1.69
2016,46,"Buncombe","county",258406,1.78
2017,53,"Buncombe","county",261532,2.03
2011,4,"Burke","county",90722,0.44
2012,4,"Burke","county",89977,0.44
2013,2,"Burke","county",89519,0.22
2014,5,"Burke","county",89197,0.56
2015,5,"Burke","county",89114,0.56
2016,9,"Burke","county",89814,1
2017,10,"Burke","county",90246,1.11
2011,17,"Cabarrus","county",181253,0.94
2012,16,"Cabarrus","county",183565,0.87
2013,23,"Cabarrus","county",186457,1.23
2014,26,"Cabarrus","county",191060,1.36
2015,24,"Cabarrus","county",195714,1.23
2016,28,"Cabarrus","county",200663,1.4
2017,26,"Cabarrus","county",205473,1.27
2011,3,"Caldwell","county",83117,0.36
2012,3,"Caldwell","county",82605,0.36
2013,0,"Caldwell","county",82504,0
2014,4,"Caldwell","county",82445,0.49
2015,5,"Caldwell","county",82577,0.61
2016,4,"Caldwell","county",82793,0.48
2017,7,"Caldwell","county",83303,0.84
2011,0,"Camden","county",9921,0
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2011,3,"Carteret","county",67696,0.44
2012,5,"Carteret","county",68362,0.73
2013,5,"Carteret","county",69239,0.72
2014,7,"Carteret","county",69350,1.01
2015,9,"Carteret","county",69826,1.29
2016,7,"Carteret","county",69881,1
2017,6,"Carteret","county",70190,0.85
2011,0,"Caswell","county",23654,0
2012,0,"Caswell","county",23492,0
2013,0,"Caswell","county",23844,0
2014,0,"Caswell","county",23602,0
2015,0,"Caswell","county",23606,0
2016,0,"Caswell","county",23689,0
2017,0,"Caswell","county",23699,0
2011,10,"Catawba","county",154992,0.65
2012,9,"Catawba","county",155494,0.58
2013,9,"Catawba","county",155411,0.58
2014,12,"Catawba","county",155830,0.77
2015,18,"Catawba","county",155828,1.16
2016,19,"Catawba","county",156473,1.21
2017,23,"Catawba","county",156949,1.47
2011,0,"Chatham","county",64553,0
2012,1,"Chatham","county",66545,0.15
2013,0,"Chatham","county",67620,0
2014,0,"Chatham","county",68725,0
2015,0,"Chatham","county",71815,0
2016,0,"Chatham","county",73286,0
2017,0,"Chatham","county",74835,0
2011,3,"Cherokee","county",27300,1.1
2012,1,"Cherokee","county",27030,0.37
2013,4,"Cherokee","county",27471,1.46
2014,5,"Cherokee","county",27451,1.82
2015,4,"Cherokee","county",27770,1.44
2016,0,"Cherokee","county",28591,0
2017,1,"Cherokee","county",29216,0.34
