"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2010,156,"Buncombe","county",239179,6.52,0.9167,0.0128,0.0064
2011,168,"Buncombe","county",243855,6.89,0.9226,0.0179,0.0238
2012,184,"Buncombe","county",245535,7.49,0.9293,0.0109,0.0272
2013,203,"Buncombe","county",248872,8.16,0.931,0.0148,0.0148
2014,240,"Buncombe","county",251275,9.55,0.925,0.0375,0.0208
2015,294,"Buncombe","county",254836,11.54,0.9184,0.0612,0.0272
2016,293,"Buncombe","county",258406,11.34,0.9147,0.0648,0.0341
2017,315,"Buncombe","county",261532,12.04,0.9175,0.0762,0.0349
2000,10,"Burke","county",89148,1.12,0.9,0,0
2001,11,"Burke","county",89028,1.24,0.9091,0,0
2002,14,"Burke","county",90485,1.55,0.8571,0,0.0714
2003,15,"Burke","county",91943,1.63,0.8667,0.1333,0.0667
2004,16,"Burke","county",89943,1.78,0.8125,0.125,0.0625
2005,21,"Burke","county",89077,2.36,0.9048,0.1429,0.0476
2006,18,"Burke","county",88664,2.03,0.9444,0.1667,0
2007,18,"Burke","county",88439,2.04,0.9444,0.1667,0.0556
2008,18,"Burke","county",89274,2.02,0.9444,0.0556,0.0556
2009,18,"Burke","county",89669,2.01,0.9444,0,0.1111
2010,22,"Burke","county",91008,2.42,0.9091,0,0.0909
2011,23,"Burke","county",90722,2.54,0.913,0,0.087
2012,32,"Burke","county",89977,3.56,0.9063,0,0.0313
2013,32,"Burke","county",89519,3.57,0.9063,0,0.0313
2014,38,"Burke","county",89197,4.26,0.8947,0.0526,0.0789
2015,47,"Burke","county",89114,5.27,0.8298,0.0426,0.0638
2016,49,"Burke","county",89814,5.46,0.7959,0.0612,0.0816
2017,53,"Burke","county",90246,5.87,0.8113,0.0566,0.0755
2000,27,"Cabarrus","county",131063,2.06,1,0,0
2001,29,"Cabarrus","county",136316,2.13,1,0,0.069
2002,36,"Cabarrus","county",139811,2.57,1,0,0.0556
2003,34,"Cabarrus","county",143306,2.37,0.9706,0,0.0588
2004,38,"Cabarrus","county",146852,2.59,0.9737,0,0.0526
2005,39,"Cabarrus","county",150249,2.6,0.9487,0,0.0513
2006,43,"Cabarrus","county",157176,2.74,0.9767,0,0.0465
2007,44,"Cabarrus","county",164384,2.68,0.9773,0,0.0682
2008,44,"Cabarrus","county",170448,2.58,0.9773,0.0227,0.0455
2009,51,"Cabarrus","county",174294,2.93,0.9608,0.0196,0.0392
2010,57,"Cabarrus","county",179025,3.18,0.9825,0.0175,0.0526
2011,60,"Cabarrus","county",181253,3.31,0.9833,0,0.1
2012,65,"Cabarrus","county",183565,3.54,0.9538,0.0154,0.1385
2013,76,"Cabarrus","county",186457,4.08,0.9737,0.0132,0.1053
2014,86,"Cabarrus","county",191060,4.5,0.9651,0.0349,0.1395
2015,101,"Cabarrus","county",195714,5.16,0.9604,0.0495,0.1683
2016,115,"Cabarrus","county",200663,5.73,0.9739,0.0435,0.1565
2017,123,"Cabarrus","county",205473,5.99,0.9675,0.0569,0.1626
2000,11,"Caldwell","county",77415,1.42,1,0.0909,0
2001,11,"Caldwell","county",77618,1.42,1,0.0909,0
2002,12,"Caldwell","county",78237,1.53,0.9167,0,0
2003,13,"Caldwell","county",78856,1.65,0.9231,0,0
2004,14,"Caldwell","county",78606,1.78,0.9286,0,0
2005,9,"Caldwell","county",78816,1.14,1,0,0
2006,15,"Caldwell","county",79297,1.89,0.8,0,0
2007,14,"Caldwell","county",79376,1.76,0.9286,0,0
2008,13,"Caldwell","county",80038,1.62,0.8462,0,0
2009,13,"Caldwell","county",80141,1.62,0.8462,0,0
2010,18,"Caldwell","county",83176,2.16,0.8889,0,0.0556
2011,20,"Caldwell","county",83117,2.41,0.9,0,0
2012,14,"Caldwell","county",82605,1.69,0.8571,0,0.0714
2013,21,"Caldwell","county",82504,2.55,0.9524,0,0.0952
2014,28,"Caldwell","county",82445,3.4,0.9643,0,0.0357
2015,34,"Caldwell","county",82577,4.12,0.9706,0.0588,0.0588
2016,32,"Caldwell","county",82793,3.87,0.9688,0.0625,0.0625
2017,35,"Caldwell","county",83303,4.2,0.9714,0.1143,0.0571
2000,0,"Camden","county",6885,0,-9,-9,-9
2001,0,"Camden","county",7075,0,-9,-9,-9
2002,0,"Camden","county",7170,0,-9,-9,-9
