"year","total","region","type","population","providerRate"
2011,3,"Area L","ahec",309832,0.1
2012,3,"Area L","ahec",309165,0.1
2013,4,"Area L","ahec",306794,0.13
2014,4,"Area L","ahec",305841,0.13
2015,4,"Area L","ahec",303922,0.13
2016,3,"Area L","ahec",302629,0.1
2017,3,"Area L","ahec",301780,0.1
2011,26,"Charlotte","ahec",1799166,0.14
2012,29,"Charlotte","ahec",1827256,0.16
2013,32,"Charlotte","ahec",1863538,0.17
2014,30,"Charlotte","ahec",1896573,0.16
2015,31,"Charlotte","ahec",1930604,0.16
2016,35,"Charlotte","ahec",1961268,0.18
2017,38,"Charlotte","ahec",1999372,0.19
2011,10,"Eastern","ahec",1044211,0.1
2012,10,"Eastern","ahec",1055120,0.09
2013,10,"Eastern","ahec",1059704,0.09
2014,10,"Eastern","ahec",1060701,0.09
2015,11,"Eastern","ahec",1062244,0.1
2016,10,"Eastern","ahec",1061127,0.09
2017,14,"Eastern","ahec",1064705,0.13
2011,25,"Greensboro","ahec",1136068,0.22
2012,23,"Greensboro","ahec",1147212,0.2
2013,21,"Greensboro","ahec",1154755,0.18
2014,24,"Greensboro","ahec",1163764,0.21
2015,24,"Greensboro","ahec",1173064,0.2
2016,25,"Greensboro","ahec",1180482,0.21
2017,27,"Greensboro","ahec",1190264,0.23
2011,11,"Mountain","ahec",770362,0.14
2012,8,"Mountain","ahec",769642,0.1
2013,10,"Mountain","ahec",776064,0.13
2014,12,"Mountain","ahec",781867,0.15
2015,8,"Mountain","ahec",789383,0.1
2016,8,"Mountain","ahec",799550,0.1
2017,8,"Mountain","ahec",807857,0.1
2011,25,"Northwest","ahec",1563589,0.16
2012,22,"Northwest","ahec",1566740,0.14
2013,24,"Northwest","ahec",1571258,0.15
2014,21,"Northwest","ahec",1579059,0.13
2015,22,"Northwest","ahec",1586703,0.14
2016,21,"Northwest","ahec",1598199,0.13
2017,22,"Northwest","ahec",1610400,0.14
2011,5,"South East","ahec",487484,0.1
2012,5,"South East","ahec",494872,0.1
2013,5,"South East","ahec",502936,0.1
2014,5,"South East","ahec",509080,0.1
2015,5,"South East","ahec",518781,0.1
2016,5,"South East","ahec",527596,0.09
2017,6,"South East","ahec",536440,0.11
2011,11,"Southern Regional","ahec",900751,0.12
2012,8,"Southern Regional","ahec",909169,0.09
2013,7,"Southern Regional","ahec",914274,0.08
2014,7,"Southern Regional","ahec",913874,0.08
2015,6,"Southern Regional","ahec",915808,0.07
2016,8,"Southern Regional","ahec",918447,0.09
2017,8,"Southern Regional","ahec",921525,0.09
2011,29,"Wake AHEC","ahec",1657781,0.17
2012,29,"Wake AHEC","ahec",1686053,0.17
2013,25,"Wake AHEC","ahec",1712629,0.15
2014,28,"Wake AHEC","ahec",1742928,0.16
2015,29,"Wake AHEC","ahec",1776174,0.16
2016,29,"Wake AHEC","ahec",1806644,0.16
2017,36,"Wake AHEC","ahec",1840349,0.2
2011,0,"Alamance","county",152531,0
2012,0,"Alamance","county",153029,0
2013,0,"Alamance","county",153595,0
2014,0,"Alamance","county",155789,0
2015,0,"Alamance","county",157522,0
2016,0,"Alamance","county",159054,0
2017,0,"Alamance","county",161076,0
2011,0,"Alexander","county",37528,0
2012,0,"Alexander","county",37389,0
2013,0,"Alexander","county",37436,0
2014,0,"Alexander","county",37832,0
2015,0,"Alexander","county",37952,0
2016,0,"Alexander","county",38284,0
2017,0,"Alexander","county",38452,0
2011,0,"Alleghany","county",11069,0
2012,0,"Alleghany","county",10971,0
2013,0,"Alleghany","county",11052,0
2014,0,"Alleghany","county",11099,0
2015,0,"Alleghany","county",11190,0
2016,0,"Alleghany","county",11202,0
2017,0,"Alleghany","county",11233,0
2011,0,"Anson","county",25822,0
2012,0,"Anson","county",26626,0
2013,0,"Anson","county",26318,0
2014,0,"Anson","county",26468,0
2015,0,"Anson","county",26155,0
2016,0,"Anson","county",25628,0
2017,0,"Anson","county",25626,0
2011,0,"Ashe","county",27423,0
2012,0,"Ashe","county",27361,0
2013,0,"Ashe","county",27434,0
2014,0,"Ashe","county",27448,0
2015,0,"Ashe","county",27332,0
2016,0,"Ashe","county",27344,0
2017,0,"Ashe","county",27218,0
2011,0,"Avery","county",17834,0
2012,0,"Avery","county",17764,0
2013,0,"Avery","county",17872,0
2014,0,"Avery","county",17895,0
2015,0,"Avery","county",17816,0
2016,0,"Avery","county",18098,0
2017,0,"Avery","county",18072,0
2011,0,"Beaufort","county",47854,0
2012,0,"Beaufort","county",47901,0
2013,0,"Beaufort","county",47777,0
2014,0,"Beaufort","county",47717,0
2015,0,"Beaufort","county",47829,0
2016,0,"Beaufort","county",47610,0
2017,0,"Beaufort","county",47547,0
2011,0,"Bertie","county",20890,0
2012,0,"Bertie","county",20665,0
2013,0,"Bertie","county",20595,0
2014,0,"Bertie","county",20617,0
2015,0,"Bertie","county",20533,0
2016,0,"Bertie","county",19847,0
2017,0,"Bertie","county",19881,0
2011,0,"Bladen","county",35148,0
2012,0,"Bladen","county",35200,0
2013,0,"Bladen","county",35209,0
2014,0,"Bladen","county",35113,0
2015,0,"Bladen","county",35011,0
2016,0,"Bladen","county",34667,0
2017,0,"Bladen","county",34393,0
2011,0,"Brunswick","county",110140,0
2012,0,"Brunswick","county",112597,0
2013,0,"Brunswick","county",115716,0
2014,0,"Brunswick","county",117834,0
2015,0,"Brunswick","county",123535,0
2016,0,"Brunswick","county",127750,0
2017,0,"Brunswick","county",131726,0
2011,8,"Buncombe","county",243855,0.33
2012,5,"Buncombe","county",245535,0.2
2013,7,"Buncombe","county",248872,0.28
2014,10,"Buncombe","county",251275,0.4
2015,7,"Buncombe","county",254836,0.27
2016,7,"Buncombe","county",258406,0.27
2017,7,"Buncombe","county",261532,0.27
2011,0,"Burke","county",90722,0
2012,0,"Burke","county",89977,0
2013,0,"Burke","county",89519,0
2014,0,"Burke","county",89197,0
2015,0,"Burke","county",89114,0
2016,0,"Burke","county",89814,0
2017,0,"Burke","county",90246,0
2011,3,"Cabarrus","county",181253,0.17
2012,2,"Cabarrus","county",183565,0.11
2013,3,"Cabarrus","county",186457,0.16
2014,3,"Cabarrus","county",191060,0.16
