"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2015,11,"Avery","county",17816,6.17,0.6364,0,0
2016,9,"Avery","county",18098,4.97,0.6667,0,0
2017,9,"Avery","county",18072,4.98,0.6667,0,0
2000,12,"Beaufort","county",44958,2.67,0.8333,0,0
2001,15,"Beaufort","county",45340,3.31,0.8667,0,0
2002,11,"Beaufort","county",45566,2.41,0.8182,0,0
2003,12,"Beaufort","county",45792,2.62,0.75,0,0.0833
2004,12,"Beaufort","county",45816,2.62,0.6667,0,0.0833
2005,12,"Beaufort","county",46077,2.6,0.75,0,0.0833
2006,11,"Beaufort","county",46344,2.37,0.8182,0,0.0909
2007,10,"Beaufort","county",46070,2.17,0.8,0,0.2
2008,13,"Beaufort","county",46600,2.79,0.7692,0,0.2308
2009,13,"Beaufort","county",47401,2.74,0.7692,0,0.0769
2010,14,"Beaufort","county",47929,2.92,0.7857,0,0.0714
2011,9,"Beaufort","county",47854,1.88,0.7778,0,0.1111
2012,10,"Beaufort","county",47901,2.09,0.8,0,0.1
2013,11,"Beaufort","county",47777,2.3,0.7273,0.0909,0.0909
2014,11,"Beaufort","county",47717,2.31,0.7273,0,0.0909
2015,11,"Beaufort","county",47829,2.3,0.7273,0,0
2016,13,"Beaufort","county",47610,2.73,0.7692,0,0
2017,21,"Beaufort","county",47547,4.42,0.6667,0,0
2000,3,"Bertie","county",19773,1.52,-9,-9,-9
2001,3,"Bertie","county",19857,1.51,-9,-9,-9
2002,0,"Bertie","county",19753,0,-9,-9,-9
2003,1,"Bertie","county",19649,0.51,-9,-9,-9
2004,1,"Bertie","county",19748,0.51,-9,-9,-9
2005,2,"Bertie","county",19700,1.02,-9,-9,-9
2006,0,"Bertie","county",19352,0,-9,-9,-9
2007,0,"Bertie","county",19971,0,-9,-9,-9
2008,0,"Bertie","county",20072,0,-9,-9,-9
2009,2,"Bertie","county",20104,0.99,-9,-9,-9
2010,2,"Bertie","county",21313,0.94,-9,-9,-9
2011,1,"Bertie","county",20890,0.48,-9,-9,-9
2012,2,"Bertie","county",20665,0.97,-9,-9,-9
2013,1,"Bertie","county",20595,0.49,-9,-9,-9
2014,2,"Bertie","county",20617,0.97,-9,-9,-9
2015,2,"Bertie","county",20533,0.97,-9,-9,-9
2016,1,"Bertie","county",19847,0.5,-9,-9,-9
2017,0,"Bertie","county",19881,0,-9,-9,-9
2000,3,"Bladen","county",32278,0.93,-9,-9,-9
2001,2,"Bladen","county",32416,0.62,-9,-9,-9
2002,0,"Bladen","county",32819,0,-9,-9,-9
2003,1,"Bladen","county",33222,0.3,-9,-9,-9
2004,3,"Bladen","county",33119,0.91,-9,-9,-9
2005,4,"Bladen","county",33204,1.2,-9,-9,-9
2006,4,"Bladen","county",32872,1.22,-9,-9,-9
2007,3,"Bladen","county",32500,0.92,-9,-9,-9
2008,6,"Bladen","county",32184,1.86,0.8333,0,0.3333
2009,3,"Bladen","county",32046,0.94,-9,-9,-9
2010,4,"Bladen","county",35243,1.13,-9,-9,-9
2011,4,"Bladen","county",35148,1.14,-9,-9,-9
2012,2,"Bladen","county",35200,0.57,-9,-9,-9
2013,5,"Bladen","county",35209,1.42,0.4,0.2,0
2014,2,"Bladen","county",35113,0.57,-9,-9,-9
2015,3,"Bladen","county",35011,0.86,-9,-9,-9
2016,4,"Bladen","county",34667,1.15,-9,-9,-9
2017,3,"Bladen","county",34393,0.87,-9,-9,-9
2000,12,"Brunswick","county",73143,1.64,0.6667,0,0.0833
2001,19,"Brunswick","county",76892,2.47,0.7895,0,0.0526
2002,24,"Brunswick","county",78822,3.04,0.875,0,0.0417
2003,23,"Brunswick","county",80751,2.85,0.8696,0,0.0435
2004,30,"Brunswick","county",83787,3.58,0.8333,0,0.0333
2005,28,"Brunswick","county",87715,3.19,0.7857,0,0.0357
2006,30,"Brunswick","county",94964,3.16,0.7333,0,0.0333
2007,34,"Brunswick","county",99440,3.42,0.8529,0,0.0294
2008,37,"Brunswick","county",102877,3.6,0.7568,0,0.027
2009,41,"Brunswick","county",107135,3.83,0.7805,0,0.0488
2010,41,"Brunswick","county",108176,3.79,0.7561,0,0.0488
2011,46,"Brunswick","county",110140,4.18,0.7391,0,0.0435
2012,48,"Brunswick","county",112597,4.26,0.7292,0,0.0208
2013,55,"Brunswick","county",115716,4.75,0.6909,0.0182,0
2014,54,"Brunswick","county",117834,4.58,0.5556,0.0556,0.0185
2015,63,"Brunswick","county",123535,5.1,0.5873,0.0317,0.0159
2016,70,"Brunswick","county",127750,5.48,0.6,0.0286,0.0286
2017,74,"Brunswick","county",131726,5.62,0.6081,0.027,0.027
2000,149,"Buncombe","county",206330,7.22,0.6779,0.0268,0
2001,169,"Buncombe","county",208593,8.1,0.6982,0.0296,0
2002,177,"Buncombe","county",212044,8.35,0.6554,0.0226,0.0056
2003,188,"Buncombe","county",215496,8.72,0.6809,0.016,0.0106
2004,194,"Buncombe","county",215468,9,0.6959,0.0155,0.0052
2005,206,"Buncombe","county",217423,9.47,0.6893,0.0097,0.0049
2006,214,"Buncombe","county",221327,9.67,0.6729,0.014,0.0047
2007,217,"Buncombe","county",225609,9.62,0.7143,0.0046,0.0046
2008,244,"Buncombe","county",227914,10.71,0.7418,0.0041,0.0082
2009,257,"Buncombe","county",230450,11.15,0.7471,0.0078,0.0078
2010,275,"Buncombe","county",239179,11.5,0.76,0.0182,0.0109
2011,287,"Buncombe","county",243855,11.77,0.7526,0.0279,0.007
2012,296,"Buncombe","county",245535,12.06,0.7669,0.0372,0.0135
2013,290,"Buncombe","county",248872,11.65,0.7552,0.0448,0.0138
2014,324,"Buncombe","county",251275,12.89,0.6883,0.0247,0.0093
2015,319,"Buncombe","county",254836,12.52,0.6834,0.0188,0.0125
2016,348,"Buncombe","county",258406,13.47,0.6552,0.0287,0.0115
2017,373,"Buncombe","county",261532,14.26,0.6381,0.0349,0.0107
2000,34,"Burke","county",89148,3.81,0.7059,0,0
2001,35,"Burke","county",89028,3.93,0.7143,0,0
2002,31,"Burke","county",90485,3.43,0.7097,0,0
2003,28,"Burke","county",91943,3.05,0.75,0,0
2004,34,"Burke","county",89943,3.78,0.7647,0,0
2005,31,"Burke","county",89077,3.48,0.6774,0.0323,0
2006,31,"Burke","county",88664,3.5,0.6774,0.0323,0
2007,37,"Burke","county",88439,4.18,0.6757,0,0
2008,35,"Burke","county",89274,3.92,0.6286,0,0
2009,34,"Burke","county",89669,3.79,0.6765,0.0588,0
2010,36,"Burke","county",91008,3.96,0.6667,0.0556,0.0278
2011,35,"Burke","county",90722,3.86,0.6857,0.0286,0
2012,32,"Burke","county",89977,3.56,0.6875,0.0313,0
2013,31,"Burke","county",89519,3.46,0.7097,0.0323,0
2014,33,"Burke","county",89197,3.7,0.697,0.0606,0
2015,33,"Burke","county",89114,3.7,0.697,0.0606,0
2016,36,"Burke","county",89814,4.01,0.6667,0.0556,0
2017,38,"Burke","county",90246,4.21,0.6053,0.1053,0.0263
2000,25,"Cabarrus","county",131063,1.91,0.64,0,0.04
2001,30,"Cabarrus","county",136316,2.2,0.7333,0,0.0333
2002,35,"Cabarrus","county",139811,2.5,0.8286,0,0.0571
2003,35,"Cabarrus","county",143306,2.44,0.8,0,0.0857
2004,43,"Cabarrus","county",146852,2.93,0.7674,0,0.0465
2005,45,"Cabarrus","county",150249,3,0.7333,0.0222,0.0667
2006,48,"Cabarrus","county",157176,3.05,0.7083,0,0.0625
2007,65,"Cabarrus","county",164384,3.95,0.6615,0,0.0615
2008,73,"Cabarrus","county",170448,4.28,0.6849,0,0.0548
2009,75,"Cabarrus","county",174294,4.3,0.7067,0.0133,0.0667
2010,89,"Cabarrus","county",179025,4.97,0.6854,0.0112,0.0562
2011,88,"Cabarrus","county",181253,4.86,0.6932,0.0114,0.0682
2012,86,"Cabarrus","county",183565,4.68,0.6744,0.0116,0.0814
2013,99,"Cabarrus","county",186457,5.31,0.7273,0.0101,0.0909
2014,107,"Cabarrus","county",191060,5.6,0.7009,0.028,0.0841
2015,115,"Cabarrus","county",195714,5.88,0.7304,0.0261,0.0957
2016,115,"Cabarrus","county",200663,5.73,0.7217,0.0174,0.0957
2017,139,"Cabarrus","county",205473,6.76,0.7194,0.0072,0.1007
2000,14,"Caldwell","county",77415,1.81,0.5714,0,0
2001,15,"Caldwell","county",77618,1.93,0.4667,0,0
2002,18,"Caldwell","county",78237,2.3,0.5556,0,0
2003,16,"Caldwell","county",78856,2.03,0.5,0,0
2004,12,"Caldwell","county",78606,1.53,0.5,0,0
2005,11,"Caldwell","county",78816,1.4,0.6364,0,0
2006,11,"Caldwell","county",79297,1.39,0.6364,0.0909,0
2007,11,"Caldwell","county",79376,1.39,0.6364,0.0909,0
2008,11,"Caldwell","county",80038,1.37,0.6364,0.0909,0
2009,14,"Caldwell","county",80141,1.75,0.5714,0.0714,0
2010,15,"Caldwell","county",83176,1.8,0.6,0.0667,0
2011,18,"Caldwell","county",83117,2.17,0.5556,0.0556,0
2012,17,"Caldwell","county",82605,2.06,0.5882,0.0588,0
2013,18,"Caldwell","county",82504,2.18,0.6667,0,0.0556
2014,16,"Caldwell","county",82445,1.94,0.75,0.0625,0
2015,17,"Caldwell","county",82577,2.06,0.7059,0,0
2016,22,"Caldwell","county",82793,2.66,0.5909,0,0.0455
2017,19,"Caldwell","county",83303,2.28,0.5789,0,0.0526
2000,0,"Camden","county",6885,0,-9,-9,-9
2001,0,"Camden","county",7075,0,-9,-9,-9
2002,0,"Camden","county",7170,0,-9,-9,-9
