"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2002,277,"Mountain","ahec",692197,4,0.1119,0.1047,0.0217
2003,280,"Mountain","ahec",702555,3.99,0.1107,0.0893,0.0179
2004,295,"Mountain","ahec",703634,4.19,0.1288,0.0881,0.0203
2005,314,"Mountain","ahec",709033,4.43,0.1274,0.0924,0.0127
2006,318,"Mountain","ahec",717342,4.43,0.1415,0.0849,0.0126
2007,321,"Mountain","ahec",706233,4.55,0.1495,0.0841,0.0156
2008,329,"Mountain","ahec",732921,4.49,0.1702,0.0973,0.0182
2009,337,"Mountain","ahec",739965,4.55,0.1721,0.1098,0.0178
2010,342,"Mountain","ahec",761986,4.49,0.1696,0.117,0.0117
2011,339,"Mountain","ahec",770362,4.4,0.177,0.115,0.0118
2012,346,"Mountain","ahec",769642,4.5,0.1879,0.1445,0.0145
2013,352,"Mountain","ahec",776064,4.54,0.196,0.1619,0.0256
2014,355,"Mountain","ahec",781867,4.54,0.2169,0.1746,0.0254
2015,374,"Mountain","ahec",789383,4.74,0.2487,0.1738,0.0294
2016,379,"Mountain","ahec",799550,4.74,0.2454,0.1794,0.029
2017,390,"Mountain","ahec",807857,4.83,0.2538,0.1923,0.0282
2000,493,"Northwest","ahec",1395832,3.53,0.1055,0.1014,0.0345
2001,505,"Northwest","ahec",1416307,3.57,0.1089,0.1069,0.0475
2002,519,"Northwest","ahec",1437391,3.61,0.1175,0.1118,0.0482
2003,539,"Northwest","ahec",1458480,3.7,0.1373,0.1002,0.0464
2004,558,"Northwest","ahec",1459487,3.82,0.1398,0.1201,0.0448
2005,562,"Northwest","ahec",1464768,3.84,0.1406,0.1174,0.0391
2006,564,"Northwest","ahec",1484611,3.8,0.1472,0.1259,0.0426
2007,558,"Northwest","ahec",1504826,3.71,0.1559,0.1272,0.0412
2008,566,"Northwest","ahec",1524295,3.71,0.1643,0.1378,0.0459
2009,581,"Northwest","ahec",1546737,3.76,0.1824,0.1497,0.0516
2010,587,"Northwest","ahec",1558340,3.77,0.1857,0.1635,0.0579
2011,569,"Northwest","ahec",1563589,3.64,0.1933,0.1336,0.0562
2012,602,"Northwest","ahec",1566740,3.84,0.1894,0.191,0.0532
2013,604,"Northwest","ahec",1571258,3.84,0.2086,0.1887,0.0563
2014,606,"Northwest","ahec",1579059,3.84,0.2211,0.1931,0.0578
2015,615,"Northwest","ahec",1586703,3.88,0.226,0.2195,0.0537
2016,622,"Northwest","ahec",1598199,3.89,0.2428,0.2283,0.0563
2017,639,"Northwest","ahec",1610400,3.97,0.252,0.2222,0.0657
2000,149,"South East","ahec",378344,3.94,0.1275,0.094,0.0134
2001,157,"South East","ahec",387182,4.05,0.1465,0.1146,0.0127
2002,163,"South East","ahec",395768,4.12,0.1718,0.0982,0.0184
2003,171,"South East","ahec",404351,4.23,0.1754,0.0936,0.0234
2004,179,"South East","ahec",408125,4.39,0.1844,0.0894,0.0223
2005,184,"South East","ahec",418333,4.4,0.1902,0.0815,0.0272
2006,190,"South East","ahec",435180,4.37,0.2,0.0789,0.0316
2007,192,"South East","ahec",447385,4.29,0.1979,0.1042,0.0313
2008,206,"South East","ahec",455190,4.53,0.1845,0.1019,0.0291
2009,208,"South East","ahec",464312,4.48,0.1875,0.101,0.0288
2010,221,"South East","ahec",481052,4.59,0.2036,0.0905,0.0407
2011,221,"South East","ahec",487484,4.53,0.2262,0.0995,0.0452
2012,228,"South East","ahec",494872,4.61,0.2237,0.1228,0.0307
2013,232,"South East","ahec",502936,4.61,0.2328,0.1422,0.0302
2014,238,"South East","ahec",509080,4.68,0.2605,0.1639,0.0378
2015,240,"South East","ahec",518781,4.63,0.2583,0.1542,0.0417
2016,251,"South East","ahec",527596,4.76,0.2669,0.1514,0.0438
2017,263,"South East","ahec",536440,4.9,0.2852,0.1521,0.0494
2000,221,"Southern Regional","ahec",800743,2.76,0.1674,0.0905,0.1176
2001,218,"Southern Regional","ahec",805745,2.71,0.1697,0.0826,0.133
2002,230,"Southern Regional","ahec",819180,2.81,0.1913,0.0739,0.1261
2003,234,"Southern Regional","ahec",832613,2.81,0.1966,0.0812,0.1282
2004,242,"Southern Regional","ahec",836143,2.89,0.1983,0.0868,0.1405
2005,253,"Southern Regional","ahec",842634,3,0.2055,0.0593,0.1542
2006,257,"Southern Regional","ahec",844402,3.04,0.2296,0.0739,0.1556
2007,261,"Southern Regional","ahec",856935,3.05,0.2299,0.0996,0.1533
2008,262,"Southern Regional","ahec",868197,3.02,0.2481,0.0954,0.1603
2009,269,"Southern Regional","ahec",879444,3.06,0.2565,0.1152,0.1561
2010,265,"Southern Regional","ahec",888443,2.98,0.2604,0.1245,0.1396
2011,288,"Southern Regional","ahec",900751,3.2,0.2431,0.1285,0.1389
2012,300,"Southern Regional","ahec",909169,3.3,0.2467,0.1433,0.1633
2013,315,"Southern Regional","ahec",914274,3.45,0.2635,0.1556,0.1651
2014,331,"Southern Regional","ahec",913874,3.62,0.2477,0.1601,0.145
2015,332,"Southern Regional","ahec",915808,3.63,0.247,0.1657,0.1536
2016,343,"Southern Regional","ahec",918447,3.73,0.2653,0.172,0.1487
2017,347,"Southern Regional","ahec",921525,3.77,0.268,0.1844,0.1527
2000,603,"Wake AHEC","ahec",1216472,4.96,0.2305,0.058,0.1028
2001,633,"Wake AHEC","ahec",1261899,5.02,0.237,0.06,0.1074
2002,675,"Wake AHEC","ahec",1296091,5.21,0.2607,0.0607,0.1067
2003,682,"Wake AHEC","ahec",1330283,5.13,0.2654,0.0572,0.1041
2004,711,"Wake AHEC","ahec",1360676,5.23,0.2658,0.0549,0.1027
2005,759,"Wake AHEC","ahec",1395041,5.44,0.2846,0.0567,0.112
2006,793,"Wake AHEC","ahec",1454152,5.45,0.2938,0.0504,0.1122
2007,815,"Wake AHEC","ahec",1514267,5.38,0.3117,0.0528,0.1202
2008,849,"Wake AHEC","ahec",1560428,5.44,0.3098,0.0589,0.1307
2009,883,"Wake AHEC","ahec",1604088,5.5,0.3137,0.0634,0.1291
2010,917,"Wake AHEC","ahec",1631633,5.62,0.3173,0.0632,0.1265
2011,933,"Wake AHEC","ahec",1657781,5.63,0.3333,0.0665,0.1265
2012,967,"Wake AHEC","ahec",1686053,5.74,0.332,0.091,0.1262
2013,996,"Wake AHEC","ahec",1712629,5.82,0.3394,0.0944,0.1225
2014,1024,"Wake AHEC","ahec",1742928,5.88,0.3398,0.1016,0.1299
2015,1105,"Wake AHEC","ahec",1776174,6.22,0.3457,0.1122,0.1276
2016,1127,"Wake AHEC","ahec",1806644,6.24,0.354,0.1109,0.1251
2017,1152,"Wake AHEC","ahec",1840349,6.26,0.3602,0.1024,0.1224
2000,55,"Alamance","county",130800,4.2,0.1636,0,0.0909
2001,60,"Alamance","county",133598,4.49,0.1667,0.0167,0.0833
2002,58,"Alamance","county",136034,4.26,0.1724,0.0345,0.069
2003,56,"Alamance","county",138471,4.04,0.1964,0.0357,0.1071
2004,58,"Alamance","county",138754,4.18,0.2069,0.0345,0.0862
2005,59,"Alamance","county",138788,4.25,0.2034,0.0508,0.0847
2006,64,"Alamance","county",139786,4.58,0.1875,0.0469,0.0781
2007,68,"Alamance","county",143154,4.75,0.25,0.0588,0.1176
2008,64,"Alamance","county",146025,4.38,0.3125,0.0469,0.1563
2009,65,"Alamance","county",148361,4.38,0.3077,0.0769,0.1692
2010,64,"Alamance","county",151745,4.22,0.3125,0.0781,0.1719
2011,64,"Alamance","county",152531,4.2,0.3125,0.0938,0.1719
2012,71,"Alamance","county",153029,4.64,0.3521,0.1268,0.1408
2013,71,"Alamance","county",153595,4.62,0.3239,0.1408,0.1549
2014,69,"Alamance","county",155789,4.43,0.3188,0.1304,0.1304
2015,70,"Alamance","county",157522,4.44,0.3429,0.1714,0.1714
2016,65,"Alamance","county",159054,4.09,0.3385,0.2,0.1846
2017,63,"Alamance","county",161076,3.91,0.3016,0.254,0.1587
2000,6,"Alexander","county",33603,1.79,0,0,0
2001,6,"Alexander","county",33961,1.77,0,0,0
2002,7,"Alexander","county",34626,2.02,0.1429,0,0
2003,8,"Alexander","county",35292,2.27,0.25,0,0
2004,7,"Alexander","county",35165,1.99,0.2857,0,0
2005,6,"Alexander","county",35545,1.69,0.1667,0,0
2006,5,"Alexander","county",36296,1.38,0,0,0
2007,6,"Alexander","county",36656,1.64,0.1667,0,0
2008,6,"Alexander","county",36957,1.62,0.1667,0,0
2009,6,"Alexander","county",37318,1.61,0.1667,0,0
2010,7,"Alexander","county",37254,1.88,0.2857,0,0
2011,7,"Alexander","county",37528,1.87,0.2857,0,0
2012,6,"Alexander","county",37389,1.6,0.1667,0.3333,0
2013,6,"Alexander","county",37436,1.6,0.1667,0.3333,0
2014,6,"Alexander","county",37832,1.59,0.3333,0.1667,0
2015,7,"Alexander","county",37952,1.84,0.2857,0.2857,0.1429
2016,5,"Alexander","county",38284,1.31,0.2,0.2,0
2017,8,"Alexander","county",38452,2.08,0.25,0.25,0.125
2000,2,"Alleghany","county",10677,1.87,-9,-9,-9
2001,2,"Alleghany","county",10754,1.86,-9,-9,-9
2002,1,"Alleghany","county",10866,0.92,-9,-9,-9
2003,2,"Alleghany","county",10978,1.82,-9,-9,-9
2004,2,"Alleghany","county",10912,1.83,-9,-9,-9
2005,2,"Alleghany","county",10913,1.83,-9,-9,-9
2006,1,"Alleghany","county",11000,0.91,-9,-9,-9
2007,1,"Alleghany","county",11088,0.9,-9,-9,-9
2008,1,"Alleghany","county",11075,0.9,-9,-9,-9
2009,1,"Alleghany","county",11227,0.89,-9,-9,-9
2010,2,"Alleghany","county",11171,1.79,-9,-9,-9
2011,2,"Alleghany","county",11069,1.81,-9,-9,-9
2012,2,"Alleghany","county",10971,1.82,-9,-9,-9
2013,2,"Alleghany","county",11052,1.81,-9,-9,-9
2014,2,"Alleghany","county",11099,1.8,-9,-9,-9
2015,2,"Alleghany","county",11190,1.79,-9,-9,-9
2016,3,"Alleghany","county",11202,2.68,-9,-9,-9
2017,3,"Alleghany","county",11233,2.67,-9,-9,-9
2000,2,"Anson","county",25275,0.79,-9,-9,-9
2001,2,"Anson","county",25323,0.79,-9,-9,-9
2002,3,"Anson","county",25496,1.18,-9,-9,-9
2003,4,"Anson","county",25671,1.56,-9,-9,-9
2004,5,"Anson","county",25384,1.97,0.4,0,0.4
2005,4,"Anson","county",25848,1.55,-9,-9,-9
2006,4,"Anson","county",25372,1.58,-9,-9,-9
2007,4,"Anson","county",25332,1.58,-9,-9,-9
2008,6,"Anson","county",25368,2.37,0.3333,0,0.1667
2009,4,"Anson","county",25193,1.59,-9,-9,-9
2010,5,"Anson","county",26973,1.85,0.4,0.2,0.4
2011,5,"Anson","county",25822,1.94,0.4,0.2,0.6
2012,4,"Anson","county",26626,1.5,-9,-9,-9
2013,4,"Anson","county",26318,1.52,-9,-9,-9
2014,4,"Anson","county",26468,1.51,-9,-9,-9
2015,4,"Anson","county",26155,1.53,-9,-9,-9
2016,3,"Anson","county",25628,1.17,-9,-9,-9
2017,3,"Anson","county",25626,1.17,-9,-9,-9
2000,4,"Ashe","county",24384,1.64,-9,-9,-9
2001,4,"Ashe","county",24799,1.61,-9,-9,-9
2002,4,"Ashe","county",24970,1.6,-9,-9,-9
2003,5,"Ashe","county",25142,1.99,0,0.4,0
2004,5,"Ashe","county",25320,1.97,0,0.2,0
2005,5,"Ashe","county",25279,1.98,0,0.2,0
2006,5,"Ashe","county",25778,1.94,0,0.2,0
2007,5,"Ashe","county",26003,1.92,0,0.2,0
2008,6,"Ashe","county",26325,2.28,0.1667,0.1667,0
2009,6,"Ashe","county",26498,2.26,0.1667,0.1667,0
2010,7,"Ashe","county",27378,2.56,0.1429,0.1429,0
2011,7,"Ashe","county",27423,2.55,0.1429,0.2857,0
2012,6,"Ashe","county",27361,2.19,0.1667,0.1667,0
2013,6,"Ashe","county",27434,2.19,0.1667,0.1667,0
2014,8,"Ashe","county",27448,2.91,0.125,0.375,0
2015,8,"Ashe","county",27332,2.93,0.125,0.375,0
2016,10,"Ashe","county",27344,3.66,0.2,0.4,0
2017,10,"Ashe","county",27218,3.67,0.2,0.4,0
2000,5,"Avery","county",17167,2.91,0,0,0
2001,4,"Avery","county",17706,2.26,-9,-9,-9
2002,4,"Avery","county",17844,2.24,-9,-9,-9
2003,5,"Avery","county",17980,2.78,0.2,0,0
2004,6,"Avery","county",18221,3.29,0.1667,0,0
2005,6,"Avery","county",18195,3.3,0.1667,0,0
2006,6,"Avery","county",18174,3.3,0.1667,0,0
2007,6,"Avery","county",18292,3.28,0.1667,0,0
2008,5,"Avery","county",18429,2.71,0.2,0,0
2009,5,"Avery","county",18301,2.73,0.2,0.2,0
2010,5,"Avery","county",17812,2.81,0.2,0.2,0
2011,7,"Avery","county",17834,3.93,0.1429,0.2857,0
2012,7,"Avery","county",17764,3.94,0.1429,0.4286,0
2013,6,"Avery","county",17872,3.36,0.1667,0.3333,0
2014,4,"Avery","county",17895,2.24,-9,-9,-9
2015,9,"Avery","county",17816,5.05,0.1111,0.3333,0
2016,6,"Avery","county",18098,3.32,0.1667,0.3333,0
2017,6,"Avery","county",18072,3.32,0.1667,0.3333,0
2000,14,"Beaufort","county",44958,3.11,0,0.1429,0
2001,15,"Beaufort","county",45340,3.31,0,0.2,0
2002,14,"Beaufort","county",45566,3.07,0.0714,0.2143,0
2003,13,"Beaufort","county",45792,2.84,0.0769,0.1538,0
2004,13,"Beaufort","county",45816,2.84,0.0769,0.1538,0
2005,16,"Beaufort","county",46077,3.47,0.125,0.125,0
2006,17,"Beaufort","county",46344,3.67,0.1765,0.0588,0
2007,18,"Beaufort","county",46070,3.91,0.1111,0.0556,0
2008,17,"Beaufort","county",46600,3.65,0.0588,0.1176,0
2009,20,"Beaufort","county",47401,4.22,0.1,0.1,0.05
2010,18,"Beaufort","county",47929,3.76,0.1111,0.1111,0
2011,17,"Beaufort","county",47854,3.55,0.1176,0.1765,0
2012,17,"Beaufort","county",47901,3.55,0.0588,0.2353,0
2013,16,"Beaufort","county",47777,3.35,0.0625,0.25,0
2014,18,"Beaufort","county",47717,3.77,0.2222,0.1667,0
2015,21,"Beaufort","county",47829,4.39,0.1905,0.1905,0
2016,20,"Beaufort","county",47610,4.2,0.1,0.15,0
2017,19,"Beaufort","county",47547,4,0.0526,0.2632,0
2000,2,"Bertie","county",19773,1.01,-9,-9,-9
2001,1,"Bertie","county",19857,0.5,-9,-9,-9
2002,1,"Bertie","county",19753,0.51,-9,-9,-9
2003,1,"Bertie","county",19649,0.51,-9,-9,-9
2004,2,"Bertie","county",19748,1.01,-9,-9,-9
2005,1,"Bertie","county",19700,0.51,-9,-9,-9
2006,1,"Bertie","county",19352,0.52,-9,-9,-9
2007,1,"Bertie","county",19971,0.5,-9,-9,-9
2008,1,"Bertie","county",20072,0.5,-9,-9,-9
2009,1,"Bertie","county",20104,0.5,-9,-9,-9
2010,1,"Bertie","county",21313,0.47,-9,-9,-9
2011,1,"Bertie","county",20890,0.48,-9,-9,-9
2012,1,"Bertie","county",20665,0.48,-9,-9,-9
2013,1,"Bertie","county",20595,0.49,-9,-9,-9
2014,1,"Bertie","county",20617,0.49,-9,-9,-9
2015,2,"Bertie","county",20533,0.97,-9,-9,-9
2016,2,"Bertie","county",19847,1.01,-9,-9,-9
2017,1,"Bertie","county",19881,0.5,-9,-9,-9
2000,5,"Bladen","county",32278,1.55,0.2,0.2,0
2001,5,"Bladen","county",32416,1.54,0.2,0.2,0
2002,5,"Bladen","county",32819,1.52,0.2,0.2,0
2003,5,"Bladen","county",33222,1.51,0.2,0.2,0
2004,5,"Bladen","county",33119,1.51,0.2,0.2,0
2005,5,"Bladen","county",33204,1.51,0.2,0.2,0
2006,6,"Bladen","county",32872,1.83,0.1667,0.3333,0
2007,6,"Bladen","county",32500,1.85,0,0.3333,0.1667
2008,7,"Bladen","county",32184,2.17,0.1429,0.2857,0.2857
2009,7,"Bladen","county",32046,2.18,0.1429,0.2857,0.1429
2010,8,"Bladen","county",35243,2.27,0.25,0.25,0.125
2011,6,"Bladen","county",35148,1.71,0.1667,0.3333,0.1667
2012,6,"Bladen","county",35200,1.7,0.1667,0.5,0.1667
2013,6,"Bladen","county",35209,1.7,0.1667,0.5,0.1667
2014,6,"Bladen","county",35113,1.71,0.1667,0.5,0.1667
2015,6,"Bladen","county",35011,1.71,0.1667,0.5,0.1667
2016,7,"Bladen","county",34667,2.02,0.1429,0.4286,0.1429
2017,7,"Bladen","county",34393,2.04,0.1429,0.4286,0.1429
2000,18,"Brunswick","county",73143,2.46,0.1111,0.1111,0
2001,18,"Brunswick","county",76892,2.34,0.1111,0.1111,0
2002,18,"Brunswick","county",78822,2.28,0.1111,0.1111,0
2003,19,"Brunswick","county",80751,2.35,0.1579,0.1053,0
2004,24,"Brunswick","county",83787,2.86,0.125,0.0833,0
2005,26,"Brunswick","county",87715,2.96,0.1154,0.1154,0
2006,25,"Brunswick","county",94964,2.63,0.16,0.16,0
2007,29,"Brunswick","county",99440,2.92,0.1379,0.1379,0.0345
2008,27,"Brunswick","county",102877,2.62,0.0741,0.1481,0
2009,30,"Brunswick","county",107135,2.8,0.1,0.1333,0.0333
2010,35,"Brunswick","county",108176,3.24,0.1429,0.1143,0.0571
2011,36,"Brunswick","county",110140,3.27,0.1667,0.0833,0.0556
2012,36,"Brunswick","county",112597,3.2,0.1389,0.1111,0.0278
2013,39,"Brunswick","county",115716,3.37,0.1795,0.1026,0.0513
2014,39,"Brunswick","county",117834,3.31,0.2051,0.1282,0
2015,38,"Brunswick","county",123535,3.08,0.1579,0.1316,0
2016,42,"Brunswick","county",127750,3.29,0.2143,0.0952,0
2017,44,"Brunswick","county",131726,3.34,0.2273,0.0909,0
2000,118,"Buncombe","county",206330,5.72,0.1441,0.1017,0.0339
2001,119,"Buncombe","county",208593,5.7,0.1345,0.1176,0.0252
2002,121,"Buncombe","county",212044,5.71,0.1488,0.1157,0.0248
2003,127,"Buncombe","county",215496,5.89,0.1575,0.1102,0.0315
2004,131,"Buncombe","county",215468,6.08,0.1832,0.0992,0.0382
2005,143,"Buncombe","county",217423,6.58,0.1888,0.0979,0.021
2006,140,"Buncombe","county",221327,6.33,0.2143,0.0786,0.0214
2007,142,"Buncombe","county",225609,6.29,0.2254,0.0775,0.0282
2008,154,"Buncombe","county",227914,6.76,0.2403,0.0974,0.0325
2009,162,"Buncombe","county",230450,7.03,0.2407,0.1173,0.0309
2010,161,"Buncombe","county",239179,6.73,0.2609,0.1118,0.0248
2011,155,"Buncombe","county",243855,6.36,0.2645,0.0903,0.0258
2012,156,"Buncombe","county",245535,6.35,0.2628,0.109,0.0321
2013,154,"Buncombe","county",248872,6.19,0.2597,0.1299,0.0455
2014,169,"Buncombe","county",251275,6.73,0.2959,0.1302,0.0296
2015,180,"Buncombe","county",254836,7.06,0.3111,0.1444,0.0444
2016,190,"Buncombe","county",258406,7.35,0.3158,0.1316,0.0421
2017,194,"Buncombe","county",261532,7.42,0.3144,0.1495,0.0412
2000,26,"Burke","county",89148,2.92,0,0.0769,0
2001,25,"Burke","county",89028,2.81,0,0.04,0
2002,30,"Burke","county",90485,3.32,0.0333,0.0667,0
2003,30,"Burke","county",91943,3.26,0.0667,0.0667,0.0333
2004,32,"Burke","county",89943,3.56,0.0938,0.0938,0.0313
2005,36,"Burke","county",89077,4.04,0.0833,0.0833,0.0278
2006,34,"Burke","county",88664,3.83,0.0882,0.1176,0.0294
2007,33,"Burke","county",88439,3.73,0.0909,0.0909,0.0303
2008,34,"Burke","county",89274,3.81,0.1176,0.0882,0.0294
2009,35,"Burke","county",89669,3.9,0.1143,0.1143,0.0286
2010,31,"Burke","county",91008,3.41,0.1613,0.0968,0.0323
2011,30,"Burke","county",90722,3.31,0.1667,0.1,0.0333
2012,36,"Burke","county",89977,4,0.1944,0.1944,0.0278
2013,35,"Burke","county",89519,3.91,0.2,0.2,0.0286
2014,30,"Burke","county",89197,3.36,0.2333,0.1333,0
2015,30,"Burke","county",89114,3.37,0.2667,0.2,0
2016,29,"Burke","county",89814,3.23,0.2414,0.2069,0
2017,33,"Burke","county",90246,3.66,0.2121,0.2727,0
2000,36,"Cabarrus","county",131063,2.75,0.1944,0.0556,0.0556
2001,37,"Cabarrus","county",136316,2.71,0.2432,0.0811,0.0541
2002,42,"Cabarrus","county",139811,3,0.1905,0.0952,0.0714
2003,39,"Cabarrus","county",143306,2.72,0.2308,0.0256,0.0769
2004,46,"Cabarrus","county",146852,3.13,0.2826,0.0217,0.087
2005,45,"Cabarrus","county",150249,3,0.3111,0.0222,0.0889
2006,48,"Cabarrus","county",157176,3.05,0.3125,0.0417,0.1042
2007,52,"Cabarrus","county",164384,3.16,0.3077,0.0577,0.1154
2008,51,"Cabarrus","county",170448,2.99,0.3333,0.0392,0.1176
2009,58,"Cabarrus","county",174294,3.33,0.3103,0.0517,0.1034
2010,61,"Cabarrus","county",179025,3.41,0.2951,0.0656,0.1148
2011,62,"Cabarrus","county",181253,3.42,0.3548,0.0645,0.1774
2012,64,"Cabarrus","county",183565,3.49,0.3281,0.1094,0.1406
2013,69,"Cabarrus","county",186457,3.7,0.3188,0.1449,0.1594
2014,73,"Cabarrus","county",191060,3.82,0.3288,0.1644,0.1644
2015,74,"Cabarrus","county",195714,3.78,0.3784,0.1216,0.1486
2016,78,"Cabarrus","county",200663,3.89,0.3846,0.1154,0.1538
2017,92,"Cabarrus","county",205473,4.48,0.3804,0.1196,0.1522
2000,20,"Caldwell","county",77415,2.58,0.1,0.1,0
2001,19,"Caldwell","county",77618,2.45,0.0526,0.1579,0
2002,19,"Caldwell","county",78237,2.43,0.1053,0.1579,0
2003,20,"Caldwell","county",78856,2.54,0.1,0.15,0
2004,21,"Caldwell","county",78606,2.67,0.0952,0.1429,0
2005,22,"Caldwell","county",78816,2.79,0.0455,0.1364,0
2006,23,"Caldwell","county",79297,2.9,0.0435,0.2174,0
2007,20,"Caldwell","county",79376,2.52,0.05,0.2,0
2008,21,"Caldwell","county",80038,2.62,0.0476,0.2381,0
2009,22,"Caldwell","county",80141,2.75,0.0455,0.2727,0
2010,20,"Caldwell","county",83176,2.4,0.05,0.25,0
