"year","total","region","type","population","providerRate"
2015,410,"Wake AHEC","ahec",1776174,2.31
2016,451,"Wake AHEC","ahec",1806644,2.5
2017,499,"Wake AHEC","ahec",1840349,2.71
2011,13,"Alamance","county",152531,0.85
2012,14,"Alamance","county",153029,0.91
2013,15,"Alamance","county",153595,0.98
2014,20,"Alamance","county",155789,1.28
2015,24,"Alamance","county",157522,1.52
2016,20,"Alamance","county",159054,1.26
2017,23,"Alamance","county",161076,1.43
2011,8,"Alexander","county",37528,2.13
2012,7,"Alexander","county",37389,1.87
2013,4,"Alexander","county",37436,1.07
2014,3,"Alexander","county",37832,0.79
2015,5,"Alexander","county",37952,1.32
2016,6,"Alexander","county",38284,1.57
2017,6,"Alexander","county",38452,1.56
2011,1,"Alleghany","county",11069,0.9
2012,1,"Alleghany","county",10971,0.91
2013,1,"Alleghany","county",11052,0.9
2014,1,"Alleghany","county",11099,0.9
2015,1,"Alleghany","county",11190,0.89
2016,1,"Alleghany","county",11202,0.89
2017,1,"Alleghany","county",11233,0.89
2011,2,"Anson","county",25822,0.77
2012,2,"Anson","county",26626,0.75
2013,1,"Anson","county",26318,0.38
2014,1,"Anson","county",26468,0.38
2015,2,"Anson","county",26155,0.76
2016,1,"Anson","county",25628,0.39
2017,0,"Anson","county",25626,0
2011,1,"Ashe","county",27423,0.36
2012,1,"Ashe","county",27361,0.37
2013,3,"Ashe","county",27434,1.09
2014,3,"Ashe","county",27448,1.09
2015,2,"Ashe","county",27332,0.73
2016,1,"Ashe","county",27344,0.37
2017,3,"Ashe","county",27218,1.1
2011,0,"Avery","county",17834,0
2012,0,"Avery","county",17764,0
2013,0,"Avery","county",17872,0
2014,0,"Avery","county",17895,0
2015,1,"Avery","county",17816,0.56
2016,1,"Avery","county",18098,0.55
2017,3,"Avery","county",18072,1.66
2011,3,"Beaufort","county",47854,0.63
2012,3,"Beaufort","county",47901,0.63
2013,7,"Beaufort","county",47777,1.47
2014,10,"Beaufort","county",47717,2.1
2015,14,"Beaufort","county",47829,2.93
2016,12,"Beaufort","county",47610,2.52
2017,11,"Beaufort","county",47547,2.31
2011,4,"Bertie","county",20890,1.91
2012,4,"Bertie","county",20665,1.94
2013,5,"Bertie","county",20595,2.43
2014,5,"Bertie","county",20617,2.43
2015,5,"Bertie","county",20533,2.44
2016,6,"Bertie","county",19847,3.02
2017,4,"Bertie","county",19881,2.01
2011,7,"Bladen","county",35148,1.99
2012,8,"Bladen","county",35200,2.27
2013,5,"Bladen","county",35209,1.42
2014,6,"Bladen","county",35113,1.71
2015,4,"Bladen","county",35011,1.14
2016,3,"Bladen","county",34667,0.87
2017,5,"Bladen","county",34393,1.45
2011,20,"Brunswick","county",110140,1.82
2012,18,"Brunswick","county",112597,1.6
2013,24,"Brunswick","county",115716,2.07
2014,34,"Brunswick","county",117834,2.89
2015,32,"Brunswick","county",123535,2.59
2016,35,"Brunswick","county",127750,2.74
2017,30,"Brunswick","county",131726,2.28
2011,44,"Buncombe","county",243855,1.8
2012,49,"Buncombe","county",245535,2
2013,33,"Buncombe","county",248872,1.33
2014,48,"Buncombe","county",251275,1.91
2015,61,"Buncombe","county",254836,2.39
2016,67,"Buncombe","county",258406,2.59
2017,65,"Buncombe","county",261532,2.49
2011,17,"Burke","county",90722,1.87
2012,16,"Burke","county",89977,1.78
2013,17,"Burke","county",89519,1.9
2014,22,"Burke","county",89197,2.47
2015,25,"Burke","county",89114,2.81
2016,20,"Burke","county",89814,2.23
2017,20,"Burke","county",90246,2.22
2011,26,"Cabarrus","county",181253,1.43
2012,27,"Cabarrus","county",183565,1.47
2013,28,"Cabarrus","county",186457,1.5
2014,24,"Cabarrus","county",191060,1.26
2015,21,"Cabarrus","county",195714,1.07
2016,30,"Cabarrus","county",200663,1.5
2017,24,"Cabarrus","county",205473,1.17
2011,6,"Caldwell","county",83117,0.72
2012,6,"Caldwell","county",82605,0.73
2013,4,"Caldwell","county",82504,0.48
2014,7,"Caldwell","county",82445,0.85
2015,9,"Caldwell","county",82577,1.09
2016,11,"Caldwell","county",82793,1.33
2017,9,"Caldwell","county",83303,1.08
2011,0,"Camden","county",9921,0
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2011,19,"Carteret","county",67696,2.81
2012,19,"Carteret","county",68362,2.78
2013,19,"Carteret","county",69239,2.74
2014,19,"Carteret","county",69350,2.74
2015,16,"Carteret","county",69826,2.29
2016,18,"Carteret","county",69881,2.58
2017,16,"Carteret","county",70190,2.28
2011,1,"Caswell","county",23654,0.42
2012,1,"Caswell","county",23492,0.43
2013,2,"Caswell","county",23844,0.84
2014,2,"Caswell","county",23602,0.85
2015,2,"Caswell","county",23606,0.85
2016,2,"Caswell","county",23689,0.84
2017,2,"Caswell","county",23699,0.84
2011,26,"Catawba","county",154992,1.68
2012,26,"Catawba","county",155494,1.67
2013,37,"Catawba","county",155411,2.38
2014,34,"Catawba","county",155830,2.18
2015,32,"Catawba","county",155828,2.05
2016,40,"Catawba","county",156473,2.56
2017,41,"Catawba","county",156949,2.61
2011,3,"Chatham","county",64553,0.46
2012,0,"Chatham","county",66545,0
2013,4,"Chatham","county",67620,0.59
2014,4,"Chatham","county",68725,0.58
2015,4,"Chatham","county",71815,0.56
2016,4,"Chatham","county",73286,0.55
2017,5,"Chatham","county",74835,0.67
2011,6,"Cherokee","county",27300,2.2
2012,7,"Cherokee","county",27030,2.59
2013,8,"Cherokee","county",27471,2.91
2014,7,"Cherokee","county",27451,2.55
2015,7,"Cherokee","county",27770,2.52
2016,9,"Cherokee","county",28591,3.15
2017,8,"Cherokee","county",29216,2.74
2011,1,"Chowan","county",14796,0.68
2012,1,"Chowan","county",14743,0.68
2013,1,"Chowan","county",14815,0.67
2014,1,"Chowan","county",14636,0.68
2015,0,"Chowan","county",14541,0
2016,0,"Chowan","county",14410,0
2017,0,"Chowan","county",14292,0
2011,0,"Clay","county",10460,0
2012,0,"Clay","county",10520,0
2013,0,"Clay","county",10794,0
2014,1,"Clay","county",10794,0.93
2015,2,"Clay","county",11036,1.81
2016,3,"Clay","county",11320,2.65
2017,2,"Clay","county",11488,1.74
2011,11,"Cleveland","county",98209,1.12
2012,10,"Cleveland","county",97702,1.02
2013,11,"Cleveland","county",97429,1.13
2014,12,"Cleveland","county",97920,1.23
2015,10,"Cleveland","county",97871,1.02
2016,10,"Cleveland","county",98244,1.02
2017,11,"Cleveland","county",98580,1.12
2011,13,"Columbus","county",57657,2.25
2012,9,"Columbus","county",57862,1.56
2013,18,"Columbus","county",57739,3.12
2014,18,"Columbus","county",57632,3.12
2015,19,"Columbus","county",57206,3.32
2016,15,"Columbus","county",57182,2.62
2017,16,"Columbus","county",56941,2.81
2011,10,"Craven","county",104965,0.95
2012,12,"Craven","county",105179,1.14
2013,16,"Craven","county",104421,1.53
2014,17,"Craven","county",104520,1.63
2015,16,"Craven","county",103691,1.54
2016,12,"Craven","county",103737,1.16
2017,18,"Craven","county",103735,1.74
2011,129,"Cumberland","county",327643,3.94
2012,139,"Cumberland","county",330754,4.2
2013,70,"Cumberland","county",332553,2.1
2014,135,"Cumberland","county",329403,4.1
2015,125,"Cumberland","county",328860,3.8
2016,128,"Cumberland","county",329824,3.88
2017,136,"Cumberland","county",329604,4.13
2011,2,"Currituck","county",23643,0.85
2012,4,"Currituck","county",23767,1.68
2013,3,"Currituck","county",24506,1.22
2014,3,"Currituck","county",25072,1.2
2015,3,"Currituck","county",25627,1.17
2016,3,"Currituck","county",26101,1.15
2017,4,"Currituck","county",26604,1.5
2011,8,"Dare","county",34216,2.34
2012,8,"Dare","county",34810,2.3
2013,11,"Dare","county",35273,3.12
2014,13,"Dare","county",35415,3.67
2015,12,"Dare","county",36001,3.33
2016,15,"Dare","county",36387,4.12
2017,11,"Dare","county",36792,2.99
2011,11,"Davidson","county",163364,0.67
2012,12,"Davidson","county",163410,0.73
2013,10,"Davidson","county",163770,0.61
2014,16,"Davidson","county",164454,0.97
2015,16,"Davidson","county",165193,0.97
2016,23,"Davidson","county",166137,1.38
2017,24,"Davidson","county",167105,1.44
2011,5,"Davie","county",41560,1.2
2012,5,"Davie","county",41412,1.21
2013,5,"Davie","county",41507,1.2
2014,7,"Davie","county",41476,1.69
2015,5,"Davie","county",41743,1.2
2016,8,"Davie","county",42211,1.9
2017,11,"Davie","county",42727,2.57
2011,7,"Duplin","county",59476,1.18
2012,5,"Duplin","county",60059,0.83
2013,5,"Duplin","county",60104,0.83
2014,10,"Duplin","county",60126,1.66
2015,12,"Duplin","county",59868,2
2016,13,"Duplin","county",59597,2.18
2017,11,"Duplin","county",59513,1.85
2011,87,"Durham","county",272314,3.19
2012,94,"Durham","county",282511,3.33
2013,68,"Durham","county",286053,2.38
2014,96,"Durham","county",292191,3.29
2015,99,"Durham","county",297219,3.33
2016,122,"Durham","county",301520,4.05
2017,133,"Durham","county",306184,4.34
2011,5,"Edgecombe","county",56089,0.89
2012,7,"Edgecombe","county",56085,1.25
2013,7,"Edgecombe","county",55704,1.26
2014,11,"Edgecombe","county",55483,1.98
2015,7,"Edgecombe","county",54367,1.29
2016,8,"Edgecombe","county",53502,1.5
2017,9,"Edgecombe","county",52856,1.7
2011,110,"Forsyth","county",354878,3.1
2012,107,"Forsyth","county",357767,2.99
2013,113,"Forsyth","county",360471,3.13
2014,125,"Forsyth","county",364248,3.43
2015,146,"Forsyth","county",366543,3.98
2016,158,"Forsyth","county",369144,4.28
2017,163,"Forsyth","county",372651,4.37
2011,2,"Franklin","county",61651,0.32
2012,4,"Franklin","county",61840,0.65
2013,7,"Franklin","county",62697,1.12
2014,2,"Franklin","county",63225,0.32
2015,4,"Franklin","county",64206,0.62
2016,5,"Franklin","county",65445,0.76
2017,3,"Franklin","county",66514,0.45
2011,38,"Gaston","county",207506,1.83
2012,37,"Gaston","county",208582,1.77
2013,40,"Gaston","county",209571,1.91
2014,47,"Gaston","county",210735,2.23
2015,51,"Gaston","county",212636,2.4
2016,43,"Gaston","county",215489,2
2017,43,"Gaston","county",218527,1.97
2011,0,"Gates","county",11944,0
2012,0,"Gates","county",11830,0
2013,0,"Gates","county",11880,0
2014,1,"Gates","county",11912,0.84
2015,1,"Gates","county",11739,0.85
2016,0,"Gates","county",11891,0
2017,0,"Gates","county",11960,0
2011,1,"Graham","county",8942,1.12
2012,1,"Graham","county",8850,1.13
2013,0,"Graham","county",8854,0
2014,1,"Graham","county",8829,1.13
2015,1,"Graham","county",8761,1.14
2016,1,"Graham","county",8835,1.13
2017,1,"Graham","county",8837,1.13
2011,22,"Granville","county",60863,3.61
2012,17,"Granville","county",56748,3
2013,13,"Granville","county",57910,2.24
2014,16,"Granville","county",58104,2.75
2015,17,"Granville","county",58547,2.9
2016,22,"Granville","county",59433,3.7
2017,18,"Granville","county",59975,3
2011,1,"Greene","county",21489,0.47
2012,2,"Greene","county",21363,0.94
2013,2,"Greene","county",21073,0.95
2014,3,"Greene","county",21286,1.41
2015,3,"Greene","county",21158,1.42
2016,2,"Greene","county",21421,0.93
2017,4,"Greene","county",21522,1.86
2011,62,"Guilford","county",495231,1.25
2012,62,"Guilford","county",502190,1.23
2013,75,"Guilford","county",507419,1.48
2014,77,"Guilford","county",512273,1.5
2015,100,"Guilford","county",517124,1.93
2016,107,"Guilford","county",520230,2.06
2017,103,"Guilford","county",523962,1.97
2011,8,"Halifax","county",54397,1.47
2012,10,"Halifax","county",54237,1.84
2013,3,"Halifax","county",53705,0.56
2014,7,"Halifax","county",53190,1.32
2015,8,"Halifax","county",52423,1.53
2016,9,"Halifax","county",52160,1.73
2017,10,"Halifax","county",51815,1.93
2011,29,"Harnett","county",118615,2.44
2012,33,"Harnett","county",121264,2.72
2013,34,"Harnett","county",123316,2.76
2014,35,"Harnett","county",125730,2.78
2015,32,"Harnett","county",127127,2.52
2016,33,"Harnett","county",128783,2.56
2017,43,"Harnett","county",130847,3.29
2011,9,"Haywood","county",59684,1.51
2012,8,"Haywood","county",59291,1.35
2013,8,"Haywood","county",59674,1.34
2014,8,"Haywood","county",59913,1.34
2015,9,"Haywood","county",60631,1.48
2016,11,"Haywood","county",61771,1.78
2017,10,"Haywood","county",62277,1.61
2011,19,"Henderson","county",108448,1.75
2012,19,"Henderson","county",108183,1.76
2013,24,"Henderson","county",109287,2.2
2014,27,"Henderson","county",110897,2.43
2015,24,"Henderson","county",112511,2.13
2016,28,"Henderson","county",114385,2.45
2017,29,"Henderson","county",116173,2.5
2011,7,"Hertford","county",24466,2.86
2012,6,"Hertford","county",24451,2.45
2013,4,"Hertford","county",24621,1.62
2014,4,"Hertford","county",24578,1.63
2015,5,"Hertford","county",24426,2.05
2016,3,"Hertford","county",24038,1.25
2017,3,"Hertford","county",23947,1.25
2011,9,"Hoke","county",49065,1.83
2012,9,"Hoke","county",50036,1.8
2013,8,"Hoke","county",50672,1.58
2014,6,"Hoke","county",50982,1.18
2015,6,"Hoke","county",51776,1.16
2016,6,"Hoke","county",52214,1.15
2017,8,"Hoke","county",53343,1.5
2011,0,"Hyde","county",5815,0
2012,0,"Hyde","county",5742,0
2013,1,"Hyde","county",5806,1.72
2014,1,"Hyde","county",5738,1.74
2015,1,"Hyde","county",5631,1.78
2016,1,"Hyde","county",5621,1.78
2017,1,"Hyde","county",5644,1.77
2011,21,"Iredell","county",161522,1.3
2012,22,"Iredell","county",163043,1.35
2013,31,"Iredell","county",164974,1.88
2014,32,"Iredell","county",167157,1.91
2015,30,"Iredell","county",170230,1.76
2016,36,"Iredell","county",173391,2.08
2017,30,"Iredell","county",176563,1.7
2011,6,"Jackson","county",40606,1.48
2012,7,"Jackson","county",40788,1.72
2013,6,"Jackson","county",40810,1.47
2014,5,"Jackson","county",41039,1.22
2015,7,"Jackson","county",41597,1.68
2016,9,"Jackson","county",42574,2.11
2017,4,"Jackson","county",43116,0.93
2011,19,"Johnston","county",172570,1.1
2012,24,"Johnston","county",174839,1.37
2013,33,"Johnston","county",177308,1.86
2014,38,"Johnston","county",180048,2.11
2015,44,"Johnston","county",184519,2.38
2016,48,"Johnston","county",189460,2.53
2017,42,"Johnston","county",194705,2.16
2011,1,"Jones","county",10327,0.97
2012,1,"Jones","county",10615,0.94
2013,1,"Jones","county",10554,0.95
2014,1,"Jones","county",10468,0.96
2015,0,"Jones","county",10423,0
2016,0,"Jones","county",10354,0
2017,0,"Jones","county",10356,0
2011,10,"Lee","county",58304,1.72
2012,12,"Lee","county",59111,2.03
2013,10,"Lee","county",59344,1.69
2014,13,"Lee","county",59194,2.2
2015,13,"Lee","county",58908,2.21
2016,15,"Lee","county",59244,2.53
2017,19,"Lee","county",59337,3.2
2011,8,"Lenoir","county",59314,1.35
2012,8,"Lenoir","county",59401,1.35
2013,11,"Lenoir","county",59046,1.86
2014,13,"Lenoir","county",58830,2.21
2015,11,"Lenoir","county",58338,1.89
2016,11,"Lenoir","county",57587,1.91
2017,12,"Lenoir","county",57477,2.09
2011,5,"Lincoln","county",79026,0.63
2012,4,"Lincoln","county",79267,0.5
2013,6,"Lincoln","county",79745,0.75
2014,8,"Lincoln","county",80202,1
2015,8,"Lincoln","county",81397,0.98
2016,10,"Lincoln","county",82033,1.22
2017,11,"Lincoln","county",83251,1.32
2011,2,"Macon","county",34459,0.58
2012,2,"Macon","county",33985,0.59
2013,2,"Macon","county",34151,0.59
2014,2,"Macon","county",34428,0.58
2015,3,"Macon","county",34771,0.86
2016,2,"Macon","county",35047,0.57
2017,5,"Macon","county",35413,1.41
2011,4,"Madison","county",21193,1.89
2012,4,"Madison","county",21192,1.89
2013,2,"Madison","county",21372,0.94
2014,3,"Madison","county",21584,1.39
2015,2,"Madison","county",21663,0.92
2016,3,"Madison","county",21979,1.36
2017,3,"Madison","county",22240,1.35
2011,1,"Martin","county",24083,0.42
2012,1,"Martin","county",24020,0.42
2013,3,"Martin","county",23750,1.26
2014,2,"Martin","county",23714,0.84
2015,3,"Martin","county",23746,1.26
2016,3,"Martin","county",23606,1.27
2017,3,"Martin","county",23510,1.28
2011,9,"McDowell","county",45462,1.98
2012,9,"McDowell","county",45288,1.99
2013,13,"McDowell","county",45231,2.87
2014,14,"McDowell","county",45320,3.09
2015,20,"McDowell","county",45370,4.41
2016,21,"McDowell","county",45510,4.61
2017,23,"McDowell","county",45716,5.03
2011,109,"Mecklenburg","county",940697,1.16
2012,139,"Mecklenburg","county",963165,1.44
2013,143,"Mecklenburg","county",991867,1.44
2014,187,"Mecklenburg","county",1013199,1.85
2015,197,"Mecklenburg","county",1035605,1.9
2016,212,"Mecklenburg","county",1053545,2.01
2017,234,"Mecklenburg","county",1077301,2.17
2011,3,"Mitchell","county",15501,1.94
2012,3,"Mitchell","county",15396,1.95
2013,5,"Mitchell","county",15407,3.25
2014,5,"Mitchell","county",15825,3.16
2015,5,"Mitchell","county",15335,3.26
2016,5,"Mitchell","county",15266,3.28
2017,6,"Mitchell","county",15237,3.94
2011,7,"Montgomery","county",27864,2.51
2012,8,"Montgomery","county",27914,2.87
2013,8,"Montgomery","county",27768,2.88
2014,7,"Montgomery","county",27820,2.52
2015,9,"Montgomery","county",27826,3.23
2016,8,"Montgomery","county",27768,2.88
2017,7,"Montgomery","county",27865,2.51
2011,15,"Moore","county",89395,1.68
2012,18,"Moore","county",90707,1.98
2013,24,"Moore","county",91937,2.61
2014,28,"Moore","county",93078,3.01
2015,21,"Moore","county",94492,2.22
2016,22,"Moore","county",96102,2.29
2017,38,"Moore","county",97597,3.89
2011,23,"Nash","county",96122,2.39
2012,24,"Nash","county",95533,2.51
2013,21,"Nash","county",94744,2.22
2014,24,"Nash","county",94525,2.54
2015,28,"Nash","county",94370,2.97
2016,28,"Nash","county",94421,2.97
2017,28,"Nash","county",94365,2.97
2011,58,"New Hanover","county",206774,2.8
2012,64,"New Hanover","county",209964,3.05
2013,53,"New Hanover","county",213809,2.48
2014,64,"New Hanover","county",216955,2.95
2015,72,"New Hanover","county",220231,3.27
2016,81,"New Hanover","county",223608,3.62
2017,79,"New Hanover","county",227261,3.48
2011,2,"Northampton","county",21844,0.92
2012,1,"Northampton","county",21514,0.46
2013,1,"Northampton","county",21244,0.47
2014,2,"Northampton","county",21233,0.94
2015,2,"Northampton","county",21073,0.95
2016,0,"Northampton","county",20788,0
2017,0,"Northampton","county",20709,0
2011,27,"Onslow","county",184228,1.47
2012,28,"Onslow","county",191030,1.47
2013,19,"Onslow","county",193925,0.98
2014,32,"Onslow","county",193204,1.66
2015,46,"Onslow","county",194636,2.36
2016,52,"Onslow","county",193914,2.68
2017,51,"Onslow","county",195621,2.61
2011,20,"Orange","county",135776,1.47
2012,23,"Orange","county",138575,1.66
2013,24,"Orange","county",139694,1.72
2014,30,"Orange","county",139933,2.14
2015,29,"Orange","county",140144,2.07
2016,27,"Orange","county",140853,1.92
2017,25,"Orange","county",142365,1.76
2011,2,"Pamlico","county",13214,1.51
2012,3,"Pamlico","county",13190,2.27
2013,3,"Pamlico","county",13071,2.3
2014,3,"Pamlico","county",13137,2.28
2015,3,"Pamlico","county",13174,2.28
2016,2,"Pamlico","county",13336,1.5
2017,2,"Pamlico","county",13268,1.51
2011,9,"Pasquotank","county",40438,2.23
2012,9,"Pasquotank","county",39941,2.25
2013,10,"Pasquotank","county",39458,2.53
2014,10,"Pasquotank","county",39691,2.52
2015,11,"Pasquotank","county",39731,2.77
2016,10,"Pasquotank","county",40284,2.48
2017,9,"Pasquotank","county",40598,2.22
2011,7,"Pender","county",53437,1.31
2012,8,"Pender","county",54390,1.47
2013,7,"Pender","county",55568,1.26
2014,7,"Pender","county",56533,1.24
2015,6,"Pender","county",57941,1.04
2016,6,"Pender","county",59459,1.01
2017,8,"Pender","county",60999,1.31
2011,2,"Perquimans","county",13537,1.48
2012,2,"Perquimans","county",13660,1.46
2013,2,"Perquimans","county",13771,1.45
2014,4,"Perquimans","county",13638,2.93
2015,4,"Perquimans","county",13648,2.93
2016,4,"Perquimans","county",13561,2.95
2017,4,"Perquimans","county",13546,2.95
2011,6,"Person","county",39700,1.51
2012,6,"Person","county",39197,1.53
2013,4,"Person","county",39192,1.02
2014,6,"Person","county",39265,1.53
2015,7,"Person","county",39574,1.77
2016,7,"Person","county",39728,1.76
2017,10,"Person","county",39868,2.51
2011,47,"Pitt","county",170263,2.76
2012,50,"Pitt","county",172618,2.9
2013,45,"Pitt","county",173879,2.59
2014,51,"Pitt","county",174424,2.92
2015,52,"Pitt","county",175532,2.96
2016,50,"Pitt","county",175885,2.84
2017,46,"Pitt","county",176424,2.61
2011,2,"Polk","county",20453,0.98
2012,3,"Polk","county",20262,1.48
2013,4,"Polk","county",20603,1.94
2014,3,"Polk","county",20740,1.45
2015,2,"Polk","county",20828,0.96
2016,4,"Polk","county",21030,1.9
2017,3,"Polk","county",21154,1.42
2011,14,"Randolph","county",142901,0.98
2012,15,"Randolph","county",142594,1.05
2013,16,"Randolph","county",142561,1.12
2014,20,"Randolph","county",143079,1.4
2015,16,"Randolph","county",142943,1.12
2016,18,"Randolph","county",143711,1.25
2017,13,"Randolph","county",144672,0.9
2011,4,"Richmond","county",46459,0.86
2012,4,"Richmond","county",46258,0.86
2013,4,"Richmond","county",46041,0.87
2014,4,"Richmond","county",45545,0.88
2015,6,"Richmond","county",45353,1.32
2016,4,"Richmond","county",44912,0.89
2017,4,"Richmond","county",44892,0.89
2011,36,"Robeson","county",134651,2.67
2012,36,"Robeson","county",134433,2.68
2013,36,"Robeson","county",134010,2.69
2014,34,"Robeson","county",133567,2.55
2015,31,"Robeson","county",133375,2.32
2016,34,"Robeson","county",132657,2.56
2017,31,"Robeson","county",132020,2.35
2011,17,"Rockingham","county",93558,1.82
2012,16,"Rockingham","county",92873,1.72
2013,15,"Rockingham","county",92254,1.63
2014,15,"Rockingham","county",92543,1.62
2015,15,"Rockingham","county",92084,1.63
2016,13,"Rockingham","county",91891,1.41
2017,14,"Rockingham","county",91790,1.53
2011,21,"Rowan","county",138309,1.52
2012,19,"Rowan","county",138242,1.37
2013,21,"Rowan","county",138666,1.51
2014,30,"Rowan","county",138710,2.16
2015,37,"Rowan","county",140122,2.64
2016,34,"Rowan","county",140970,2.41
2017,38,"Rowan","county",141917,2.68
2011,3,"Rutherford","county",68392,0.44
2012,6,"Rutherford","county",67932,0.88
2013,9,"Rutherford","county",67807,1.33
2014,10,"Rutherford","county",67606,1.48
2015,13,"Rutherford","county",67617,1.92
2016,14,"Rutherford","county",67703,2.07
2017,14,"Rutherford","county",67796,2.07
2011,9,"Sampson","county",63746,1.41
2012,7,"Sampson","county",64151,1.09
2013,10,"Sampson","county",64313,1.55
2014,8,"Sampson","county",64398,1.24
2015,8,"Sampson","county",63993,1.25
2016,7,"Sampson","county",63499,1.1
2017,6,"Sampson","county",63143,0.95
2011,8,"Scotland","county",36029,2.22
2012,9,"Scotland","county",36366,2.47
2013,12,"Scotland","county",36223,3.31
2014,12,"Scotland","county",36058,3.33
2015,9,"Scotland","county",35821,2.51
2016,13,"Scotland","county",35789,3.63
2017,11,"Scotland","county",35686,3.08
2011,5,"Stanly","county",60936,0.82
2012,7,"Stanly","county",60477,1.16
2013,5,"Stanly","county",60612,0.82
2014,4,"Stanly","county",61056,0.66
2015,7,"Stanly","county",61234,1.14
2016,6,"Stanly","county",61751,0.97
2017,8,"Stanly","county",62443,1.28
2011,4,"Stokes","county",47551,0.84
2012,5,"Stokes","county",47068,1.06
2013,7,"Stokes","county",46731,1.5
2014,8,"Stokes","county",46786,1.71
2015,7,"Stokes","county",46763,1.5
2016,7,"Stokes","county",46751,1.5
2017,7,"Stokes","county",46728,1.5
2011,13,"Surry","county",73575,1.77
2012,13,"Surry","county",73718,1.76
2013,19,"Surry","county",73344,2.59
2014,19,"Surry","county",73834,2.57
2015,21,"Surry","county",73195,2.87
2016,21,"Surry","county",72843,2.88
2017,20,"Surry","county",72843,2.75
2011,7,"Swain","county",14263,4.91
2012,9,"Swain","county",14494,6.21
2013,5,"Swain","county",14590,3.43
2014,9,"Swain","county",14831,6.07
2015,10,"Swain","county",14953,6.69
2016,9,"Swain","county",14852,6.06
2017,10,"Swain","county",14999,6.67
2011,3,"Transylvania","county",33275,0.9
2012,3,"Transylvania","county",33022,0.91
2013,8,"Transylvania","county",33220,2.41
2014,6,"Transylvania","county",33428,1.79
2015,8,"Transylvania","county",33745,2.37
2016,7,"Transylvania","county",34139,2.05
2017,6,"Transylvania","county",34464,1.74
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,24,"Union","county",205717,1.17
2012,27,"Union","county",207872,1.3
2013,19,"Union","county",211539,0.9
2014,20,"Union","county",215933,0.93
2015,28,"Union","county",219992,1.27
2016,31,"Union","county",223915,1.38
