"year","total","region","type","population","providerRate"
2011,5,"Area L","ahec",309832,0.16
2012,5,"Area L","ahec",309165,0.16
2013,5,"Area L","ahec",306794,0.16
2014,4,"Area L","ahec",305841,0.13
2015,4,"Area L","ahec",303922,0.13
2016,3,"Area L","ahec",302629,0.1
2017,4,"Area L","ahec",301780,0.13
2011,67,"Charlotte","ahec",1799166,0.37
2012,66,"Charlotte","ahec",1827256,0.36
2013,65,"Charlotte","ahec",1863538,0.35
2014,70,"Charlotte","ahec",1896573,0.37
2015,73,"Charlotte","ahec",1930604,0.38
2016,76,"Charlotte","ahec",1961268,0.39
2017,75,"Charlotte","ahec",1999372,0.38
2011,31,"Eastern","ahec",1044211,0.3
2012,29,"Eastern","ahec",1055120,0.27
2013,26,"Eastern","ahec",1059704,0.25
2014,28,"Eastern","ahec",1060701,0.26
2015,33,"Eastern","ahec",1062244,0.31
2016,31,"Eastern","ahec",1061127,0.29
2017,34,"Eastern","ahec",1064705,0.32
2011,62,"Greensboro","ahec",1136068,0.55
2012,61,"Greensboro","ahec",1147212,0.53
2013,49,"Greensboro","ahec",1154755,0.42
2014,54,"Greensboro","ahec",1163764,0.46
2015,60,"Greensboro","ahec",1173064,0.51
2016,63,"Greensboro","ahec",1180482,0.53
2017,62,"Greensboro","ahec",1190264,0.52
2011,28,"Mountain","ahec",770362,0.36
2012,26,"Mountain","ahec",769642,0.34
2013,27,"Mountain","ahec",776064,0.35
2014,25,"Mountain","ahec",781867,0.32
2015,34,"Mountain","ahec",789383,0.43
2016,35,"Mountain","ahec",799550,0.44
2017,34,"Mountain","ahec",807857,0.42
2011,57,"Northwest","ahec",1563589,0.36
2012,55,"Northwest","ahec",1566740,0.35
2013,49,"Northwest","ahec",1571258,0.31
2014,54,"Northwest","ahec",1579059,0.34
2015,53,"Northwest","ahec",1586703,0.33
2016,52,"Northwest","ahec",1598199,0.33
2017,54,"Northwest","ahec",1610400,0.34
2011,20,"South East","ahec",487484,0.41
2012,18,"South East","ahec",494872,0.36
2013,18,"South East","ahec",502936,0.36
2014,19,"South East","ahec",509080,0.37
2015,22,"South East","ahec",518781,0.42
2016,24,"South East","ahec",527596,0.45
2017,27,"South East","ahec",536440,0.5
2011,9,"Southern Regional","ahec",900751,0.1
2012,9,"Southern Regional","ahec",909169,0.1
2013,8,"Southern Regional","ahec",914274,0.09
2014,10,"Southern Regional","ahec",913874,0.11
2015,12,"Southern Regional","ahec",915808,0.13
2016,13,"Southern Regional","ahec",918447,0.14
2017,15,"Southern Regional","ahec",921525,0.16
2011,68,"Wake AHEC","ahec",1657781,0.41
2012,66,"Wake AHEC","ahec",1686053,0.39
2013,65,"Wake AHEC","ahec",1712629,0.38
2014,71,"Wake AHEC","ahec",1742928,0.41
2015,68,"Wake AHEC","ahec",1776174,0.38
2016,75,"Wake AHEC","ahec",1806644,0.42
2017,84,"Wake AHEC","ahec",1840349,0.46
2011,7,"Alamance","county",152531,0.46
2012,7,"Alamance","county",153029,0.46
2013,4,"Alamance","county",153595,0.26
2014,4,"Alamance","county",155789,0.26
2015,3,"Alamance","county",157522,0.19
2016,5,"Alamance","county",159054,0.31
2017,5,"Alamance","county",161076,0.31
2011,0,"Alexander","county",37528,0
2012,0,"Alexander","county",37389,0
2013,0,"Alexander","county",37436,0
2014,0,"Alexander","county",37832,0
2015,0,"Alexander","county",37952,0
2016,0,"Alexander","county",38284,0
2017,0,"Alexander","county",38452,0
2011,0,"Alleghany","county",11069,0
2012,0,"Alleghany","county",10971,0
2013,0,"Alleghany","county",11052,0
2014,0,"Alleghany","county",11099,0
2015,0,"Alleghany","county",11190,0
