"year","total","region","type","population","providerRate"
2011,29,"Area L","ahec",309832,0.94
2012,30,"Area L","ahec",309165,0.97
2013,21,"Area L","ahec",306794,0.68
2014,29,"Area L","ahec",305841,0.95
2015,33,"Area L","ahec",303922,1.09
2016,36,"Area L","ahec",302629,1.19
2017,40,"Area L","ahec",301780,1.33
2011,114,"Charlotte","ahec",1799166,0.63
2012,125,"Charlotte","ahec",1827256,0.68
2013,92,"Charlotte","ahec",1863538,0.49
2014,116,"Charlotte","ahec",1896573,0.61
2015,126,"Charlotte","ahec",1930604,0.65
2016,141,"Charlotte","ahec",1961268,0.72
2017,165,"Charlotte","ahec",1999372,0.83
2011,89,"Eastern","ahec",1044211,0.85
2012,96,"Eastern","ahec",1055120,0.91
2013,74,"Eastern","ahec",1059704,0.7
2014,102,"Eastern","ahec",1060701,0.96
2015,109,"Eastern","ahec",1062244,1.03
2016,109,"Eastern","ahec",1061127,1.03
2017,113,"Eastern","ahec",1064705,1.06
2011,85,"Greensboro","ahec",1136068,0.75
2012,83,"Greensboro","ahec",1147212,0.72
2013,66,"Greensboro","ahec",1154755,0.57
2014,86,"Greensboro","ahec",1163764,0.74
2015,95,"Greensboro","ahec",1173064,0.81
2016,92,"Greensboro","ahec",1180482,0.78
2017,111,"Greensboro","ahec",1190264,0.93
2011,67,"Mountain","ahec",770362,0.87
2012,70,"Mountain","ahec",769642,0.91
2013,63,"Mountain","ahec",776064,0.81
2014,79,"Mountain","ahec",781867,1.01
2015,90,"Mountain","ahec",789383,1.14
2016,104,"Mountain","ahec",799550,1.3
2017,107,"Mountain","ahec",807857,1.32
2011,156,"Northwest","ahec",1563589,1
2012,156,"Northwest","ahec",1566740,1
2013,136,"Northwest","ahec",1571258,0.87
2014,163,"Northwest","ahec",1579059,1.03
2015,181,"Northwest","ahec",1586703,1.14
2016,199,"Northwest","ahec",1598199,1.25
2017,197,"Northwest","ahec",1610400,1.22
2011,64,"South East","ahec",487484,1.31
2012,60,"South East","ahec",494872,1.21
2013,54,"South East","ahec",502936,1.07
2014,71,"South East","ahec",509080,1.39
2015,69,"South East","ahec",518781,1.33
2016,75,"South East","ahec",527596,1.42
2017,66,"South East","ahec",536440,1.23
2011,164,"Southern Regional","ahec",900751,1.82
2012,167,"Southern Regional","ahec",909169,1.84
2013,96,"Southern Regional","ahec",914274,1.05
2014,143,"Southern Regional","ahec",913874,1.56
2015,123,"Southern Regional","ahec",915808,1.34
2016,131,"Southern Regional","ahec",918447,1.43
2017,148,"Southern Regional","ahec",921525,1.61
2011,150,"Wake AHEC","ahec",1657781,0.9
2012,174,"Wake AHEC","ahec",1686053,1.03
2013,124,"Wake AHEC","ahec",1712629,0.72
2014,160,"Wake AHEC","ahec",1742928,0.92
2015,164,"Wake AHEC","ahec",1776174,0.92
2016,184,"Wake AHEC","ahec",1806644,1.02
2017,224,"Wake AHEC","ahec",1840349,1.22
2011,6,"Alamance","county",152531,0.39
2012,8,"Alamance","county",153029,0.52
2013,5,"Alamance","county",153595,0.33
2014,7,"Alamance","county",155789,0.45
2015,8,"Alamance","county",157522,0.51
2016,7,"Alamance","county",159054,0.44
2017,12,"Alamance","county",161076,0.74
2011,6,"Alexander","county",37528,1.6
2012,5,"Alexander","county",37389,1.34
2013,3,"Alexander","county",37436,0.8
2014,3,"Alexander","county",37832,0.79
2015,5,"Alexander","county",37952,1.32
2016,6,"Alexander","county",38284,1.57
2017,5,"Alexander","county",38452,1.3
2011,1,"Alleghany","county",11069,0.9
2012,1,"Alleghany","county",10971,0.91
2013,1,"Alleghany","county",11052,0.9
2014,1,"Alleghany","county",11099,0.9
2015,1,"Alleghany","county",11190,0.89
2016,1,"Alleghany","county",11202,0.89
2017,1,"Alleghany","county",11233,0.89
2011,1,"Anson","county",25822,0.39
2012,1,"Anson","county",26626,0.38
2013,0,"Anson","county",26318,0
2014,0,"Anson","county",26468,0
2015,1,"Anson","county",26155,0.38
2016,1,"Anson","county",25628,0.39
2017,0,"Anson","county",25626,0
2011,1,"Ashe","county",27423,0.36
2012,1,"Ashe","county",27361,0.37
2013,2,"Ashe","county",27434,0.73
2014,2,"Ashe","county",27448,0.73
2015,1,"Ashe","county",27332,0.37
2016,1,"Ashe","county",27344,0.37
2017,2,"Ashe","county",27218,0.73
2011,0,"Avery","county",17834,0
2012,0,"Avery","county",17764,0
2013,0,"Avery","county",17872,0
2014,0,"Avery","county",17895,0
2015,1,"Avery","county",17816,0.56
2016,1,"Avery","county",18098,0.55
2017,3,"Avery","county",18072,1.66
2011,2,"Beaufort","county",47854,0.42
2012,2,"Beaufort","county",47901,0.42
2013,3,"Beaufort","county",47777,0.63
2014,6,"Beaufort","county",47717,1.26
2015,5,"Beaufort","county",47829,1.05
2016,7,"Beaufort","county",47610,1.47
2017,7,"Beaufort","county",47547,1.47
2011,4,"Bertie","county",20890,1.91
2012,4,"Bertie","county",20665,1.94
2013,3,"Bertie","county",20595,1.46
2014,4,"Bertie","county",20617,1.94
2015,4,"Bertie","county",20533,1.95
2016,5,"Bertie","county",19847,2.52
2017,4,"Bertie","county",19881,2.01
2011,7,"Bladen","county",35148,1.99
2012,7,"Bladen","county",35200,1.99
2013,4,"Bladen","county",35209,1.14
2014,4,"Bladen","county",35113,1.14
2015,3,"Bladen","county",35011,0.86
2016,2,"Bladen","county",34667,0.58
2017,4,"Bladen","county",34393,1.16
2011,13,"Brunswick","county",110140,1.18
2012,11,"Brunswick","county",112597,0.98
2013,16,"Brunswick","county",115716,1.38
2014,24,"Brunswick","county",117834,2.04
2015,19,"Brunswick","county",123535,1.54
2016,20,"Brunswick","county",127750,1.57
2017,15,"Brunswick","county",131726,1.14
2011,20,"Buncombe","county",243855,0.82
2012,23,"Buncombe","county",245535,0.94
2013,18,"Buncombe","county",248872,0.72
2014,27,"Buncombe","county",251275,1.07
2015,34,"Buncombe","county",254836,1.33
2016,39,"Buncombe","county",258406,1.51
2017,36,"Buncombe","county",261532,1.38
2011,14,"Burke","county",90722,1.54
2012,11,"Burke","county",89977,1.22
2013,8,"Burke","county",89519,0.89
2014,12,"Burke","county",89197,1.35
2015,13,"Burke","county",89114,1.46
2016,12,"Burke","county",89814,1.34
2017,10,"Burke","county",90246,1.11
2011,13,"Cabarrus","county",181253,0.72
2012,13,"Cabarrus","county",183565,0.71
2013,9,"Cabarrus","county",186457,0.48
2014,9,"Cabarrus","county",191060,0.47
2015,10,"Cabarrus","county",195714,0.51
2016,10,"Cabarrus","county",200663,0.5
2017,10,"Cabarrus","county",205473,0.49
2011,2,"Caldwell","county",83117,0.24
2012,2,"Caldwell","county",82605,0.24
2013,1,"Caldwell","county",82504,0.12
2014,2,"Caldwell","county",82445,0.24
2015,3,"Caldwell","county",82577,0.36
2016,4,"Caldwell","county",82793,0.48
2017,2,"Caldwell","county",83303,0.24
2011,0,"Camden","county",9921,0
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2011,12,"Carteret","county",67696,1.77
2012,13,"Carteret","county",68362,1.9
2013,10,"Carteret","county",69239,1.44
2014,11,"Carteret","county",69350,1.59
2015,9,"Carteret","county",69826,1.29
2016,8,"Carteret","county",69881,1.14
2017,8,"Carteret","county",70190,1.14
2011,1,"Caswell","county",23654,0.42
2012,1,"Caswell","county",23492,0.43
2013,1,"Caswell","county",23844,0.42
2014,2,"Caswell","county",23602,0.85
2015,2,"Caswell","county",23606,0.85
2016,2,"Caswell","county",23689,0.84
2017,2,"Caswell","county",23699,0.84
2011,17,"Catawba","county",154992,1.1
2012,19,"Catawba","county",155494,1.22
2013,17,"Catawba","county",155411,1.09
2014,17,"Catawba","county",155830,1.09
2015,17,"Catawba","county",155828,1.09
2016,24,"Catawba","county",156473,1.53
2017,20,"Catawba","county",156949,1.27
2011,3,"Chatham","county",64553,0.46
2012,0,"Chatham","county",66545,0
2013,2,"Chatham","county",67620,0.3
2014,3,"Chatham","county",68725,0.44
2015,2,"Chatham","county",71815,0.28
2016,3,"Chatham","county",73286,0.41
2017,3,"Chatham","county",74835,0.4
2011,1,"Cherokee","county",27300,0.37
2012,1,"Cherokee","county",27030,0.37
2013,1,"Cherokee","county",27471,0.36
2014,1,"Cherokee","county",27451,0.36
2015,2,"Cherokee","county",27770,0.72
2016,2,"Cherokee","county",28591,0.7
2017,1,"Cherokee","county",29216,0.34
2011,0,"Chowan","county",14796,0
2012,0,"Chowan","county",14743,0
2013,0,"Chowan","county",14815,0
2014,0,"Chowan","county",14636,0
2015,0,"Chowan","county",14541,0
2016,0,"Chowan","county",14410,0
2017,0,"Chowan","county",14292,0
2011,0,"Clay","county",10460,0
2012,0,"Clay","county",10520,0
2013,0,"Clay","county",10794,0
2014,0,"Clay","county",10794,0
2015,1,"Clay","county",11036,0.91
2016,3,"Clay","county",11320,2.65
2017,2,"Clay","county",11488,1.74
2011,8,"Cleveland","county",98209,0.81
2012,6,"Cleveland","county",97702,0.61
2013,9,"Cleveland","county",97429,0.92
2014,9,"Cleveland","county",97920,0.92
2015,8,"Cleveland","county",97871,0.82
2016,6,"Cleveland","county",98244,0.61
2017,7,"Cleveland","county",98580,0.71
2011,8,"Columbus","county",57657,1.39
2012,5,"Columbus","county",57862,0.86
2013,14,"Columbus","county",57739,2.42
2014,12,"Columbus","county",57632,2.08
2015,12,"Columbus","county",57206,2.1
2016,9,"Columbus","county",57182,1.57
2017,9,"Columbus","county",56941,1.58
2011,6,"Craven","county",104965,0.57
2012,7,"Craven","county",105179,0.67
2013,3,"Craven","county",104421,0.29
2014,4,"Craven","county",104520,0.38
2015,3,"Craven","county",103691,0.29
2016,3,"Craven","county",103737,0.29
2017,7,"Craven","county",103735,0.67
2011,89,"Cumberland","county",327643,2.72
2012,90,"Cumberland","county",330754,2.72
2013,34,"Cumberland","county",332553,1.02
2014,76,"Cumberland","county",329403,2.31
2015,70,"Cumberland","county",328860,2.13
2016,76,"Cumberland","county",329824,2.3
2017,75,"Cumberland","county",329604,2.28
2011,1,"Currituck","county",23643,0.42
2012,2,"Currituck","county",23767,0.84
2013,1,"Currituck","county",24506,0.41
2014,1,"Currituck","county",25072,0.4
2015,1,"Currituck","county",25627,0.39
2016,2,"Currituck","county",26101,0.77
2017,2,"Currituck","county",26604,0.75
2011,3,"Dare","county",34216,0.88
2012,4,"Dare","county",34810,1.15
2013,4,"Dare","county",35273,1.13
2014,5,"Dare","county",35415,1.41
2015,3,"Dare","county",36001,0.83
2016,6,"Dare","county",36387,1.65
2017,5,"Dare","county",36792,1.36
2011,6,"Davidson","county",163364,0.37
2012,7,"Davidson","county",163410,0.43
2013,8,"Davidson","county",163770,0.49
2014,10,"Davidson","county",164454,0.61
2015,9,"Davidson","county",165193,0.54
2016,9,"Davidson","county",166137,0.54
2017,11,"Davidson","county",167105,0.66
2011,1,"Davie","county",41560,0.24
2012,1,"Davie","county",41412,0.24
2013,1,"Davie","county",41507,0.24
2014,2,"Davie","county",41476,0.48
2015,2,"Davie","county",41743,0.48
2016,3,"Davie","county",42211,0.71
2017,6,"Davie","county",42727,1.4
2011,6,"Duplin","county",59476,1.01
2012,4,"Duplin","county",60059,0.67
2013,2,"Duplin","county",60104,0.33
2014,5,"Duplin","county",60126,0.83
2015,8,"Duplin","county",59868,1.34
2016,10,"Duplin","county",59597,1.68
2017,9,"Duplin","county",59513,1.51
2011,37,"Durham","county",272314,1.36
2012,43,"Durham","county",282511,1.52
2013,27,"Durham","county",286053,0.94
2014,36,"Durham","county",292191,1.23
2015,28,"Durham","county",297219,0.94
2016,39,"Durham","county",301520,1.29
2017,45,"Durham","county",306184,1.47
2011,3,"Edgecombe","county",56089,0.53
2012,5,"Edgecombe","county",56085,0.89
2013,5,"Edgecombe","county",55704,0.9
2014,7,"Edgecombe","county",55483,1.26
2015,5,"Edgecombe","county",54367,0.92
2016,6,"Edgecombe","county",53502,1.12
2017,7,"Edgecombe","county",52856,1.32
2011,54,"Forsyth","county",354878,1.52
2012,54,"Forsyth","county",357767,1.51
2013,45,"Forsyth","county",360471,1.25
2014,53,"Forsyth","county",364248,1.46
2015,62,"Forsyth","county",366543,1.69
2016,64,"Forsyth","county",369144,1.73
2017,64,"Forsyth","county",372651,1.72
2011,1,"Franklin","county",61651,0.16
2012,1,"Franklin","county",61840,0.16
2013,4,"Franklin","county",62697,0.64
2014,2,"Franklin","county",63225,0.32
2015,2,"Franklin","county",64206,0.31
2016,3,"Franklin","county",65445,0.46
2017,2,"Franklin","county",66514,0.3
2011,27,"Gaston","county",207506,1.3
2012,26,"Gaston","county",208582,1.25
2013,22,"Gaston","county",209571,1.05
2014,30,"Gaston","county",210735,1.42
2015,30,"Gaston","county",212636,1.41
2016,28,"Gaston","county",215489,1.3
2017,28,"Gaston","county",218527,1.28
2011,0,"Gates","county",11944,0
